IHBAS-CPCB,Dwarka-S8-DPCC,Sri-Aurobindo-Marg-DPCC,East-Arjun-Nagar-CPCB,Okhla-Phase-2-DPCC,Alipur-DPCC,Sonia-Vihar-DPCC,Ashok-Vihar-DPCC,JNS-DPCC,Mundka-DPCC,Pusa-DPCC,Shadipur-CPCB,Vivek-Vihar-DPCC,Nehru-Nagar-DPCC,Wazirpur-DPCC,Punjabi-Bagh-DPCC,KSSR-DPCC,Jahangirpuri-DPCC,Narela-CPCB,Patparganj-DPCC,Rohini-DPCC,NSIT-Dwarka-CPCB,MDCNS-DPCC,Najafgarh-DPCC
9.18,3.38,20.6,25.34,36.65,10.53,16.48,5.269444444444444,26.57,27.7,25.0,5.37,37.05,18.5,6.7,10.75,14.5,30.3,25.8,2.3,,4.99,1.88,0.41722222222222227
24.39,3.05,18.52,13.58,34.05,7.15,13.88,20.0,24.52,17.6,18.32,9.11,33.98,16.8,6.85,8.88,11.95,25.23,15.35,2.17,,5.01,2.52,0.3916666666666667
17.73,2.8,15.32,13.45,31.78,6.85,11.53,21.12,18.93,18.48,13.7,3.78,28.7,15.38,5.8,11.05,10.78,21.5,21.57,1.48,,5.0,2.7,0.27722222222222226
13.13,1.2,10.75,7.09,23.65,10.32,10.72,15.2,9.85,20.0,20.97,0.9,23.35,10.82,4.8,7.67,10.1,19.1,56.2,1.27,,5.02,1.67,0.23941176470588238
7.91,1.02,5.22,6.214666666666668,22.07,14.75,8.6,11.97,12.05,14.48,23.12,1.63,18.05,10.0,4.55,6.72,11.0,17.5,201.47,1.38,,4.99,1.75,0.2641176470588235
0.8311764705882352,1.48,9.47,10.59,23.57,3.77,7.42,9.38,15.07,11.05,18.35,5.64,13.82,11.53,5.97,4.7,8.65,13.88,184.35,1.2,,5.01,1.93,0.25
0.0,1.38,13.3,2.1,29.73,2.5,3.33,7.97,13.75,7.78,31.0,11.59,10.75,11.85,3.67,3.45,9.07,12.7,252.7,0.78,,5.01,1.35,0.39722222222222225
0.0,1.85,14.05,8.54,26.0,2.2,2.48,11.8,11.38,8.0,39.12,14.62,9.23,8.82,3.35,4.95,9.95,17.25,146.9,0.8,,5.01,1.4,0.365
1.23,2.15,13.38,10.12,26.48,5.6,2.42,11.32,15.97,7.6,41.05,32.9,7.67,11.03,3.2,5.15,10.0,14.62,27.78,1.1,,5.01,1.62,0.3683333333333333
3.5,3.2,17.07,6.03,29.63,8.22,4.57,9.43,19.62,7.1,39.52,76.63,7.15,12.4,3.3,5.65,10.78,17.65,31.58,1.22,,5.0,2.0,0.25
5.13,4.95,23.15,9.93,36.77,1.92,6.15,17.75,22.05,18.23,31.15,76.73,14.22,18.73,4.5,7.35,13.05,24.07,457.5,1.68,,4.99,2.88,0.25
5.1370588235294115,5.83,29.8,9.72,47.3,2.0,11.25,11.68,31.58,25.3,28.12,91.56,14.0,25.1,5.12,8.95,16.3,28.1,488.3,1.55,9.9125,4.99,3.4,0.18
2.93,2.95,17.02,11.07,45.07,2.4,10.15,20.45,33.45,20.75,25.75,27.28,11.68,21.9,5.15,9.25,17.7,34.15,230.75,1.82,10.566666666666666,5.0,4.12,0.1
6.03,2.1,9.43,11.66,31.27,10.07,11.55,16.65,15.65,30.62,20.88,3.93,12.88,12.43,5.42,6.68,13.28,25.9,36.15,1.88,8.785,5.02,2.67,0.1
2.8433333333333337,1.22,8.2,11.14,23.5,10.55,7.58,6.67,5.88,35.42,17.65,3.4,12.5,7.8,5.52,3.9,10.97,17.4,44.38,1.05,5.266666666666667,5.0,0.85,0.15
2.836666666666667,0.7,7.4,7.33,18.77,4.78,4.4,6.85,4.0,17.95,17.55,1.2,10.43,6.52,5.22,2.65,9.18,14.35,38.58,0.53,4.8,4.99,0.32,0.15
2.248666666666667,0.65,6.97,12.12,15.12,3.95,4.83,5.47,4.15,34.8,15.65,0.0,8.62,6.02,5.1,3.55,8.32,12.7,38.6,0.55,9.1,5.0,0.4,0.2
3.7406666666666673,0.78,7.18,5.43,13.25,3.88,4.4,5.72,3.42,36.77,20.75,0.0,9.67,5.62,4.58,2.68,8.73,14.18,19.95,0.47,10.41,5.01,0.45,0.18
2.3173333333333344,1.05,7.67,7.73,12.47,4.42,4.57,6.4,4.72,30.23,40.0,0.0,7.83,5.1,3.5,3.45,7.1,16.15,14.15,0.55,7.3149999999999995,5.01,0.53,0.2
2.13,1.2,8.8,11.04,13.1,6.78,4.53,8.53,6.1,38.88,6.7,0.0,7.12,5.55,4.83,2.92,7.07,15.65,29.27,0.75,9.44,5.01,0.7,0.23
3.24,1.38,9.35,10.04,13.82,5.38,4.7,8.85,6.38,17.15,5.9,0.0,7.12,5.88,4.65,2.55,6.85,12.12,20.1,0.83,10.82,5.0,0.6,0.25
3.67,1.25,8.12,9.14,13.15,6.55,5.0,8.05,5.38,12.5,7.78,0.0,8.45,5.43,4.03,2.35,6.38,14.85,21.2,0.82,9.75,4.99,0.6,0.12
1.48,1.32,6.8,2.81,13.05,5.32,3.62,5.4,4.8,23.68,7.73,0.0,7.95,4.85,2.45,2.58,6.08,15.05,23.95,0.62,1.8,5.0,0.42,0.12
4.733529411764706,1.83,6.65,7.02,13.15,3.58,3.25,4.5,6.1,14.12,15.38,0.0,8.5,5.38,1.88,3.27,5.67,14.5,15.75,0.62,10.05,4.99,0.47,0.12
1.83,2.4,8.07,12.17,17.98,1.88,4.38,4.85,9.57,23.65,16.48,0.0,7.390625,6.82,2.23,2.58,6.75,17.2,17.88,0.57,,2.71,1.02,0.12
1.69,2.22,9.93,13.48,22.88,1.73,3.97,7.83,10.6,9.85,22.18,8.51,7.389411764705882,8.18,2.5,3.72,7.6,13.35,150.3,0.67,,2.41,1.27,0.1
0.49,3.15,13.53,6.82,26.15,2.5,2.58,8.3,7.4,7.58,20.35,10.79,6.05,8.35,2.77,4.88,7.9,17.6,98.45,0.8,,0.79,1.68,0.1
2.19,3.45,13.82,6.78,21.23,4.22,5.92,10.93,13.93,7.6,17.217222222222222,4.86,4.85,8.53,5.0,9.73,8.97,21.65,12.95,0.88,,0.0,1.85,0.2782352941176471
2.47,3.9,16.3,4.38,26.85,4.58,5.5,13.7,19.25,11.0,15.735555555555557,2.18,5.0,12.38,8.8,7.6,8.8,20.62,23.48,0.73,,0.0,2.55,0.2635294117647059
2.85,3.73,13.45,8.7,34.98,4.8,4.92,10.32,15.35,9.75,13.949411764705882,5.88,5.85,11.93,6.85,5.6,8.93,13.2,92.05,0.95,,0.0,1.8,0.29470588235294115
1.64,3.1,12.0,4.34,37.45,3.25,5.78,7.12,13.88,16.4,16.379444444444445,6.09,6.1,11.0,4.2,5.22,8.75,12.65,16.18,0.9,,0.18,1.67,0.1
1.65,3.27,16.73,4.12,41.62,3.2,3.67,8.32,13.5,22.18,21.42,3.6,6.62,11.43,5.2,4.47,8.82,14.95,85.58,0.78,,0.0,1.55,0.22
0.0,3.65,17.68,8.7,44.4,4.55,5.5,10.2,13.38,19.43,41.42,16.64,8.62,10.2,4.2,4.6,9.53,13.28,247.42,0.9,,0.0,1.73,0.55
0.27,3.35,20.12,13.24,43.42,1.88,4.47,8.6,16.95,30.88,59.17,11.01,21.77,12.0,4.42,6.65,11.03,8.3,164.25,1.23,,0.0,2.1,0.6
2.88,4.22,26.38,8.38,52.73,1.98,5.35,6.58,28.52,33.42,87.17,25.22,26.15,19.62,5.95,9.18,13.9,8.82,52.17,1.52,,0.0,2.2,0.4
6.53,1.77,12.2,5.56,53.2,1.75,6.25,12.05,16.9,36.6,31.45,17.41,24.5,17.82,6.35,21.98,14.45,16.85,15.72,1.7,9.7875,2.63,2.7,0.12
7.84,2.7,7.45,14.86,34.6,2.53,8.0,20.32,9.18,23.67,36.65,0.0,19.08,8.93,7.47,16.1,13.93,16.88,21.85,1.35,9.5125,5.01,1.98,0.18
8.27,1.77,8.82,15.27,35.55,11.2,9.28,22.75,10.38,25.1,25.55,5.29,16.2,9.12,7.72,9.97,13.03,18.25,23.88,1.45,13.733333333333334,5.03,1.8,0.1
3.06,1.23,7.43,8.07,28.77,6.0,8.6,14.95,8.07,38.67,25.17,4.0,14.0,7.1,6.15,10.27,10.8,13.78,30.23,1.2,11.783333333333333,4.95,1.02,0.2
5.67,0.77,7.03,1.93,22.82,2.4,4.32,7.35,8.78,35.42,19.4,10.46,13.12,7.25,5.35,13.08,8.35,8.12,8.43,1.08,10.515,5.03,1.18,0.15
2.77,0.62,5.72,11.68,17.52,2.08,2.47,6.32,7.57,36.8,7.5,1.99,9.88,6.93,3.42,14.7,8.93,7.92,8.75,1.18,9.799999999999999,4.97,0.75,0.1
2.16,0.45,5.28,6.5,13.32,2.25,2.0,6.45,5.5,31.88,3.35,3.95,8.75,5.88,3.2,11.03,8.07,5.2,8.07,1.05,8.406666666666666,5.01,0.6,0.15
1.33,0.53,5.05,13.07,11.6,2.33,3.38,5.15,5.05,32.48,4.55,0.0,7.53,5.03,3.22,8.93,5.88,8.1,14.38,0.78,9.28,5.01,0.38,0.15
2.25,0.53,5.08,7.31,10.97,2.73,5.45,6.53,4.65,37.92,4.5,0.0,6.57,5.4,3.0,8.88,5.47,7.85,7.4,0.72,7.644,4.96,0.62,0.12
1.07,0.6,5.62,2.52,9.93,4.55,5.15,5.97,4.4,23.88,5.42,0.0,6.15,5.0,2.65,7.62,5.55,8.68,22.57,0.83,6.985,5.02,0.88,0.1
0.15,1.17,5.55,1.41,10.32,3.02,3.3,5.88,4.12,27.811333333333334,5.2,0.0,5.58,4.32,2.92,5.25,4.97,9.23,12.85,0.68,9.75,5.02,0.68,0.15
2.37,0.97,5.3,4.7,11.03,1.68,3.25,8.25,3.83,12.43,5.95,0.0,5.32,3.97,4.17,3.15,4.78,10.72,4.1,0.6,6.66,5.01,0.47,0.12
2.48,1.05,4.72,8.98,11.18,2.05,3.08,6.9,3.9,33.25,7.02,0.0,5.57,4.32,3.12,2.55,4.62,9.62,3.9,0.5,10.05,5.02,0.35,0.1
0.69,1.83,4.45,5.94,13.93,4.05,2.88,4.43,5.08,13.88,12.07,0.0,4.7,4.4,2.75,6.85,4.88,10.32,11.6,0.6,,5.04,0.9,0.15
0.71,2.03,4.82,6.13,16.57,4.07,3.27,4.35,12.98,11.5,22.38,3.0700000000000003,5.0,7.48,4.0,5.85,5.77,11.97,63.88,0.65,,5.04,1.48,0.1
1.04,1.6,7.45,1.18,20.42,4.62,3.7,6.85,13.6,16.5,22.4,5.109999999999999,5.2,10.8,5.35,9.38,5.92,17.25,172.45,0.7,,5.01,2.1,0.1
0.0,1.6,9.47,1.33,22.25,7.33,5.62,11.02,13.8,24.38,27.4,8.62,5.2,10.6,4.47,7.15,6.67,13.88,71.33,0.78,,5.0,1.83,0.12
0.0,3.55,12.25,19.95,21.25,6.55,3.75,7.7,13.52,14.6,18.83,4.13,4.9,11.05,5.93,5.03,7.45,14.8,132.93,0.93,,2.68,1.6,0.12
0.0,3.75,7.1,3.15,24.07,3.62,2.77,6.8,12.45,16.12,19.23,0.0,4.78,10.57,5.12,4.07,7.38,8.4,92.27,0.8,,0.0,1.42,0.08
0.0,2.1894117647058824,4.25,7.73,21.15,2.52,1.98,6.55,9.8,17.57,17.7,4.92,4.42,10.57,3.67,6.97,7.12,9.38,161.12,0.85,,0.0,1.52,0.05
0.0,3.75,2.3,8.66,18.85,2.67,2.8,7.47,8.5,27.8,25.82,13.54,4.28,9.33,4.12,5.72,6.35,9.45,97.38,0.93,,0.0,1.82,0.1
0.0,0.1,2.25,12.75,19.4,1.27,3.0,9.43,13.5,16.52,37.85,17.32,4.9,11.53,5.3,4.95,4.95,13.45,197.48,0.95,,0.0,2.48,0.08
0.0,0.55,4.4,7.87,29.33,13.08,2.65,12.78,16.3,29.32,72.47,32.84,7.3,15.85,4.58,5.75,4.6,20.4,93.28,1.2,7.4,0.0,3.17,0.18
1.08,2.33,4.2,9.46,46.45,21.32,4.33,23.1,18.53,40.88,52.27,30.91,8.0,19.75,6.9,8.45,6.7,30.45,187.8,1.85,16.1,9.2,4.2,0.1
2.37,4.45,5.47,8.14,54.12,26.67,4.6,21.52,28.62,49.55,82.78,52.5,7.08,27.02,8.6,16.95,10.62,22.25,158.0807142857143,2.03,11.299999999999999,14.98,4.4,0.2
6.378333333333334,9.9,12.9,7.41,46.6,24.93,3.9,23.8,31.15,31.1,57.42,49.04,7.43,20.67,7.38,26.0,13.68,28.25,345.1,1.8,11.4875,14.99,2.3,0.4
5.632352941176471,7.0,37.98,5.96,45.6,17.38,7.22,29.02,35.7,33.65,64.4,38.35,6.22,20.2,7.35,14.05,16.8,35.5,47.22,1.38,14.425,14.98,2.5,0.35
3.37625,3.55,45.95,11.91,58.38,6.05,10.6,22.88,50.47,35.533125,37.38,20.38,5.53,27.0,5.62,7.55,22.68,32.88,32.0,1.93,11.3,14.98,2.88,0.47
3.46375,1.98,39.5,11.29,69.88,6.92,12.25,15.88,33.5,34.535,42.33,39.01,6.62,26.57,4.05,7.58,28.73,22.5,21.7,1.8,16.75,15.02,3.05,0.4
2.783125,3.2,35.15,3.81,32.035,34.73,11.18,9.3,22.15,35.565333333333335,26.02,24.62,7.67,19.68,4.75,9.47,30.07,18.18,29.05,1.3,12.149999999999999,15.0,2.6,0.4
4.274375000000001,3.95,30.38,13.38,28.24277777777778,17.62,9.95,10.6,19.92,34.2,21.6,18.32,7.58,15.67,5.05,23.23,27.65,18.35,31.6,1.58,12.8,15.0,1.92,0.4
2.944375,1.78,25.43,5.41,23.818333333333335,22.07,8.22,12.0,19.85,32.1,18.4,16.65,6.92,17.85,6.3,15.43,25.27,12.53,19.28,1.68,10.48,15.0,1.62,0.3
7.25,1.1,23.82,7.87,22.98722222222222,23.95,8.38,19.3,15.28,29.46428571428572,16.98,13.29,7.08,15.23,6.83,12.75,23.2,22.0,33.83,1.38,9.3125,15.04,1.18,0.23
7.12,1.25,22.83,5.06,23.731111111111108,20.88,10.25,16.67,13.88,24.35,14.22,12.5,7.5,13.95,7.08,9.25,22.3,21.48,55.33,1.2,9.316666666666668,15.02,1.0,0.28
6.0,1.45,22.05,10.29,23.21277777777778,17.2,10.98,18.68,11.45,15.72,15.4,9.33,7.47,12.82,7.05,7.08,21.7,18.98,63.7,1.05,7.725,14.98,0.82,0.28
4.46,1.82,16.8,9.67,22.057222222222222,11.73,9.12,9.53,6.8,24.4,13.93,3.3,6.2,7.92,5.25,3.9,20.6,16.52,56.7,0.7,8.09,14.98,0.45,0.15
0.02,1.15,6.97,6.66,21.137777777777778,9.25,6.03,7.72,4.03,13.65,16.65,1.45,5.9,6.53,4.65,2.9,18.05,14.53,13.65,0.45,9.1125,15.0,0.28,0.15
1.43,1.15,4.22,15.89,22.589444444444442,3.67,5.47,7.3,2.98,20.88,13.25,0.0,5.55,5.7,6.15,3.75,14.62,13.93,4.9,0.43,13.6,14.99,0.25,0.15
0.0,1.2,3.48,5.12,28.418235294117647,2.6,2.72,5.65,3.28,21.45,15.15,0.0,5.1,5.97,5.62,6.75,12.35,10.58,12.52,0.6,,15.0,0.57,0.12
0.0,1.18,2.25,1.65,14.83,5.62,2.12,7.6,6.67,20.5,19.55,6.21,6.8,7.75,4.22,12.23,10.55,11.3,28.1,0.88,,15.02,1.4,0.12
0.0,0.98,2.62,7.783125,22.7,9.48,3.25,7.0,11.38,14.95,28.65,8.58,7.75,13.62,3.4,9.97,8.98,13.1,145.43,0.8,,15.03,1.32,0.12
0.0,1.6,3.55,5.29,24.77,6.85,2.35,7.75,10.35,14.82,27.07,8.36,7.78,13.9,3.7,6.95,8.4,11.15,58.5,0.72,,15.0,1.07,0.0
0.50125,0.95,3.33,11.650714285714285,23.92,3.7,1.48,4.35,8.38,13.45,22.15,5.95,6.38,10.95,2.67,5.93,7.62,8.57,40.73,0.67,,14.99,0.93,0.05
0.48624999999999996,0.9,1.8,10.76,19.93,5.92,1.85,5.03,5.72,15.88,19.23,7.71,7.23,11.93,3.75,8.62,5.28,8.22,214.12,0.6,,15.0,0.85,0.05
0.0,1.45,4.28,13.09529411764706,26.85,2.88,2.45,8.32,6.97,19.4,22.18,8.1,6.85,12.52,3.17,9.15,4.35,9.78,198.35,0.7,,15.0,0.9,0.05
0.0,1.98,4.85,10.94,34.12,2.38,2.67,8.1,6.85,16.28,32.7,5.02,6.32,17.12,3.7,9.9,5.15,8.65,350.33,0.83,15.25,15.01,1.62,0.1
0.0,2.55,4.2,13.62,36.97,3.05,3.62,8.95,15.93,14.18,64.92,15.55,6.28,27.25,4.0,7.97,6.28,16.78,96.05,1.1,13.050000000000002,15.0,2.77,0.1
0.0,2.45,4.08,3.3,37.32,8.47,4.58,18.95,17.55,25.1,41.3,9.69,9.32,18.38,5.45,10.78,7.6,28.32,103.53,1.7,13.5,14.98,3.33,0.12
0.0,3.1,4.55,9.29,39.05,57.45,12.07,10.2,23.88,30.3,33.08,23.21,12.57,23.5,3.95,20.23,9.32,30.4,81.55,2.28,14.2625,14.96,2.98,0.1
0.0,2.67,5.92,14.055,38.25,45.5,11.17,11.85,20.4,37.85,32.5,13.13,13.65,21.43,3.83,24.77,10.4,19.9,34.75,2.35,11.51,15.01,5.5,0.1
0.0,2.35,6.78,6.12,33.78,26.7,4.47,9.05,15.45,30.43,30.85,12.12,10.3,14.35,3.05,17.98,11.15,14.85,18.85,2.62,12.325,14.97,4.0,0.15
0.0,1.88,6.78,3.54,30.23,19.52,5.45,8.22,15.0,35.95,22.57,4.82,8.95,12.85,2.7,11.05,10.2,13.48,20.45,1.95,6.0,15.01,2.58,0.23
0.0,1.05,7.5,16.014375,29.95,13.65,6.95,7.78,15.0,32.85,24.73,13.86,7.82,11.07,5.73,19.98,9.88,11.5,60.62,1.75,,15.0,2.02,0.23
0.0,0.77,9.48,14.464705882352943,26.33,7.12,6.38,14.75,15.0,25.05,24.95,9.85,7.47,8.35,7.6,12.65,9.6,10.07,35.88,1.12,9.1,15.0,1.32,0.23
0.27,0.57,8.47,13.19764705882353,20.75,7.8,8.65,9.93,15.0,31.65,17.15,2.56,8.0,6.43,8.47,5.75,9.1,13.68,45.0,0.65,11.22,15.0,0.73,0.2
0.76,0.57,6.62,14.239444444444445,14.45,8.0,5.97,8.57,15.0,9.78,19.12,0.0,7.3,5.47,9.93,3.4,8.65,10.45,17.32,0.53,3.48,15.01,0.45,0.2
2.19,0.57,6.45,18.65352941176471,14.38,8.38,5.32,8.3,15.0,26.2,12.48,0.0,6.2,4.77,10.25,2.98,8.55,9.05,25.0,0.35,7.006666666666667,15.0,0.23,0.18
1.54,0.53,3.95,15.4975,10.55,6.97,4.25,5.15,15.0,19.77,8.2,0.0,5.22,4.53,10.95,2.0,8.0,7.62,11.2,0.3,6.19,15.01,0.25,0.1
0.84,0.55,2.85,12.48,8.6,2.8,2.5,6.58,15.0,11.23,3.85,0.0,4.55,4.1,10.45,1.82,6.97,6.98,5.47,0.32,6.733333333333333,15.0,0.3,0.05
4.728235294117646,0.45,2.45,6.27,8.03,2.17,1.62,4.25,15.0,10.12,3.92,0.0,4.08,3.65,7.65,3.15,6.23,6.75,3.18,0.3,6.045,15.02,0.3,0.1
0.23,0.7,2.25,6.04,8.55,3.25,1.43,3.3,15.0,16.75,4.15,0.0,3.95,3.83,5.95,5.53,5.38,7.75,4.2,0.32,8.475000000000001,15.0,0.23,0.1
0.85,0.8,2.42,2.48,11.2,5.88,2.48,4.17,15.0,16.55,9.4,2.06,4.22,3.85,4.8,8.03,5.0,8.3,8.1,0.48,,3.9822222222222226,0.28,0.1
0.0,1.25,1.9,4.82,17.75,7.1,2.25,5.43,15.0,14.75,20.55,1.11,4.5,8.18,4.4,13.45,5.12,9.8,36.52,0.7,,3.1029411764705883,1.07,0.12
0.0,0.82,2.73,0.49,26.23,8.62,4.53,7.58,15.0,16.18,22.57,6.79,11.0,17.17,8.95,14.0,5.22,12.93,83.42,0.85,,7.96,1.5,0.1
0.0,1.38,4.65,5.04,33.38,10.2,5.62,7.0,15.0,12.38,28.23,0.0,10.243333333333332,14.72,7.25,10.15,5.53,16.15,108.32,0.93,,0.0,1.6,0.1
0.0,1.5,5.62,0.66,34.4,9.1,3.9,7.6,15.0,13.3,22.53,0.0,9.82764705882353,14.75,5.52,8.78,6.78,12.68,104.9,0.88,,0.0,1.35,0.15
0.0,1.15,7.45,7.141428571428571,28.17,3.62,2.8,5.57,15.0,14.6,19.55,0.57,8.957222222222223,12.77,3.12,7.55,6.65,10.35,111.3,0.85,,1.19,1.0,0.1
0.0,0.8,8.73,3.43,29.12,4.28,1.58,5.32,15.0,17.17,18.35,6.61,9.522222222222222,9.8,5.32,5.23,7.15,8.55,237.1,0.88,,0.0,1.0,0.1
0.0,0.9,12.106470588235295,4.22,30.97,3.48,3.95,7.82,15.0,25.53,27.3,8.72,3.55,11.18,6.57,6.83,6.85,10.18,79.47,1.02,,1.39,1.4,0.1
0.0,1.12,14.82,2.35,49.8,5.97,5.3,8.75,15.0,29.35,31.15,26.37,7.9,11.65,6.0,8.38,7.25,14.28,37.2,1.05,15.25,3.01,2.25,0.05
0.0,4.55,21.35,8.0,47.55,17.4,5.55,13.75,15.0,34.35,55.0,40.78,1.85,15.9,5.57,8.55,8.33,22.55,46.65,1.48,20.95,2.99,4.75,0.08
0.0,6.67,39.12,13.54,60.95,6.07,11.07,16.68,15.0,45.58,45.7,29.64,16.7,29.43,6.22,11.75,9.3,22.42,473.6,1.93,,2.97,5.6,0.6
0.0,12.67,46.55,13.26,68.38,9.77,11.18,25.83,15.0,55.3,43.85,36.28,14.366666666666665,32.22,7.05,18.27,11.35,25.48,375.93,2.17,15.6,2.99,3.95,0.9
0.0,15.42,56.38,12.7,80.07,4.42,11.78,36.17,15.0,41.25666666666666,30.07,39.41,14.244444444444447,30.52,6.88,25.67,13.82,18.0,232.55,2.67,11.7,3.0,5.38,1.88
0.0,10.33,41.2,15.029999999999998,53.25,1.9,3.88,8.62,15.0,35.62,17.25,11.24,17.7,14.62,3.7,18.98,15.65,12.35,205.3,1.6,10.633333333333333,2.99,4.08,2.75
0.0,1.92,11.18,5.05,39.07,1.6,5.25,5.35,15.0,23.3,5.05,0.0,15.38,5.7,2.17,6.3,13.43,11.95,61.37,0.47,7.926666666666667,3.0,0.17,0.8
0.0,0.88,10.07,3.15,31.0,2.83,9.25,5.12,15.0,15.95,4.58,0.0,14.55,5.55,1.73,5.0,11.43,10.53,14.32,0.57,7.2,3.02,0.25,0.43
0.0,1.07,10.35,10.46,22.58,3.05,5.58,7.22,15.0,8.97,3.05,0.0,13.1,5.55,2.12,3.67,9.8,9.32,15.9,0.67,6.8999999999999995,3.02,0.32,0.43
0.0,0.65,7.32,1.52,15.82,5.0,6.97,7.78,15.0,6.65,1.8,0.0,13.0,3.62,2.22,2.35,8.3,8.3,14.85,0.47,7.34,2.98,0.23,0.38
0.12,0.45,7.53,9.26,15.43,3.25,4.8,7.25,15.0,7.3,3.2,0.0,12.73,4.95,2.57,2.35,7.65,8.15,70.62,0.67,5.09,3.0,0.5,0.32
3.79,0.53,7.38,12.26,15.57,3.27,5.5,8.47,15.0,7.45,7.95,0.0,11.57,4.75,2.98,3.8,5.82,9.55,15.07,1.67,6.91,3.0,0.68,0.3
1.3,0.65,10.38,8.48,24.02,1.62,4.62,9.82,15.0,10.7,7.75,0.0,10.73,4.75,3.05,5.07,6.97,9.15,6.92,0.9,6.19,3.0,0.55,0.28
0.39,1.58,11.03,4.5,18.25,2.23,4.4,6.17,15.0,10.38,3.33,0.0,9.0,3.3,2.38,3.55,7.22,9.12,10.78,0.45,6.675,3.01,0.28,0.28
0.01,1.23,8.83,10.98125,16.38,2.35,3.78,4.03,15.0,9.57,3.32,0.0,8.53,3.97,1.55,2.18,7.15,7.18,9.45,0.57,6.26,3.03,0.28,0.45
0.0,1.38,9.93,2.44,18.2,1.5,6.75,4.42,15.0,11.3,3.75,0.0,9.3,4.03,1.9,2.75,6.22,6.28,68.2,0.62,8.06,2.99,0.35,0.35
0.62,2.2,12.43,9.95,33.72,1.5,3.67,4.5,15.0,16.88,7.5,0.0,8.97,7.22,1.93,16.88,6.25,9.77,106.05,0.82,,0.85,0.83,0.4
1.51,3.65,18.6,7.93,52.65,1.65,7.32,7.47,15.0,25.0,6.2,0.0,10.72,7.5,4.55,8.07,6.42,7.32,27.0,1.07,,2.6393750000000002,0.88,0.5
0.0,2.83,18.95,6.01,79.07,2.67,15.25,14.0,15.0,27.339411764705883,9.7,3.5,13.92,7.3,5.9,8.53,7.05,5.5,10.52,1.32,,2.726470588235294,1.25,0.72
0.0,2.58,21.27,1.96,55.45,5.28,14.05,16.27,15.0,24.91941176470588,6.22,0.96,16.45,9.4,5.2,9.55,7.83,0.0,17.12,1.32,,2.067058823529411,0.67,0.62
0.0,2.75,15.05,6.72,45.23,5.53,11.35,14.95,15.0,18.57,5.17,1.57,14.38,7.9,5.28,9.43,7.8,0.0,27.95,0.88,,1.9288235294117646,0.5,0.5
0.0,1.82,14.9,7.57230769230769,54.12,3.33,9.05,13.47,15.0,29.134117647058826,5.42,0.0,12.32,6.25,5.0,7.62,8.1,0.0,67.45,0.57,,0.0,0.38,0.53
0.0,2.48,15.93,3.76,64.97,1.85,6.3,12.25,15.0,27.26941176470588,7.2,0.0,10.75,5.22,4.75,8.35,8.25,0.0,286.85,0.38,,0.0,0.4,0.47
0.0,2.52,12.1,2.85,56.55,1.6,3.8,8.82,15.0,28.973125000000003,8.43,3.48,12.3,6.62,5.1,8.4,8.22,0.0,306.85,0.73,,0.0,0.6,0.62
0.0,3.0,11.3,0.83,57.53,1.55,4.6,10.57,15.0,29.54125,9.45,6.66,12.33,6.32,6.35,8.78,7.53,0.0,417.68,1.0,15.25,0.0,0.83,0.95
0.37,4.78,15.4,4.7,55.92,1.48,6.17,11.82,15.0,31.237499999999997,10.05,8.64,13.35,8.8,5.97,10.88,7.4,0.0,459.77,1.0,17.575,0.0,0.85,0.88
0.2,3.65,21.7,10.39,55.58,1.4,7.25,17.4,15.0,19.4,9.78,5.9,16.68,8.8,7.15,11.9,7.27,0.0,350.0,1.12,17.35,0.0,1.02,0.97
2.05,4.9,25.77,7.27,48.08,2.05,18.68,26.73,15.0,35.3,9.95,1.02,18.1,7.17,6.88,12.53,7.75,0.0,194.219375,1.25,11.266666666666666,3.77,0.82,1.02
1.5,4.85,24.5,5.35,41.0,1.85,16.4,23.25,15.0,29.48,8.22,3.5,13.85,9.88,5.92,11.78,8.03,0.0,253.45,0.88,10.733333333333334,5.99,0.6,1.15
0.0,4.78,25.15,3.63,39.4,1.82,14.27,13.7,15.0,25.65,6.6,1.71,13.7,11.52,4.47,9.23,9.05,0.0,88.83,0.97,11.100000000000001,5.97,0.6,0.85
0.0,4.5,20.33,4.31,42.2,6.75,13.72,9.12,15.0,21.6,8.78,0.0,11.9,13.15,3.1,6.95,9.85,0.0,36.58,1.68,6.416666666666667,6.257777777777778,0.62,0.83
0.0,3.33,14.72,8.96,35.65,13.35,11.35,7.33,15.0,20.02,4.0,0.0,12.5,10.22,2.62,7.55,9.73,0.0,50.95,1.65,6.65,6.268888888888889,0.45,0.55
0.0,1.68,10.72,2.13,28.65,11.75,8.9,7.85,15.0,15.07,7.03,0.0,10.82,6.38,2.45,5.5,8.95,0.0,30.07,0.55,6.55,6.273888888888888,0.8,0.98
0.0,0.82,7.8,11.47,18.12,7.47,5.03,7.15,15.0,10.62,3.67,0.0,10.15,5.85,2.67,4.7,7.67,0.0,23.73,0.8,7.76,6.2638888888888875,0.38,0.7
0.0,0.67,8.2,5.63,15.57,6.62,4.28,6.0,15.0,7.38,1.62,5.03,13.43,3.43,3.1,3.18,7.03,0.0,22.85,0.88,3.48,6.266111111111112,0.3,0.45
