IHBAS-CPCB,Shadipur-CPCB
5.87,2.88
5.73,0.25
5.4,0.73
5.49,2.9499999999999997
5.46,2.01
5.68,2.12
5.9,2.87
5.8,4.38
5.66,3.87
5.59,0.28
5.59,1.2
5.61,0.26
5.44,11.194
5.38,9.22923076923077
5.3,8.332500000000001
5.24,7.629166666666667
5.21,5.559230769230769
5.18,6.188181818181818
5.15,5.652727272727272
5.27,4.168333333333334
5.38,5.970833333333332
5.34,5.133076923076922
5.33,5.284615384615384
5.51,4.559230769230769
5.6,4.017857142857143
5.81,3.109333333333333
5.45,2.4633333333333334
5.67,3.39
6.12,4.978333333333334
6.12,0.88
6.49,1.22
7.32,1.95
6.17,2.98
5.9,2.76
5.61,14.850588235294119
5.6,14.474375
5.62,17.09733333333333
5.42,13.655
5.49,10.537500000000001
5.47,9.439166666666667
5.29,7.791666666666667
5.34,8.354545454545455
5.43,9.331818181818182
5.54,7.446666666666666
5.84,8.654545454545454
5.9,6.013076923076922
5.79,5.983846153846153
5.61,5.227692307692307
5.78,4.617692307692307
5.54,3.7107142857142854
5.68,3.622727272727272
6.02,3.338571428571428
6.17,2.35
6.51,6.63
6.68,7.9
7.4,9.44
7.87,6.54
6.81,5.53
6.02,4.47
5.75,1.93
5.44,0.81
5.39,14.908461538461536
5.37,17.39166666666667
5.37,15.676666666666668
5.5,12.106153846153846
5.55,11.801666666666668
5.64,11.225000000000001
5.56,9.025384615384617
5.46,9.73
5.51,7.608461538461539
5.71,6.859999999999999
5.77,5.35
6.06,4.750909090909091
6.0,3.2084615384615387
5.81,4.315833333333334
5.6,4.635714285714285
5.59,4.65
6.67,10.31
7.21,14.49
9.16,13.08
7.67,8.54
6.69,6.33
5.89,3.15
5.58,11.759411764705884
5.44,15.201333333333334
5.33,16.63076923076923
5.27,17.507499999999997
5.27,16.46090909090909
5.31,12.405833333333334
5.25,13.733636363636363
5.26,14.737272727272728
5.29,11.163333333333332
5.3,11.577272727272726
5.37,8.216363636363637
5.45,5.510833333333333
5.54,4.926428571428572
5.77,4.988461538461539
5.62,3.685
5.64,3.3227272727272723
5.51,4.114285714285714
5.54,1.27
5.63,8.72
6.22,9.91
7.1,8.4
9.05,7.54
8.39,7.12
7.92,8.58
6.4,6.74
5.91,5.25
5.66,22.712307692307686
5.59,21.90615384615385
5.45,18.90076923076923
5.47,1.43
5.52,15.371818181818183
5.49,15.978181818181817
5.43,12.440000000000001
5.39,13.511666666666668
5.49,9.8275
5.63,7.3915384615384605
5.64,6.592307692307693
5.47,5.295000000000001
5.39,1.32
5.32,4.29
5.41,3.2
5.55,5.74
5.97,5.64
7.47,14.57
9.16,13.37
11.38,15.4
11.42,16.02
10.32,13.42
8.51,6.64
7.04,6.93
5.99,3.0
5.84,3.06
5.93,1.64
6.01,2.36
5.86,1.58
5.96,14.969999999999997
5.86,0.81
5.82,4.36
5.86,1.58
5.81,0.76
3.810555555555555,3.94
3.688888888888888,4.06
3.554705882352941,0.52
3.355625,4.717272727272728
4.48,0.82
1.66,4.52
2.64,12.18
4.45,12.29
4.46,15.57
5.81,22.82
7.01,17.63
7.57,15.02
7.7,10.3
6.44,10.37
4.61,9.28
3.12,4.98
2.31,6.23
1.9,5.52
1.45,4.57
1.16,6.02
1.1,5.28
1.13,7.57
1.02,1.18
0.94,3.94
0.82,1.54
0.72,1.37
0.66,1.81
0.67,3.776
0.59,2.53
0.74,7.22
1.53,6.29
3.87,11.52
4.68,16.89
6.58,19.09
8.98,15.75
7.96,13.14
5.99,6.71
4.42,6.57
3.86,6.81
3.31,8.71
2.67,7.29
2.31,5.8
1.86,9.23
1.44,9.01
1.41,7.71
1.3,6.97
1.26,5.22
1.14,4.51
1.4,5.04
1.31,5.33
1.19,1.67
1.0,1.63
0.68,5.08
0.71,9.41
1.56,11.44
2.5,13.52
3.32,13.71
4.75,26.46
7.15,31.2
10.39,37.88
10.92,36.44
9.62,31.48
7.77,20.29
6.19,18.45
4.95,18.01
3.55,13.7
2.67,12.92
2.52,27.34
2.5,19.95
2.38,17.08
1.9,14.1
2.24,10.3
3.21,9.29
3.39,7.07
2.5,7.93
1.51,5.94
1.34,4.86
1.4,6.36
1.6,14.91
2.04,39.66
4.6,31.09
8.26,61.46
11.8,73.18
14.69,56.84
18.35,45.2
16.65,47.28
13.04,46.48
10.52,72.92
10.09,63.13
9.45,54.23
7.08,54.75
5.4,45.35
4.59,44.67
4.36,39.88
4.23,29.51
3.21,15.62
2.41,10.02
1.96,8.59
1.1,7.05
1.1,5.89
1.06,6.62
1.04,10.03
1.8,18.52
2.2,20.41
4.03,21.4
6.23,20.91
7.86,18.13
9.29,17.17
9.54,35.78
9.05,79.21
8.1,96.27
6.46,71.46
5.4,55.01
4.06,39.28
3.06,40.57
2.44,49.25
2.07,32.66
2.07,29.5
3.37,15.84
3.15,7.67
2.09,8.91
1.34,7.12
1.06,4.67
0.83,5.76
0.82,6.62
0.89,9.57
1.82,10.86
2.42,14.25
3.52,19.94
6.13,23.11
9.37,30.43
10.89,20.74
9.92,31.01
8.52,50.09
5.74,37.82
3.92,31.92
2.53,30.52
2.62,21.79
2.93,14.44
3.04,11.07
2.91,8.71
1.65,13.4
1.02,8.72
1.04,8.85
1.07,7.12
0.98,7.11
0.62,7.5
0.32,5.55
0.38,3.8
0.52,6.38
1.06,13.5
1.47,13.4
2.35,15.46
3.3,13.29
3.68,17.93
3.3,13.39
2.33,10.5
1.7,8.58
1.86,10.63
2.29,11.57
2.21,12.84
1.64,11.25
1.54,6.1
1.18,4.23
0.96,6.55
0.91,4.64
0.87,6.07
0.84,5.04
0.83,8.192307692307692
0.81,6.773571428571428
0.75,120.19
0.69,8.97
0.51,3.38
0.39,3.51
0.75,6.95
1.13,12.27
1.4,22.96
2.38,35.25
4.38,31.74
6.61,27.62
5.33,17.67
2.75,9.08
1.53,8.52
1.25,9.19
1.05,10.25
1.03,10.91
1.08,15.31
1.07,12.14
1.09,10.23
0.92,10.09
0.82,10.28
1.8116666666666665,7.94
1.8970588235294117,14.24
1.9083333333333339,14.85
0.36,4.71
0.69,4.082
0.6,4.650666666666666
0.68,4.34
1.04,7.84
1.45,7.85
1.7,4.6
0.98,6.11
1.06,4.74
0.81,16.408235294117645
0.37,15.508823529411764
0.31,20.16733333333333
0.3,19.75714285714286
0.32,20.869230769230775
0.33,19.6925
0.33,15.872727272727273
0.32,16.634
0.35,16.675000000000004
0.35,15.399000000000001
0.41,12.751666666666667
0.48,10.086666666666668
0.53,9.093333333333334
0.37,9.273333333333333
0.35,0.55
0.33,4.52
0.29,0.74
0.35,5.228
0.43,3.76
0.57,6.19
0.85,9.13
1.02,14.59
1.37,13.89
1.79,17.08
1.95,9.5
1.29,3.61
1.0,1.27
0.8,22.083571428571428
0.69,20.687857142857148
0.62,19.748461538461534
0.75,19.31
0.65,21.543
0.58,21.951
0.77,16.59
0.81,14.288333333333332
0.96,10.346153846153847
0.84,9.197692307692309
1.9817647058823533,9.508461538461539
0.44,7.749333333333333
0.37,12.899999999999997
0.38,5.636875
0.28,0.55
0.32,2.87
0.43,6.88
0.89,7.65
1.45,9.08
1.3,8.23
0.94,7.26
0.65,5.72
0.44,17.383333333333336
0.37,19.997333333333327
0.34,21.653076923076924
0.44,19.245714285714286
0.37,18.287692307692307
0.28,16.062727272727273
0.4,16.569
0.34,15.338
0.3,13.29090909090909
0.29,12.781818181818181
0.34,10.073333333333332
0.39,9.27
0.43,8.963076923076924
0.54,7.284999999999999
0.64,0.6
0.55,0.84
1.1993749999999999,5.63
0.67,3.38
1.16,9.1
1.98,11.49
1.88,6.51
1.23,7.6
0.88,6.21
0.74,6.44
0.64,7.62
0.56,6.97
0.85,7.36
0.92,2.19
0.73,14.71583333333333
0.81,12.291
0.66,12.348888888888888
0.79,12.186666666666667
0.76,11.978999999999997
0.56,10.511818181818184
0.7,8.033333333333331
0.89,1.24
1.09,5.82
1.65,6.52
2.05,6.85
2.01,4.23
2.04,6.71
3.27,7.28
3.72,6.06
5.59,11.35
8.32,15.43
10.14,19.26
10.26,28.82
8.45,22.49
7.23,16.89
6.43,22.47
6.1,22.09
6.15,24.68
6.66,21.96
7.2,11.714545454545457
7.79,11.643333333333334
8.43,8.552222222222222
7.54,16.77
4.9,16.55
3.23,18.2
2.55,23.12
3.02,20.14
2.66,14.41
1.51,11.87
1.52,9.64
1.9,8.58
1.91,9.49
2.71,11.18
3.0,11.26
3.88,19.53
8.21,27.12
10.42,37.78
8.02,13.94
5.3,15.02
2.25,17.19
1.68,10.11
1.51,7.54
1.66,5.42
1.74,5.29
1.36,4.83
1.07,6.53
0.92,6.33
1.0,5.19
1.42,2.89
1.49,9.62
1.3,11.96
2.85,8.38
3.59,6.96
1.62,8.02
1.51,7.1
1.58,8.66
3.43,8.63
3.92,7.17
5.06,9.24
4.45,8.85
3.54,9.97
2.89,11.2
3.59,6.6
3.61,7.52
3.05,6.79
2.37,3.17
2.06,3.11
1.05,8.21
0.58,5.49
0.52,1.61
0.62,11.10625
0.51,0.44
0.34,0.79
0.38,7.646000000000001
0.47,4.76
0.65,4.67
0.82,2.89
0.58,1.31
0.63,5.13
0.43,2.99
0.39,3.86
0.53,5.83
0.93,4.96
0.79,6.24
0.53,7.19
0.43,8.26
0.38,11.8
0.39,4.52
0.54,0.49
0.86,6.35
0.72,5.0
0.29,2.32
0.16,6.8225
0.19,5.744999999999999
0.31,0.41
0.52,8.37
0.9,8.31
1.61,11.1
1.78,9.48
0.59,7.42
0.32,10.13
0.57,8.41
1.29,7.19
2.86,11.48
7.54,20.43
6.13,18.08
1.98,7.05
1.19,4.49
0.82,17.17
0.31,15.569411764705887
0.2,14.252
0.36,12.220714285714283
0.26,8.603076923076923
0.12,0.42
0.1,5.7
0.2,11.172857142857143
0.14,14.988333333333335
0.09,17.330000000000002
0.14,12.925714285714283
0.29,9.66875
0.61,1.71
1.51,5.95
0.73,8.98
0.51,8.16
1.01,10.54
1.54,10.27
1.03,6.86
0.39,2.75
0.32,2.77
0.56,7.47
0.8,18.71
0.86,24.07
0.58,21.4
0.82,19.56
1.15,11.26
1.14,9.45
1.48,6.2
1.6,7.96
1.36,7.69
1.03,6.33
0.98,7.74
0.77,5.83
0.69,8.04
0.84,3.29
0.67,7.24
0.78,8.74
0.57,7.518181818181817
0.63,5.884999999999999
0.58,5.3793750000000005
0.4,12.18
0.33,10.32
0.31,13.71
1.12,14.87
3.11,13.43
2.35,8.75
1.79,10.69
1.34,7.12
0.9,6.28
0.7,0.12
0.54,13.889333333333331
0.33,12.240666666666664
0.31,11.491538461538457
0.27,11.154545454545454
0.26,10.057500000000001
0.24,10.475714285714286
0.27,12.301428571428572
0.26,12.02375
0.28,10.5425
0.45,7.785555555555555
0.54,8.187000000000001
0.63,1.41
0.64,3.56
0.91,1.71
0.86,1.7
0.73,5.22
1.1,8.3
1.23,9.02
2.11,10.82
2.21,12.68
2.02,6.31
1.62,10.2
2.09,8.81
2.12,10.7
1.77,11.36
1.04,6.33
0.85,4.82
0.7,0.13
0.43,11.328181818181816
0.27,11.047777777777778
0.25,9.236666666666668
0.22,10.608999999999998
0.27,9.448000000000002
0.3,8.373636363636363
0.52,10.120000000000003
0.59,8.68230769230769
0.59,3.59
0.85,3.91
0.97,5.24
1.17,6.08
1.37,9.23
1.61,10.27
1.75,11.3
1.72,13.95
2.33,15.21
2.76,17.67
3.57,14.3
1.96,12.84
1.42,5.92
0.72,1.67
0.44,8.110769230769233
0.79,6.873076923076923
0.53,6.378181818181819
0.51,6.215555555555556
0.58,6.478750000000001
0.5,7.676666666666667
0.55,7.207777777777778
0.65,6.481
0.78,7.5822222222222235
0.74,3.28
0.95,5.72
0.85,7.34
1.004,5.42
1.1866666666666668,6.03
0.63,11.6
0.67,10.64
0.88,15.13
1.07,13.8
1.17,7.46
0.77,5.72
0.59,0.19
0.38,16.651176470588236
0.23,15.2425
0.17,10.3875
0.16,10.26923076923077
0.17,8.8775
0.2,8.949000000000002
0.16,8.876666666666667
0.17,13.120000000000001
0.14,12.565999999999999
0.15,11.261
0.15,6.685833333333331
0.23,7.465999999999999
0.29,7.121818181818182
0.31,6.102857142857142
0.35,2.12
0.38,1.79
0.35,1.6
0.38,7.496470588235294
0.52,8.816470588235294
0.59,11.842941176470589
0.86,3.6
1.05,6.96
0.91,4.09
1.11,8.66
0.66,5.89
0.44,6.01
0.36,0.2
0.34,9.782727272727273
0.33,8.11
0.21,8.20375
0.13,8.77
0.11,9.252857142857142
0.13,10.44375
0.17,10.80142857142857
0.19,7.946666666666666
0.23,7.393000000000001
0.29,7.7379999999999995
0.43,1.86
0.5,2.4
0.3,0.33
0.38,3.1
0.4,4.31
0.56,1.71
1.3,8.39
1.42,9.6
1.77,10.2
2.16,9.21
2.5,9.24
1.37,9.41
0.56,7.84
0.53,1.91
0.45,11.347500000000002
0.44,11.5
0.44,13.41777777777778
0.45,15.117777777777778
0.25,17.954444444444448
0.19,16.209999999999997
0.18,13.868749999999999
0.22,9.624
0.33,8.627
0.4,8.643
0.54,1.32
0.94,0.24
0.81,3.88
0.59,7.07
0.95,5.35
1.17,11.43
2.02,14.42
2.11,17.62
2.9,16.91
2.96,13.58
2.81,17.9
1.47,16.42
0.84,7.69
0.52,4.16
0.45,1.45
0.37,1.67
0.41,3.56
0.45,1.65
0.48,4.97
0.52,3.65
0.31,15.454285714285712
0.34,11.661249999999999
0.49,1.37
0.58,5.32
0.9,6.73
0.96,8.74
1.02,5.34
0.86,8.84
0.94,3.98
1.52,5.54
2.44,9.15
3.0,13.78
3.39,17.75
3.58,14.24
4.03,24.01
4.35,17.51
2.79,12.25
1.77,15.15
1.21,14.7
0.87,14.07
0.61,12.44
0.47,10.08
0.44,14.9
0.67,25.24
0.86,18.02
1.22,12.13
1.81,10.15
2.15,14.25
1.74,13.48
1.64,14.98
2.42,13.03
2.99,12.95
1.29,9.97
1.12,9.64
1.25,13.62
1.73,18.52
3.16,19.95
5.92,20.98
7.83,20.15
9.21,20.95
10.45,27.78
10.68,31.64
10.07,26.99
7.08,13.26
4.41,7.2
2.32,8.91
1.31,3.92
0.95,6.73
0.91,9.79
3.36,14.41
3.32,15.51
5.46,11.77
3.94,9.44
2.94,8.49
1.65,9.49
1.62,13.64
1.82,18.48
2.36,22.93
3.51,27.58
4.84,35.8
6.39,36.73
10.01,42.6
14.64,46.97
17.91,40.48
16.71,28.38
12.68,25.58
2.3,15.9
1.89,11.36
1.65,10.97
1.19,9.56
0.96,9.84
1.07,11.33
1.36,10.77
1.71,9.68
2.16,7.82625
2.38,6.529999999999999
2.22,6.757692307692308
2.26,14.227857142857141
0.9413333333333332,5.11
1.55,7.81
1.22,9.94
1.27,5.7
1.71,10.95
1.89,13.94
1.7,14.94
2.18,11.88
1.9,11.63
1.1,8.15
0.62,8.07
0.49,1.56
0.48,0.29
0.38,15.787
0.27,15.904000000000002
0.25,17.545555555555552
0.28,20.137
0.33,18.45888888888889
0.42,13.798888888888888
0.56,1.77
0.66,3.12
0.84,7.177000000000001
0.92,6.829999999999998
0.84,5.6275
0.84,5.746363636363637
0.98,6.993636363636363
1.08,3.25
0.93,1.94
0.71,3.3
0.54,5.96
0.36,3.02
0.35,0.39
0.3,27.255625000000002
0.23,9.08
0.21,18.490666666666666
0.2,13.428
0.22,14.982500000000002
0.17,14.841999999999999
0.19,15.261000000000001
0.23,18.596249999999998
0.26,22.762222222222224
0.27,17.576999999999998
0.29,15.568888888888889
0.54,8.953
0.49,7.425
0.86,7.124545454545454
0.93,6.263571428571429
1.24,6.343846153846154
0.53,6.326153846153847
1.05,7.3246153846153845
1.18,6.76
1.49,12.35
2.26,26.39
3.22,40.38
4.75,69.99
8.58,78.36
13.08,75.24
12.32,58.61
10.44,32.08
9.15,21.37
8.33,18.06
6.84,17.89
5.7,35.36
4.9,51.97
3.38,55.72
3.58,31.98
4.34,19.44
3.45,11.58
2.33,8.98
1.85,8.64
1.27,16.81
1.06,8.92
0.92,8.42
0.89,4.4
1.06,5.71
1.5,9.27
2.32,9.31
2.08,2.42
1.51,7.32
1.19,4.25
1.04,3.27
0.76,20.351875
0.56,18.004
0.38,14.278
0.27,13.597142857142856
0.24,13.314166666666665
0.23,14.689090909090908
0.24,16.416
0.23,19.085454545454546
0.21,16.65909090909091
0.22,13.033000000000001
0.27,8.644545454545455
0.42,7.240909090909091
0.55,1.53
0.66,1.46
0.83,2.72
0.8268749999999999,7.45
0.930625,4.0
1.01,3.75
1.59,3.8
2.3,8.04
2.6,10.39
2.91,8.57
2.91,11.54
2.26,8.43
1.25,7.98
0.51,6.89
0.4,1.9
0.29,1.56
0.26,13.235454545454546
0.25,13.31181818181818
0.26,15.641111111111112
0.24,19.091
0.26,16.415
0.33,12.450999999999999
0.41,7.045833333333332
0.55,6.739090909090908
0.66,1.62
0.71,2.96
0.62,1.91
0.47,5.693571428571427
0.45,6.284999999999999
0.56,7.081333333333334
1.02,5.23
1.74,12.01
2.3255555555555554,32.82
2.7511111111111113,62.3
3.3455555555555554,55.35
4.053333333333333,43.89
4.055,23.12
3.8829411764705877,37.81
3.229444444444445,50.88
2.4000000000000004,59.06
2.114444444444444,50.74
1.867777777777778,48.13
1.5970588235294119,38.36
1.3847058823529412,26.3
1.3052941176470587,22.22
1.2400000000000002,11.37
0.2,9.75
0.78,8.82
1.7,6.33
1.62,10.29
1.19,9.41
0.93,7.06
1.0,8.39
1.31,8.73
1.43,9.26
2.35,10.28
2.38,12.25
2.73,8.01
1.01,12.77
0.83,14.68
0.76,9.31
0.66,8.22
0.51,1.93
0.33,1.51
0.28,7.46
0.27,0.23
0.37,14.976666666666667
0.23,18.622
0.27,14.718
0.35,10.760000000000002
0.34,6.413636363636363
0.46,6.526666666666667
0.93,5.56
0.87,1.65
1.4,6.3775
1.25,5.651538461538461
1.06,5.046153846153847
1.17,6.304615384615385
1.32,7.210666666666667
2.24,10.12125
2.52,13.596470588235295
2.57,24.5
2.24,69.8
2.19,62.59
1.22,48.64
3.3894117647058826,44.96
0.88,3.15
0.82,14.3225
1.22,15.265
1.37,15.492
1.0958823529411763,16.432222222222222
0.8988235294117647,54.42
0.9158823529411765,41.54
0.97,29.97
0.72,2.13
0.79,6.665555555555556
1.06,4.654166666666668
0.87,6.069166666666667
0.84,5.03
0.75,4.6890909090909085
0.61,4.531818181818182
0.59,5.054166666666666
0.79,6.313999999999999
1.19,9.037333333333331
1.69,13.39529411764706
1.18,2.5
0.92,24.334999999999997
0.7,23.44764705882353
0.45,18.467058823529413
0.31,17.143124999999998
0.27,14.139999999999999
0.21,15.217692307692309
0.2,14.589999999999998
0.23,15.254166666666663
0.21,17.692
0.19,23.76
0.24,16.535
0.23,12.668333333333335
0.32,8.147499999999999
0.32,4.7
0.36,7.0
0.49,6.96
0.69,7.01
0.57,7.0
0.54,7.04
0.62,7.01
1.08,7.0
1.15,7.02
1.25,7.03
1.29,7.02
2.16,7.02
3.77,6.97
5.23,6.97
6.0,7.01
5.9,7.03
5.62,7.03
5.82,7.02
5.45,7.0
3.8,6.98
1.8,6.95
1.15,7.0
0.96,6.99
0.67,6.95
0.56,7.04
0.49,7.04
0.4,7.01
0.39,6.98
0.21,7.0
0.19,6.98
0.17,7.01
0.26,7.03
0.63,6.98
0.7,7.01
0.84,7.0
1.48,6.96
2.46,7.01
2.58,6.97
2.04,7.01
1.61,7.04
0.99,7.01
0.51,7.04
0.32,7.0
0.32,6.98
0.42,6.98
0.36,7.06
0.43,6.99
0.73,6.97
0.58,6.968333333333334
0.48,5.981538461538462
0.42,5.623571428571428
0.33,5.316666666666666
0.24,1.88
0.21,2.05
0.22,2.03
0.27,2.02
0.94,1.98
1.46,2.61
1.73,2.96
2.71,2.95
3.89,2.98
4.12,3.05
3.0,3.05
1.73,2.98
1.19,3.09
0.98,2.94
1.39,3.03
2.62,2.97
3.13,3.02
2.9,3.09
2.79,2.98
3.25,2.96
3.38,2.91
1.87,2.61
1.12,2.61
0.65,2.56
0.49,2.63
0.66,1.36
0.55,6.012142857142857
0.69,8.232
0.94,12.257333333333332
1.03,4.0
1.32,8.08
1.82,8.02
2.89,8.0
3.77,7.9
4.55,8.0
4.44,8.02
3.58,7.99
3.62,8.02
3.17,7.91
1.27,7.93
1.03,8.0
1.03,7.99
0.86,8.06
0.81,7.96
0.69,8.09
0.88,8.07
0.86,7.39
0.48,6.04
0.24,4.32
0.27,3.35
0.28,4.37
0.29,12.57
0.69,9.55
1.82,16.23
3.59,15.73
3.97,16.6
2.19,13.57
1.71,7.91
1.12,2.73
0.71,12.513333333333332
0.7,11.940769230769233
0.62,10.655384615384614
0.51,10.154166666666667
0.41,10.68
0.35,14.292500000000002
0.37,13.406666666666665
0.46,11.188333333333333
0.57,7.4608333333333325
0.49,6.249999999999999
0.54,0.6
0.53,7.75
1.1450000000000002,4.77
0.7807142857142857,2.72
0.28,5.55
0.35,5.424615384615384
0.5,6.3
0.96,7.85
2.06,16.47
3.3,32.41
5.9,30.62
8.1,35.27
8.12,34.33
7.28,42.68
5.98,43.57
4.78,37.28
3.85,28.06
2.84,22.03
2.04,16.58
2.04,17.55
2.53,13.21
3.02,14.3
1.88,10.6
1.45,6.84
1.04,3.31
0.77,3.27
0.84,4.382222222222222
0.69,3.4672727272727273
0.46,4.043000000000001
0.64,0.54
0.63,5.0
0.97,12.49
2.63,35.3
5.96,87.33
7.47,89.8
8.29,23.12
10.46,12.31
10.53,16.54
7.82,26.97
3.13,20.02
1.77,14.93
1.17,17.01
1.02,14.22
1.14,16.3
1.73,20.44
2.27,18.4
3.37,11.05
1.91,8.78
1.57,10.85
1.79,6.76
1.62,4.272
0.4694117647058823,3.5549999999999997
0.59,4.85
1.5,8.81
2.46,9.29
2.82,12.92
2.81,16.12
3.05,16.41
4.18,19.29
4.97,29.11
4.79,25.76
3.79,17.56
2.98,12.35
1.94,20.1
1.47,29.7
1.71,24.2
2.25,26.25
2.32,32.12
3.01,31.97
2.61,25.57
3.35,16.67
2.75,15.11
2.75,16.45
3.1,13.82
2.04,4.76
1.19,4.21
0.96,5.98
1.15,10.57
1.21,17.31
1.28,37.99
1.85,54.09
3.26,27.24
6.31,17.15
10.51,16.9
11.26,16.21
4.13,11.05
1.13,13.59
0.76,12.59
0.95,4.66
0.68,16.689230769230768
0.86,18.16333333333333
0.78,17.315384615384612
0.69,15.706923076923077
0.76,14.117499999999998
0.62,10.470833333333333
0.56,1.72
0.96,5.75142857142857
0.7,5.853076923076922
0.64,1.67
0.48,1.81
0.56,4.241818181818182
1.05,2.12
1.26,7.83
2.04,8.78
2.69,9.85
2.67,8.28
2.96,12.0
2.25,10.84
0.96,14.05
0.64,10.62
0.4,10.32
0.41,10.74
0.49,9.1
0.48,5.92
0.4,14.834166666666668
0.28,13.843076923076925
0.3,15.990833333333336
0.39,14.607692307692306
0.79,1.44
0.71,5.58
0.43,3.79
0.68,7.8
0.52,3.53
0.34,3.19
0.2,1.67
0.25,0.17
0.43,7.445
0.38,13.197058823529412
0.36,20.34888888888889
0.38,9.29
0.36,2.61
0.28,1.46
0.27,1.83
0.22,16.13470588235294
0.24,20.305000000000003
0.11,19.093333333333327
0.09,17.387857142857143
0.13,15.905714285714291
0.15,16.551538461538463
0.19,1.54
0.48,5.26
1.05,4.16
0.52,10.48076923076923
0.87,1.86
1.23,4.5
0.98,1.98
0.62,5.293076923076923
0.67,1.59
0.59,6.474615384615385
0.79,3.21
0.96,8.03
1.2,12.5
0.97,9.36
1.53,11.07
1.67,17.42
1.22,12.33
0.8,8.21
0.38,0.17
0.34,16.185
0.35,14.816428571428572
0.31,12.820666666666666
0.24,13.047142857142857
0.28,13.880000000000003
0.52,13.25769230769231
0.52,12.586923076923076
0.38,11.268461538461537
0.36,9.131666666666666
0.39,6.69153846153846
0.66,6.935384615384615
0.55,6.826153846153847
0.45,5.648
0.29,3.330833333333334
0.52,4.628
0.45,5.134166666666667
0.32,7.762499999999999
0.53,11.05
0.83,11.54
1.22,5.03
1.12,8.74
0.78,3.59
0.61,2.42
0.47,17.45235294117647
0.33,15.381333333333334
0.28,15.002666666666668
0.34,15.31153846153846
0.32,13.42153846153846
0.28,13.475833333333332
0.33,17.16
0.32,14.804999999999998
0.33,13.094999999999999
0.35,8.147142857142857
0.35,6.457333333333334
0.35,6.415714285714286
0.3,6.54
0.3,5.035
0.24,3.1433333333333335
0.14,4.115
0.24,4.878461538461539
0.36,1.7
0.75,3.58
1.54,9.33
2.61,10.56
2.81,16.2
3.12,58.05
3.06,39.82
2.76,28.32
2.34,14.53
1.48,13.9
0.78,12.04
0.58,15.39
0.47,14.02
0.56,18.49
0.94,12.23
1.36,13.99
1.21,8.72
0.98,1.72
1.04,1.58
0.76,6.3875
0.62,3.0
0.48,5.98
0.44,5.94
0.43,6.09
0.36,6.47
0.7,9.79
1.28,19.48
1.66,16.18
2.0,17.9
2.94,20.58
3.07,17.32
3.52,12.49
3.69,16.94
2.78,32.87
2.16,36.86
2.22,20.74
1.91,23.91
1.51,16.08
1.16,14.93
1.2,14.89
1.31,12.0
1.38,5.45
1.52,3.55
1.23,7.0
1.17,4.96
0.21,0.02
0.76,4.641818181818182
0.68,5.591428571428572
0.76,1.59
1.26,19.56
1.6,34.06
2.63,85.97
2.94,64.5
3.66,29.43
4.59,23.97
7.03,21.41
8.48,22.99
8.24,16.25
7.56,16.91
8.01,23.36
5.74,21.93
3.26,20.11
2.04,18.46
2.63,13.7
4.11,12.48
1.38,9.5
1.12,7.03
0.73,0.07
1.025294117647059,5.183999999999999
0.7070588235294117,3.323846153846154
0.571764705882353,3.07
0.74,6.09
0.84,8.56
0.93,12.17
1.05,23.0
1.46,31.31
4.11,18.12
4.047777777777778,16.56
0.9,13.82
0.66,4.05
0.61,18.34733333333333
0.54,6.53
0.47,4.71
0.47,9.15
0.47,4.96
0.66,8.86
1.04,7.96
1.6,8.19
1.74,4.78
1.24,6.08
0.91,4.18
0.99,6.69
0.65,8.26
0.58,1.52
0.49,5.77
0.57,7.83
0.83,12.37
1.8,19.41
3.04,22.18
4.54,21.62
4.5,19.44
4.36,13.67
2.46,9.42
1.53,9.43
1.43,12.04
1.39,7.77
1.12,5.29
0.96,6.54
0.96,19.19
1.21,15.12
1.33,13.32
1.64,14.48
2.03,9.04
2.44,11.98
1.61,16.28
1.21,11.88
1.43,2.19
1.07,3.53
0.78,4.1
1.33,3.1
2.6,12.71
3.25,16.63
3.38,13.57
4.34,21.93
4.72,25.21
1.84,23.25
1.39,13.73
1.24,14.6
1.23,14.46
1.05,11.74
0.79,6.5
0.75,6.57
0.61,5.21
0.6,8.46
0.62,8.64
0.79,5.84
1.16,7.91
1.86,5.46
2.48,8.04
3.93,12.45
4.73,11.91
3.52,6.44
2.39,1.54
2.24,3.14
2.47,6.42
4.2,14.93
3.66,25.05
5.11,23.87
8.4,30.15
11.88,24.41
13.54,25.7
16.01,25.21
13.92,21.27
6.24,25.82
2.65,20.37
1.08,16.02
0.69,10.63
0.68,9.61
0.99,12.08
1.02,13.91
1.87,7.73
2.17,9.49
1.69,4.34
1.29,6.461111111111111
0.94,6.88875
0.77,3.3022222222222224
0.69,5.369999999999999
0.93,8.5
1.55,7.38
2.25,10.95
2.62,16.96
3.26,16.87
4.71,16.12
7.49,18.62
7.92,20.25
5.0,18.46
3.06,22.04
1.96,14.97
1.56,13.94
1.33,17.64
1.19,16.91
0.99,47.63
1.11,31.25
2.35,11.16
3.23,10.79
3.04,7.97
1.4,2.06
0.97,5.819999999999999
0.81,6.58
0.57,3.6719999999999997
0.29,5.497777777777778
0.55,7.108181818181818
1.0,10.56
1.37,12.02
1.7,15.2
1.87,14.62
1.54,14.12
1.47,13.84
1.38,11.62
1.29,7.5
0.92,5.2
0.64,7.53
0.79,6.79
0.91,7.11
0.71,0.15
