IHBAS-CPCB,Shadipur-CPCB
0.11,6.3
0.22,
0.12,
0.07,
0.06,
0.06,
0.05,
0.04,0.1
0.07,6.265
0.07,6.836666666666666
0.12,4.4433333333333325
0.17,8.466666666666669
0.26,4.26
0.35,8.23
0.56,11.01
2.29,8.03
0.64,10.159999999999998
0.58,5.284000000000001
0.46,4.595
0.27,8.087999999999997
0.19,10.07
0.2,9.214000000000002
0.24,2.0
0.49,1.86
0.36,3.895
0.2,0.99
0.16,
0.11,
0.11,
0.11,
0.11,
0.1,0.1
0.12,6.265
0.13,9.02
0.19,9.12
0.17,8.77
0.25,16.07
0.4,17.09
0.48,22.49
0.51,16.55
0.71,3.88
1.1,7.16
1.99,6.42
2.06,12.0
1.15,17.28
0.78,22.14
0.78,11.21
1.16,7.05
1.03,3.3449999999999998
0.6,
0.38,
0.15,
0.14,
0.14,
0.1,
0.08,
0.12,5.64
0.1,2.49
0.11,5.404999999999999
0.19,5.53
0.52,8.73
0.96,15.53
0.98,7.7
0.18,11.086666666666666
0.18,11.424999999999999
0.22,6.925000000000001
0.21,4.11
0.11,9.825
0.07,10.372
0.07,11.135000000000002
0.28,5.648000000000001
0.18,4.728
0.12,6.3
0.11,
0.15,
0.24,
0.25,
0.26,
0.10875000000000001,
0.09583333333333337,
0.01,5.64
0.08,5.755
0.16,1.69
0.15,1.88
0.26,8.96
0.41,0.28
0.23,10.409
0.22,10.743333333333332
0.16,9.611999999999998
0.24,6.022
0.53,3.3920000000000003
0.45,6.140000000000001
0.26,5.16
0.27,3.79
0.36,0.29
0.56,4.895
0.47,2.45
0.46,1.4
0.36,
0.17,
0.22,
0.18,
0.01,
0.07,
0.155,5.64
0.04,5.755
0.08,3.3399999999999994
0.27,5.0
0.55,7.257857142857143
0.47,7.605333333333333
0.11,9.876
0.28,10.521666666666667
0.3915384615384615,9.34
0.3484615384615385,5.742000000000001
0.21,1.66
0.34,0.3
0.18,6.692
0.15,7.5225
0.1,4.016
0.05,4.52
0.07,1.0
0.17,1.0
0.22,1.01
0.11,0.76
0.17181818181818184,
0.12000000000000001,
0.08750000000000001,
0.087,
0.16,5.64
0.06,5.755
0.43,5.404999999999999
0.93,9.66
1.23,12.38
1.32,15.22
1.2,16.43
0.74,13.02
0.53,18.95
0.1,6.98
0.15,3.11
0.22,4.8933333333333335
0.14,6.886666666666667
0.14,7.616
0.04,4.7283333333333335
0.29,5.696
0.04,
0.39538461538461533,
0.20400000000000001,
0.1775,
0.219,
0.15444444444444447,
0.10571428571428572,
0.08125,
0.16636363636363638,5.64
0.18285714285714283,5.486666666666667
0.19062500000000002,6.8525
0.293125,5.911
0.5319999999999999,7.9
0.07,6.27
0.04,4.48
0.2,10.6175
0.29,8.464285714285714
0.3,5.7942857142857145
0.32,3.732
0.42,5.130000000000001
0.29,6.953333333333333
0.26,7.702000000000001
0.26,4.8
0.51,5.878
0.28,2.79
0.14,1.51
0.01,
0.21214285714285713,
0.22916666666666666,
0.18666666666666665,
0.13428571428571429,
0.06,
0.21083333333333334,5.64
0.1,5.486666666666667
0.17,7.4425
0.19,8.239999999999998
0.16,8.693846153846154
0.25,6.91
0.23,18.25
0.4,16.72
0.43,16.3
0.81,4.0
1.17,4.121428571428571
0.51,5.221428571428571
0.72,6.97
0.51,3.16
0.5,5.6
0.34,8.2
0.34214285714285714,2.05
0.37857142857142856,1.665
0.08,
0.08,
0.2945454545454545,
0.1891666666666667,
0.08,
0.07,0.1
0.09,6.265
0.17,6.364999999999999
0.18,9.083333333333334
0.24,7.09
0.42,13.81
0.65,10.44
0.8,11.11
0.65,7.79
0.3861538461538462,6.57
0.3392307692307692,9.56
0.38866666666666666,4.25
0.3566666666666667,9.91
0.264375,3.03
0.22823529411764706,6.368333333333333
0.2783333333333333,4.420000000000001
0.37611111111111106,5.436000000000001
0.3893333333333333,0.69
0.3873333333333333,1.06
0.11,1.12
0.21,1.1
0.21,1.07
0.05,1.11
0.12833333333333333,1.06
0.08,0.81
0.17,3.215
0.22,2.75
0.27,6.3133333333333335
0.53,0.94
1.31,5.5
1.48,1.02
1.01,7.79
0.11,7.866666666666667
1.33,10.004000000000001
0.31,5.776666666666666
0.18,3.38
0.07,6.402000000000001
0.09,6.715714285714284
0.04,6.587999999999999
0.04,5.196
0.06,6.37
0.11,5.13
0.12,3.99
0.06,2.58
0.04,2.37
0.371,2.38
0.23700000000000002,1.35
0.176,0.89
0.14555555555555555,0.9
0.81,0.9
1.15,2.915
0.26,5.785000000000001
0.19,3.28
0.62,8.58
0.54,11.95
1.09,7.147
0.32,6.87
0.26,8.468333333333334
0.26,5.077142857142857
0.36,2.88
0.42,3.15
0.34,4.0685714285714285
0.21,3.694
0.13,3.524
0.04,5.664999999999999
0.36083333333333334,2.455
0.362,1.885
0.2253333333333333,
0.27399999999999997,
0.4042857142857143,
0.37999999999999995,0.98
0.36750000000000005,1.02
0.2175,1.02
0.32875000000000004,1.0
0.3054545454545454,2.965
0.04,5.96
0.47,6.732727272727273
0.72,8.723333333333333
0.56,7.81
0.68,4.27
0.19,6.752857142857144
0.22,8.326666666666666
0.23,4.9471428571428575
0.13,2.696
0.07,2.978
0.05,3.73
0.03,3.435
0.04,4.1275
0.05,5.409999999999999
0.14,2.01
0.15,2.025
0.04,2.01
0.3609090909090909,1.88
0.35,3.02
0.04,3.0
0.6025,1.82
0.17,1.22
0.12,1.18
0.21,3.075
0.11,7.250000000000001
0.44,2.66
0.82,0.93
1.06,8.56
0.715,3.22
0.4581818181818182,1.31
0.5730000000000001,4.16
0.4640000000000001,8.02
0.455,3.58
0.35666666666666663,0.67
0.3435714285714286,6.5
0.325625,6.58
0.84,6.91
1.75,9.49
1.8,2.78
2.65,2.03
1.02,1.23
0.73,1.2
0.61,1.21
0.48,1.22
0.644,1.21
0.46142857142857147,1.2
0.5275000000000001,1.2
0.12,4.95
0.25,16.44
0.41,19.13
0.6461538461538461,20.4
0.32,15.63
0.68,6.900999999999999
0.5590909090909091,7.5685714285714285
0.7577777777777778,6.2683333333333335
0.6744444444444445,4.242857142857143
0.5825,2.9425
0.5109090909090909,3.635
0.13,3.733333333333334
0.2,3.4425
0.27,4.1125
0.27,5.422499999999999
0.5975,1.9849999999999999
0.17,1.635
0.07,2.1
0.13,2.16
0.17,2.12
0.13,1.43
0.05,1.31
0.1,1.28
0.1,1.3
0.11,3.13
0.12,7.453333333333334
0.32,7.4575
0.58,7.805454545454544
0.54,6.993571428571428
0.53,6.072222222222222
0.23,5.55375
0.41,5.533333333333334
0.28,4.2700000000000005
0.06,2.8160000000000003
0.13,3.3659999999999997
0.09,3.518571428571429
0.12,3.2
0.08,3.446666666666666
0.16,4.304999999999999
0.17,2.0666666666666664
0.12,1.5200000000000002
0.05,1.08
0.14,1.08
0.02,1.09
0.30000000000000004,1.08
0.27499999999999997,1.08
0.22875,0.615
0.31333333333333335,3.995
0.31583333333333324,6.0225
0.2866666666666667,7.777500000000001
0.13,9.46
0.25,13.04
0.635,7.34
0.6792307692307691,5.257777777777777
0.45166666666666666,4.452500000000001
0.6439999999999999,2.888571428571429
0.567,2.09
0.5825,2.8285714285714283
0.5241666666666667,4.024285714285715
0.455,1.91
0.4,5.736666666666667
0.44,3.9550000000000005
0.33,3.69
0.31,1.115
0.14,1.2133333333333332
0.06,1.965
0.6509090909090909,2.29
0.5954545454545455,2.275
0.28,1.7149999999999999
0.1975,1.675
0.14500000000000002,1.55
0.27125000000000005,2.9133333333333336
0.6572727272727272,2.6375
1.7439999999999998,6.09
0.5726666666666667,6.366999999999999
0.7,7.841999999999999
0.7885714285714285,7.5125
0.8891666666666667,0.62
0.6154545454545454,4.41
0.8240000000000001,3.0460000000000003
0.6910000000000001,3.523333333333333
0.01,2.9200000000000004
0.06,4.8
0.22,5.55
0.17,5.510000000000001
0.15,4.511666666666667
0.43058823529411766,4.046666666666667
0.3714285714285714,3.228
0.09,2.9933333333333336
0.35923076923076924,3.31
0.538,3.2
0.597,3.1799999999999997
0.45333333333333337,2.105
0.45,1.44
0.2857142857142857,1.45
0.37375,1.45
0.7110000000000001,2.606666666666667
0.5015384615384615,4.12
0.4678571428571429,14.77
0.484,11.74
0.5642857142857143,10.95
0.5984615384615385,3.128888888888889
0.4627272727272727,2.5028571428571427
0.5029999999999999,2.6666666666666665
0.476,3.1471428571428572
0.47583333333333333,2.5749999999999997
0.40499999999999997,2.0816666666666666
0.08,3.19
0.08,3.188571428571429
0.11,2.597142857142857
0.09,3.3983333333333334
0.24,1.94
0.07,1.8824999999999998
0.09,1.89
0.5522222222222223,1.91
0.6255555555555556,1.5
0.40125,1.135
0.75,1.165
0.5357142857142857,1.1600000000000001
0.5785714285714285,1.15
0.03,2.4133333333333336
0.15,5.715
0.26,6.194999999999999
0.3,5.698888888888889
0.06,5.667272727272727
0.7090909090909091,2.3755555555555556
0.5900000000000001,2.35625
0.6587500000000001,2.492857142857143
0.6625,2.9299999999999997
0.3563636363636364,2.31
0.2791666666666666,1.775
0.28615384615384615,2.72125
0.29500000000000004,2.8542857142857136
0.315625,2.878571428571429
0.3913333333333334,3.2571428571428576
0.01,2.0366666666666666
0.09,1.8799999999999997
0.36071428571428577,2.013333333333333
0.568,1.92
0.6277777777777778,2.51
0.6025,2.5
0.9325000000000001,1.92
0.45875,2.06
0.5628571428571428,2.04
0.790909090909091,3.016666666666667
0.01,6.1625000000000005
0.03,6.788888888888888
0.01,5.726666666666667
0.27,5.734615384615386
0.26,3.5589999999999997
0.14,3.4189999999999996
0.704,4.265555555555554
0.6439999999999999,3.255
0.85,2.365
0.07,2.0025
0.19,2.651111111111111
0.19,2.76125
0.05,2.77
0.03,3.04375
0.12,1.8083333333333333
0.11,1.364
0.1,1.22
0.03,1.1266666666666667
0.8250000000000001,1.3199999999999998
0.8757142857142858,1.335
1.034,1.28
0.74,1.3199999999999998
0.9166666666666666,1.28
0.05,2.51
0.1,4.664000000000001
0.09,6.751428571428571
0.14,5.2700000000000005
0.15,4.754615384615384
0.1,2.043636363636364
0.06,2.1855555555555553
0.03,1.8974999999999997
0.03,1.9344444444444444
0.06,1.9012499999999999
0.03,1.9024999999999999
0.15,1.9244444444444444
0.13,1.9375
0.04,1.88625
0.02,1.85125
0.5693333333333332,1.6800000000000002
0.501875,1.5233333333333332
0.6284615384615384,2.0100000000000002
0.9855555555555556,1.92
1.07875,2.49
1.0399999999999998,1.9849999999999999
0.73,1.4100000000000001
0.21875000000000003,1.3900000000000001
0.305,1.3900000000000001
0.6833333333333335,1.4
0.7563636363636363,1.895
0.5463636363636364,4.886666666666668
0.5125000000000001,3.683636363636363
0.676,1.86
0.1,1.51
0.849,1.48
0.6990000000000001,1.51
0.6980000000000001,1.54
0.6061538461538462,1.48
0.49615384615384617,1.48
0.47800000000000004,1.52
0.481875,1.53
0.46875,1.5
0.18,1.54
0.01,1.49
0.04,0.99
0.02,1.2233333333333334
0.54,1.1433333333333333
0.88,1.33
0.56,1.35
0.26,1.335
0.13,1.37
0.07,1.35
0.03,3.9166666666666665
0.11,3.281999999999999
0.26,1.02
0.52,1.53
0.6960000000000001,1.48
0.745,1.48
0.01,1.46
0.12,1.5
0.05,1.5
0.03,1.49
0.02,1.5
0.09,1.52
0.13,1.54
0.21,1.5
0.18,1.43
0.23,0.39
0.07,1.4128571428571426
0.6683333333333334,1.6466666666666665
0.9333333333333333,1.78
0.03,2.275
0.50125,1.7149999999999999
0.632,1.7266666666666666
0.4275,1.6333333333333335
0.47,2.6375
4.9,1.8525
3.76,1.9780000000000002
1.24,3.5744444444444436
0.16,3.516923076923076
0.27,3.8485714285714283
0.24,2.6492307692307695
0.26,2.5174999999999996
0.19,2.3645454545454543
0.1,2.3763636363636365
0.15,2.3754545454545455
0.14,2.3709090909090906
0.12,2.3718181818181816
0.18,2.381818181818182
0.16,2.3709090909090906
0.25,2.4272727272727272
0.17,2.3689999999999998
0.08,2.221111111111111
0.6675,2.3120000000000003
0.9199999999999999,2.2140000000000004
1.11625,2.5575
0.09,2.0300000000000002
0.9283333333333333,1.6875
0.09,1.63
0.7377777777777779,1.62
1.028,1.6225
0.7792307692307692,1.8114285714285716
0.7541666666666668,3.3659999999999997
0.1,0.35
0.16,2.42
0.2,2.39
0.2,2.35
0.11,2.36
0.1,2.41
0.11,2.38
0.07,2.35
0.11,2.41
0.09,2.44
0.07,2.35
0.15,2.47
0.1,2.45
0.12,1.4
0.15,1.9140000000000001
0.8460000000000001,1.5900000000000003
0.9577777777777777,1.685
0.5889999999999999,1.304
0.732857142857143,1.214
0.01,1.166
0.7414285714285713,1.1560000000000001
0.9127272727272728,1.16
0.7,0.9900000000000001
0.7250000000000001,0.26
0.7107692307692308,0.99
0.9107692307692308,1.01
0.9446153846153847,1.01
0.8699999999999999,1.02
0.8941666666666667,1.0
0.91,1.01
0.48000000000000004,1.01
0.15,0.99
0.21,1.02
0.16,1.0
0.21,0.98
0.26,0.97
0.15,1.0
0.04,1.0
0.1,1.01
0.33,0.76
0.993,1.9520000000000004
0.7836363636363636,1.6216666666666668
0.9450000000000001,1.345
0.6727272727272726,1.3549999999999998
0.767,1.3533333333333333
1.0016666666666667,1.343333333333333
0.8671428571428572,1.1785714285714286
0.9000000000000002,2.435
0.9378571428571431,0.57
1.2007692307692308,2.43
1.1969230769230772,2.42
1.1269230769230771,2.44
0.19,2.4
0.29,2.39
0.15,2.43
0.06,2.41
0.07,2.38
0.18,2.41
0.29,2.36
0.19,1.88
0.11,2.1776923076923076
0.937142857142857,1.8625
0.9246153846153846,1.6528571428571426
1.0916666666666668,1.5785714285714285
1.1790909090909092,1.7183333333333335
1.0458333333333334,1.4714285714285713
1.2511111111111113,1.2185714285714284
1.0036363636363637,1.1142857142857143
1.115,1.09
1.2875,1.5775
1.1669230769230767,0.16
1.1054545454545455,2.95
1.2016666666666667,2.82
1.290769230769231,2.75
1.32,2.82
1.330769230769231,2.72
1.2421428571428572,2.78
1.2328571428571429,2.78
0.01,2.75
1.0714285714285716,2.77
0.02,2.78
0.06,2.84
0.07,2.79
0.05,2.79
1.1686666666666667,2.79
1.103333333333333,1.51
0.11,1.9812499999999997
0.3,1.91375
0.18,2.075714285714286
0.48,1.68875
0.54,1.34125
0.86,1.2262499999999998
0.66,1.1837499999999999
0.4,1.1775
0.84,1.1155555555555554
1.1353846153846154,1.419090909090909
1.0207692307692309,1.61
1.3099999999999998,2.52
1.3035714285714286,2.56
1.262857142857143,2.59
1.1906666666666665,2.56
1.2266666666666666,2.58
1.090666666666667,2.64
1.0753333333333333,2.62
0.8473333333333334,2.6
1.041875,2.6
1.030625,2.58
0.9841176470588235,2.65
1.1143750000000001,2.61
1.1466666666666667,2.34
0.9953333333333332,1.79
1.2664285714285715,1.7433333333333334
1.2833333333333334,1.86
0.26,1.4699999999999998
1.1708333333333334,1.2633333333333334
0.8600000000000001,1.1733333333333336
0.9199999999999999,1.1633333333333333
1.2766666666666666,1.1644444444444444
0.08,1.156
0.04,0.54
0.24,1.01
0.24,0.98
0.24,1.01
0.24,1.0
0.24,1.01
0.24,1.0
0.24,0.99
0.24,0.99
0.24,0.98
0.24,1.0
0.24,1.01
0.51,1.01
0.78,0.99
0.78,1.06
0.78,1.12
0.72,1.1
0.61,1.07
0.54,1.11
0.38,1.06
0.31,0.81
0.31,0.79
0.31,0.81
0.31,0.81
1.33,2.89
1.6,4.0
1.6,4.0
1.6,4.03
1.6,3.95
1.6,4.04
1.6,4.01
1.6,4.03
1.6,4.04
1.6,4.02
1.6,3.96
1.6,4.04
1.6,3.98
1.6,3.96
1.56,3.99
0.72,2.58
1.27,2.37
1.25,2.38
0.61,1.35
0.51,0.89
0.43,0.9
0.43,0.9
0.43,0.88
0.43,0.89
0.58,2.19
0.57,2.56
0.69,2.54
0.64,2.48
0.59,2.49
0.55,2.47
0.54,2.48
0.54,2.53
0.58,2.52
0.52,2.5
0.56,2.5
0.55,2.47
0.63,2.5
0.6,2.46
0.62,2.37
0.86,2.1672727272727275
0.96,2.081818181818182
1.25,2.164
1.4,0.98
1.33,1.02
1.15,1.02
1.15,1.0
1.15,0.98
1.15,0.99
1.45,0.99
1.45,1.01
1.86,2.46
2.57,2.98
2.17,3.0
1.99,2.98
2.38,2.97
1.952142857142857,2.98
2.05,3.02
1.832,2.95
1.9625000000000001,3.0
2.06375,3.02
1.956875,2.98
1.99,3.02
1.97,3.05
1.96,3.01
2.02,3.0
1.96,3.02
2.02,3.0
2.14,1.82
1.96,1.22
1.96,1.18
1.96,1.2
1.96,1.19
1.96,1.2
1.35,1.19
1.67,1.83
1.98,2.82
1.98,2.86
1.98,2.8
1.98,2.77
1.99,2.82
2.17,2.83
2.33,2.81
2.42,2.77
2.53,2.79
2.42,2.82
2.11,2.78
2.12,2.03
2.7,1.23
2.7,1.2
2.7,1.21
2.7,1.22
2.7,1.21
2.7,1.2
2.7,1.2
2.7,1.23
2.7,1.19
2.7,1.18
2.87,1.21
3.73,1.2
3.73,1.21
3.73,1.23
3.73,1.19
3.73,1.19
3.73,1.19
3.73,1.19
1.974,1.21
3.73,1.19
3.73,1.15
3.73,1.21
3.73,1.18
3.73,1.76
3.73,2.1
3.77,2.16
3.73,2.12
2.4,1.43
2.4,1.31
1.2307142857142856,1.28
1.284,1.3
1.3350000000000002,1.31
2.48,1.8
2.86,2.33
3.1,2.1
3.1,2.05
3.21,2.1
3.29,2.1
3.26,2.1
3.13,2.1
3.2,2.13
3.27,2.15
3.3,2.1
3.38,2.13
3.27,2.09
3.1,2.09
3.1,2.1
2.8,1.23
0.95,1.08
1.8,1.08
1.8541176470588234,1.09
1.02,1.08
1.02,1.08
1.02,1.13
1.02,1.1
1.09,1.12
2.08,1.43
2.36,1.59
2.29,1.62
2.44,1.62
2.7,1.61
2.83,1.62
2.98,1.59
2.9,1.62
2.85,1.59
2.88,1.62
3.25,1.6
3.14,1.63
2.95,1.6
3.09,1.62
2.7,1.59
2.7,1.59
4.23,2.81
4.23,3.48
3.31,3.48
1.6400000000000001,2.32
1.4886666666666668,2.29
1.312857142857143,2.29
1.2286666666666666,2.31
1.6050000000000002,2.3
5.02,2.99
2.7,3.99
2.7,3.97
3.02,4.02
3.4,4.01
3.67,3.98
3.9,4.02
3.83,3.98
3.71,4.02
3.64,4.02
3.69,3.96
3.67,4.0
3.41,3.98
1.89,4.03
2.51125,4.0
1.92,4.0
2.13,4.04
2.13,4.03
2.13,3.98
1.69,2.86
0.98,1.99
0.98,2.0
0.98,2.0
1.7185714285714286,1.99
1.02,2.18
1.98,4.02
1.98,3.99
2.64,4.0
2.79,3.97
2.87,4.02
2.98,4.0
2.93,3.99
2.88,3.99
2.82,3.97
2.8,4.0
2.81,3.94
4.75,3.16
4.75,2.96
4.75,2.91
3.95,2.77
2.1,1.89
2.1,1.91
2.1,1.5
0.33,1.29
2.1,1.31
2.1,1.3
2.1,1.3
2.62,1.31
2.72,1.31
2.68,1.27
2.88,1.3
2.3,2.82
2.33,3.9
2.36,3.82
2.2,3.94
2.13,3.9
2.16,3.9
2.12,3.89
2.1,3.94
2.1,3.89
2.1,3.89
2.1,3.92
2.1,3.87
1.94,2.96
1.08,2.02
1.58,2.0
1.57,2.0
1.43,2.0
1.28,2.02
1.14,2.9
1.14,2.9
1.14,2.9
1.14,2.9
1.14,2.94
1.81,3.84
3.2,3.74
3.31,3.69
3.54,3.84
3.39,3.71
3.43,3.84
3.5,3.73
3.52,3.79
3.42,3.79
3.27,3.82
3.2,3.77
3.2,3.75
2.78,2.74
2.1,1.4
2.1,1.42
2.1,1.42
2.1,1.43
2.1,1.45
2.1,1.35
2.1,1.44
2.1,1.36
2.1,1.35
2.1,1.41
2.1,1.44
2.15,1.53
2.79,2.48
2.8,2.53
2.8,2.56
2.8,2.44
2.8,2.5
2.8,2.48
2.8,2.53
2.94,2.57
2.92,2.55
3.04,2.46
2.85,2.52
2.8,2.46
2.8,2.48
3.56,2.92
3.56,2.84
3.56,2.86
3.56,2.54
1.08,1.51
0.46,1.5
0.46,1.48
0.46,1.49
0.46,1.5
0.46,1.48
0.57,1.51
1.61,2.41
1.61,2.41
1.61,2.43
1.61,2.4
1.61,2.42
1.62,2.41
1.67,2.39
1.61,2.41
1.73,2.4
1.61,2.4
1.61,2.4
1.61,2.41
1.78,1.82
1.95,1.58
1.58,1.59
1.32,1.57
1.32,1.62
1.32,1.59
1.06,1.61
0.81,1.6
0.81,1.61
0.81,1.58
0.81,1.58
0.28,1.61
2.32,1.58
2.33,1.6
2.33,1.61
2.33,1.6
2.33,1.6
2.32,1.61
2.32,1.61
2.32,1.6
2.33,1.6
2.43,1.62
3.65,1.57
3.65,1.61
2.77,2.4475
1.89,2.111875
1.89,2.14625
1.89,2.105
1.89,1.86875
1.88,1.83
1.86,1.8
1.69,1.81
1.69,1.81
1.69,1.81
1.87,2.23
2.12,2.9
2.12,2.91
2.12,2.88
2.12,2.81
2.12,2.83
2.12,2.94
2.12,2.91
2.12,2.91
2.12,2.9
2.12,2.88
2.12,2.99
2.12,3.95
2.12,4.01
2.12,3.7
3.6,2.81
3.6,2.81
3.6,2.8
3.55,2.8
2.9,2.81
2.9,2.81
2.9,2.79
2.9,2.81
2.9,2.83
2.9,2.81
2.9,2.8
3.5,4.98
4.1,6.17
4.1,6.03
4.1,6.0
4.1,6.11
4.1,6.03
4.1,5.96
4.1,6.16
4.11,6.08
4.11,6.02
4.1,6.09
4.1,6.06
3.68,6.04
3.04,2.97
2.04,1.81
2.1,1.79
1.44,1.79
1.838125,1.79
1.4544444444444444,1.8
1.4905882352941178,1.79
0.08,1.82
0.02,1.78
1.666666666666667,1.8
2.2287500000000002,1.81
3.21,2.45
3.21,2.9
3.21,2.93
3.29,2.85
3.23,2.9
2.6066666666666674,2.92
3.32,2.92
3.21,2.92
3.21,2.93
3.21,2.94
2.88,2.86
2.33,2.93
2.29,2.38
1.86,1.31
1.85,1.3
1.85,1.29
1.19,1.29
1.12,1.26
1.15,1.28
1.36,1.35
1.38,1.29
1.71,1.31
2.21,2.385882352941177
3.13,2.7716666666666665
3.12,3.147222222222222
3.12,2.8855555555555554
3.12,2.6122222222222224
3.12,2.4555555555555557
3.12,2.375
3.12,2.3311111111111114
3.12,2.312222222222222
3.12,2.322777777777777
3.12,2.285555555555556
3.12,2.76
3.13,2.3072222222222223
2.42,1.63
0.86,1.21
1.4,1.2
1.4,1.2
1.4,1.2
1.31,1.19
1.3,1.18
1.3,1.21
1.3,1.2
1.3,1.22
1.38,1.19
1.6679999999999997,1.61
3.27,1.86
3.23,1.9
3.56,1.87
3.46,1.86
3.57,1.93
3.12,1.88
3.1,1.89
2.99,1.88
3.12,1.9
3.01,1.92
2.9,1.9
2.87,1.92
2.87,1.92
2.31,1.86
1.5,1.88
2.0,1.88
1.92,1.87
1.92,1.88
1.94,1.91
1.92,1.88
1.37,1.62
1.37,1.52
1.37,1.51
1.37,1.53
2.1593333333333335,1.51
2.650714285714286,2.07
1.37,2.43
1.37,2.41
1.45,2.42
1.56,2.45
1.76,2.43
1.79,2.37
1.68,2.4
1.58,2.46
1.37,2.39
1.37,2.36
1.37,2.4
1.37,2.34
0.77,2.4
1.52,2.43
1.47,2.42
1.37,1.44
1.37,1.39
1.39,1.39
1.37,1.4
1.37,1.34
1.37,1.52
1.98,1.92
2.02,1.9
2.50375,2.67
2.6544444444444446,3.5
2.7176470588235295,3.46
2.77,3.47
2.715,3.48
2.1,3.55
2.1,3.48
2.1,3.53
2.13,3.5
2.2,3.54
2.15,3.51
2.1,3.09
1.11,2.18
1.11,2.21
1.11,2.19
1.11,2.21
1.11,2.16
1.11,2.18
1.11,2.21
1.11,2.19
1.11,2.22
1.11,2.22
1.11,2.17
4.1,2.88
4.1,3.33
4.1,3.3
4.1,3.3
4.1,3.31
4.1,3.35
2.7028571428571433,3.29
2.709333333333333,3.29
2.6900000000000004,3.34
2.691875,3.25
2.6806666666666668,3.31
2.4924999999999997,3.29
2.405625,3.33
4.1,0.93
4.1,1.775
4.11,2.0125
4.1,1.9899999999999998
4.13,3.02
4.2,1.6505882352941177
1.42,1.54
1.37,2.77
1.32,8.09
1.31,6.76
1.33,4.96
1.98,4.44
1.98,5.84
1.98,5.45
1.98,3.58
1.98,0.88
1.98,0.41
1.98,0.6
1.98,0.53
1.98,0.5
1.99,0.51
1.98,0.57
1.36,0.6
1.01,0.61
1.51,0.38
2.01,1.4726666666666668
2.01,1.7226666666666666
2.01,1.8133333333333337
2.01,2.33
2.01,1.79
2.01,6.77
2.01,7.32
2.01,2.38
0.6,2.1
1.784,3.08
2.01,6.61
3.08,7.16
4.49,3.65
4.42,1.24
4.25,1.84
4.17,1.2
4.14,0.74
4.1,0.62
4.09,0.6
4.11,0.67
4.07,0.76
4.06,0.54
4.01,0.57
4.01,0.29
4.01,0.62
3.48,1.21
0.87,1.95
0.87,3.38
0.87,1.92
0.87,1.65
0.87,1.72
0.87,2.77
0.87,5.94
0.96,2.44
2.45,3.3
2.45,4.92
2.45,2.02
2.45,1.59
2.45,2.2
2.45,1.44
2.45,0.97
2.876666666666667,0.89
2.45,1.01
2.45,0.7
2.45,1.11
2.45,0.72
2.05,0.74
1.2,0.36
1.2,0.45
1.2,0.78
1.2,0.41
1.2,0.23
1.2,0.37
1.2,0.16
1.2,0.29
1.2,0.8
1.2,0.69
1.2,0.91
1.2,0.86
2.669333333333334,1.48
2.6,2.05
2.882,1.56
2.89125,1.73
2.79,1.37
2.792666666666667,0.77
2.7520000000000002,0.49
2.691333333333333,0.48
2.74625,0.14
2.7271428571428564,0.85
2.6068750000000005,0.8
2.6,0.64
2.501764705882353,1.23
1.88,1.14
1.92,3.51
0.49,3.92
1.25,1.54
1.922142857142857,2.13
1.6219999999999999,2.16
2.78,2.8
2.85,3.53
2.85,4.46
2.34,7.85
2.12,3.32
2.12,2.58
2.12,3.0
2.12,2.04
2.12,2.11
2.12,3.46
2.12,3.51
2.12,1.83
2.12,3.33
2.27,2.31
2.5707692307692307,2.27
2.12,1.04
2.12,0.87
2.03,0.71
1.56,1.09
1.56,2.29
1.56,1.89
1.56,1.76
1.56,2.03
1.56,2.43
1.41,3.17
1.02,3.35
1.688125,3.48
0.69,5.09
2.12,3.54
2.12,2.21
2.12,2.85
2.12,1.68
2.12,1.96
2.12,2.11
2.9515384615384614,1.45
2.12,1.62
2.12,1.11
2.16,1.36
2.12,1.71
2.12,3.74
2.12,2.52
2.12,1.37
2.12,1.21
2.12,2.35
2.12,2.21
2.12,2.16
2.0100000000000002,2.31
1.7528571428571431,2.69
1.8228571428571432,2.65
1.7535714285714286,2.57
2.16,2.37
2.16,2.93
2.16,2.96
2.16,3.0
4.37,3.71
4.37,3.4
4.37,1.75
4.37,1.35
4.37,1.32
4.37,2.03
4.37,1.62
4.37,3.12
4.38,4.21
4.37,5.05
4.37,5.48
4.14,2.73
0.12,2.32
2.62,1.66
1.84125,1.12
2.62,1.5
2.92,1.7
3.69,2.52
3.69,3.46
3.69,4.17
3.69,2.15
3.69,3.02
3.69,4.84
4.16,4.14
4.65,3.41
4.65,2.7
4.71,2.0
4.71,1.48
4.77,0.89
4.67,1.21
4.67,1.57
4.67,1.27
4.67,0.67
4.65,0.98
4.65,0.71
4.66,0.77
2.41,1.12
2.41,1.02
2.41,2.64
2.41,2.63
2.37,2.74
1.89,4.02
1.89,3.18
1.93,6.35
1.89,3.81
2.21,3.33
2.86,4.7
2.85,2.29
2.85,1.38
2.7478571428571428,1.6
2.86,1.11
2.86,0.8
2.86,0.95
2.87,0.95
3.06,0.56
2.91,0.62
2.55,0.85
1.98,0.59
1.87,0.58
1.75,1.55
1.35,1.93
1.31,2.37
1.25,1.43
1.25,2.36
1.684545454545455,0.9
1.25,1.33
1.6320000000000003,1.7
1.6685714285714288,4.45
1.628666666666667,3.05
