IHBAS-CPCB,Dwarka-S8-DPCC,Sri-Aurobindo-Marg-DPCC,East-Arjun-Nagar-CPCB,DTU-CPCB,Okhla-Phase-2-DPCC,Aya-Nagar-IMD,Sonia-Vihar-DPCC,Ashok-Vihar-DPCC,ITO-CPCB,JNS-DPCC,Mundka-DPCC,Pusa-DPCC,Shadipur-CPCB,Vivek-Vihar-DPCC,Mandir-Marg-DPCC,Nehru-Nagar-DPCC,Wazirpur-DPCC,RK-Puram-DPCC,Punjabi-Bagh-DPCC,KSSR-DPCC,Jahangirpuri-DPCC,Bawana-DPCC,Narela-CPCB,Patparganj-DPCC,Rohini-DPCC,Anand-Vihar-DPCC,MDCNS-DPCC,Najafgarh-DPCC
36.75,5.47,30.3,26.45,27.2,11.75,12.78,3.67,15.2,5.1,4.05,10.48,10.23,16.74,2.15,7.62,21.35,5.85,5.5,47.93,60.45,20.93,13.25,18.9,23.93,7.95,31.011578947368424,2.38,9.05
30.02,9.7,63.0,21.71,24.8,15.2,9.76,6.7,45.3,5.1,4.5,32.7,7.3,13.7,3.2,7.7,5.7,20.7,18.05,43.0,42.51,5.7,15.55,30.2,31.25,3.3,26.034444444444446,5.1,7.1
27.62,11.85,22.33,12.8,10.05,9.38,9.46,7.5,15.07,5.22,4.53,12.85,5.28,18.91,2.17,5.85,6.85,7.47,7.75,41.9,13.0,6.38,14.62,20.9,22.32,3.03,20.624117647058824,3.0,6.88
27.81,8.62,14.58,21.09,23.83,8.93,12.46,8.88,9.72,5.0,4.62,9.1,5.05,13.06,9.12,7.0,7.43,4.65,9.07,47.45,5.73,7.93,14.48,23.92,19.25,2.8,27.571875,2.75,4.17
27.5,12.68,16.17,23.47,36.02,9.0,11.98,8.78,14.23,5.15,3.68,9.9,9.1,25.15,13.38,5.65,3.7,4.88,10.73,52.75,10.5,11.6,10.12,25.32,9.2,2.88,26.733125,2.65,4.12
27.3,8.18,13.4,18.08,13.18,8.57,7.31,10.02,18.85,5.25,3.88,9.78,7.5,43.86,4.85,6.0,5.62,6.65,9.12,49.88,15.4,9.93,6.58,25.65,1.98,2.65,28.976250000000004,2.75,2.52
27.49,5.53,27.95,24.87,14.58,9.45,7.56,8.0,18.5,5.28,5.08,7.8,6.3,40.6,6.78,6.5,13.25,5.75,18.27,28.5,18.45,15.38,2.6,27.92,5.4,2.45,20.263125000000002,2.78,3.02
28.01,10.4,19.42,31.39,25.48,21.35,11.65,14.2,19.38,5.28,19.7,10.53,3.78,41.44,6.43,13.15,48.02,6.2,10.68,37.9,50.8,20.62,9.05,28.85,17.02,2.8,20.352,4.0,7.15
29.12,19.07,61.53,40.91,14.1,34.18,15.88,37.02,36.08,5.2,31.88,20.22,13.03,37.63,9.2,21.98,71.22,8.85,17.23,62.12,67.0,29.08,20.98,37.92,34.25,4.9,19.393125,11.08,14.12
30.09,26.6,92.4,53.28,9.93,48.22,18.56,57.72,48.73,5.27,47.7,30.07,24.67,17.83,19.5,27.77,102.92,11.12,20.7,74.28,78.85,34.73,26.9,48.45,44.35,8.55,22.43,22.82,18.75
26.267894736842106,32.0,112.75,65.63,31.23,62.28,20.54,74.58,69.67,5.67,62.35,46.1,29.23,23.97,31.4,35.4,125.45,19.52,46.1,102.45,97.62,46.43,34.12,58.45,35.03937500000001,15.35,24.67,33.75,25.4
25.830000000000002,39.6,116.57,58.32,39.0,73.6,24.04,106.83,86.3,6.67,71.78,37.112,37.92,24.97,46.22,41.25,147.72,25.83,52.12,120.4,108.65,62.3,43.5,68.35,39.76357142857143,22.57,25.607894736842105,44.73,28.08
30.883888888888887,46.33,127.75,58.32,30.85,79.8,25.54,126.12,87.8,8.07,75.5,36.35,42.48,30.35,37.708888888888886,45.27,156.5,25.88,61.15,125.03,127.08,92.47,51.1,77.7,43.92090909090909,29.05,29.1,48.53,33.17
39.99647058823529,48.95,141.47,58.32,37.27,91.25,29.32,121.28,90.9,9.88,77.58,36.8,48.5,35.06,38.82928571428572,45.45,167.05,26.52,65.82,146.75,137.4,97.75,52.58,89.22,47.686,28.98,33.88,52.38,31.47
52.87944444444444,50.33,146.25,58.32,53.0,93.35,30.1,136.28,112.35,11.75,80.38,60.03,48.88,46.16,48.6,45.9,171.65,39.42,71.6,164.68,141.6,106.45,52.55,91.88,45.10222222222222,34.12,38.67,54.47,32.52
59.08058823529411,52.88,152.32,58.32,36.35,89.72,30.11,133.55,106.62,13.2,82.78,75.97,51.38,35.07,41.49333333333334,48.02,171.07,37.38,79.95,158.25,146.38,96.45,48.75,91.3,46.441,36.38,34.92,56.3,38.67
110.86,54.42,165.32,58.32,17.77,93.18,33.33,128.78,108.95,15.78,89.7,87.85,54.9,47.15,40.644375,49.65,181.38,39.23,86.95,167.9,150.6,96.75,55.55,93.73,43.040909090909096,36.27,36.45,61.5,42.72
102.06,51.47,158.38,58.32,30.98,90.45,34.02,132.15,116.67,15.3,88.72,102.0,29.48,51.61,40.11176470588235,52.88,188.85,49.17,86.47,159.0,141.73,82.8,58.55,89.73,40.19285714285714,39.33,35.55,60.7,39.33
55.36,33.9,87.32,58.32,23.4,58.95,26.23,109.4,81.65,12.47,77.62,97.72,51.45,36.85,42.55,29.08,138.27,42.23,32.35,128.4,115.0,73.62,46.7,57.15,35.694705882352935,21.45,25.47,36.85,36.53
30.56,35.35,46.88,58.32,14.92,19.45,12.79,48.75,62.75,5.45,21.2,74.72,25.17,33.94,28.0,16.2,44.35,25.1,8.72,76.65,39.0,38.97,39.38,52.5,39.9,2.83,12.78,5.58,30.35
29.32,17.18,8.22,58.32,21.5,33.33,14.32,24.48,27.52,5.28,6.15,33.75,11.0,15.79,15.88,8.77,16.05,6.05,13.07,26.9,44.28,28.45,28.43,60.62,29.52,1.93,13.07,2.48,23.12
29.73,9.25,6.72,33.0452,44.9,24.97,9.28,12.95,11.05,5.28,4.45,17.77,7.17,15.58,19.795263157894738,5.05,18.23,5.0,25.33,13.27,35.45,16.47,18.27,41.75,9.12,3.42,16.35,2.48,7.77
28.48,10.48,15.15,30.0212,19.58,22.15,7.96,8.82,13.88,5.28,5.12,19.73,5.3,14.77,17.220555555555556,5.4,10.22,0.3,15.78,12.2,31.02,6.6,4.7,40.55,5.4,4.88,21.18,2.6,5.0
27.76,5.83,13.4,5.5,16.88,15.05,14.57,8.62,34.65,5.08,4.97,16.17,4.6,14.58,14.993888888888891,5.55,15.67,35.9,10.5,14.28,52.83,6.62,6.8,33.17,17.07,3.5,16.25,2.02,2.05
28.75,6.55,21.6,29.57,62.58,28.23,22.27,26.4,6.5,5.33,5.67,5.87,6.05,19.93,14.860624999999999,7.33,17.45,12.9,17.75,21.23,45.1,29.7,14.35,32.65,44.38,6.9,28.02,6.45,2.35
31.0,28.2,80.5,29.1,15.7,34.7,21.42,8.1,56.5,5.4,5.65,49.4,10.8,23.55,17.75333333333333,8.6,28.7,21.2,36.25,40.1,40.196250000000006,13.2,22.05,39.7,30.7,2.5,14.15,9.0,1.8
30.33,19.4,35.85,25.97,5.58,25.68,15.88,7.2,26.32,5.25,5.93,21.4,5.83,19.28,15.047500000000001,7.65,22.27,6.72,27.35,41.73,53.85,12.32,37.35,29.05,16.27,2.62,18.62,6.38,2.22
29.5,6.27,18.82,20.82,16.6,17.3,10.21,7.65,12.88,5.2,4.47,12.12,7.5,15.69,11.916875000000001,6.8,7.62,3.5,16.73,20.23,36.55,11.05,24.83,29.42,8.65,2.4,52.52,3.9,1.68
28.69,4.5,15.43,18.68,37.85,8.23,9.28,7.75,13.82,5.12,7.15,12.12,6.5,14.81,16.953125,7.28,7.4,0.3,11.38,14.95,35.52,11.3,10.28,35.38,7.58,2.77,33.38,2.55,1.45
28.34,3.45,15.9,5.65,16.6,17.8,11.41,8.1,18.2,5.25,5.78,6.17,5.1,14.21,10.572142857142856,5.95,13.55,9.070769230769232,21.12,21.2,31.25,9.07,8.28,41.15,6.35,3.12,16.23,2.3,3.62
28.74,5.08,37.38,15.34,16.93,22.85,12.89,7.57,20.77,5.17,5.9,5.47,4.3,19.05,16.45625,8.0,19.88,4.35,19.75,19.43,46.97,11.48,4.2,55.0,1.78,3.38,14.6,2.55,5.85
31.24,8.88,47.88,33.04,35.33,27.35,14.55,12.52,13.8,5.28,9.43,6.42,4.83,18.05,19.394705882352945,13.57,45.55,19.98,29.75,39.73,61.25,18.48,3.3,35.03,10.62,2.8,14.3,5.85,8.57
31.47,15.93,64.5,54.19,26.38,35.28,16.48,47.38,20.88,5.65,20.9,11.7,10.03,14.96,19.334444444444447,26.43,75.62,10.07,30.28,73.28,76.35,34.98,14.42,40.35,31.88,3.1,15.55,16.4,10.57
31.61,29.2,85.47,70.37,13.07,47.6,20.67,86.12,45.38,6.42,41.7,12.75,12.78,23.25,24.08555555555556,36.58,111.78,10.95,42.43,99.38,94.53,54.58,29.1,51.2,49.4,4.03,19.93,29.6,16.05
31.28,41.78,120.95,79.8,39.17,72.97,23.73,112.78,61.95,9.15,71.53,18.98,17.93,24.12,48.2,46.42,163.0,18.33,68.95,121.3,119.55,65.72,41.3,59.1,34.669375,5.42,26.9,45.1,23.4
35.18,36.72,164.4,64.12,51.5,99.22,27.39,119.72,74.43,12.2,91.05,4.95,35.38,20.49,39.058125000000004,49.52,183.65,17.1,74.75,133.43,150.25,78.95,53.75,64.8,41.86,9.0,29.1,60.15,30.88
47.62,34.1,181.28,76.45,32.45,116.05,30.88,125.62,101.25,16.55,104.25,31.0,47.45,26.19,41.38357142857143,49.9,128.00619047619048,26.3,94.42,152.7,167.97,97.33,54.15,78.58,48.76636363636364,13.17,31.9,68.12,39.0
43.0,38.38,192.8,71.34,39.3,122.27,31.9,129.62,100.65,19.12,104.8,78.9,53.33,43.33,42.37777777777777,53.75,140.4135,27.23,99.08,153.6,180.82,91.62,54.53,90.5,55.989,17.15,34.28,72.12,44.15
69.03,39.28,191.8,54.01,65.9,116.5,34.83,131.02,104.1,20.02,104.65,87.2,57.58,46.2,43.97272727272727,50.5,177.95,24.48,106.83,156.27,172.07,90.75,54.2,98.17,56.41333333333334,23.77,35.8,66.23,42.92
88.24,38.2,194.9,55.49,37.2,90.2704,35.26,131.15,111.47,21.62,106.75,87.15,53.4704,40.76,49.3125,51.8,193.1,34.08,121.53,167.22,168.18,91.4,51.23,101.62,56.831999999999994,29.38,40.2,67.62,47.12
107.94,43.17,190.7,49.22,32.88,3.7,35.95,125.72,119.58,21.58,105.25,91.35,48.4,41.98,49.46142857142856,54.48,189.1,39.12,123.1,155.85,161.43,89.45,55.15,103.2,51.94100000000001,34.35,40.25,67.73,49.88
109.68,46.23,173.88,52.56,28.65,77.62,33.99,120.75,112.3,22.75,96.53,84.03,45.58,43.87,47.4625,52.43,179.5,38.92,103.08,147.55,140.15,79.65,54.2,106.25,48.94916666666666,10.6,37.7,64.7,49.9
90.11,44.6,127.6,38.25,21.05,63.7,29.29,110.38,95.48,19.35,59.9,65.15,49.77,32.17,48.6,36.77,131.53,31.2,68.83,103.9,86.38,56.08,51.4,96.05,41.524,13.8,25.05,34.1,41.05
59.27,16.3,59.25,46.11,27.8,25.75,26.26,101.18,53.03,6.07,35.88,41.47,25.92,29.8,44.7,17.4,35.55,21.38,25.45,34.12,17.38,54.8,43.32,86.65,33.630526315789474,5.38,28.05,3.42,22.62
37.57,12.75,25.95,44.93,29.52,68.97,12.81,95.25,41.62,5.12,20.52,45.8,19.25,31.96,44.15,9.1,28.07,17.38,13.62,19.12,8.93,40.5,30.65,62.88,23.145500000000006,5.3,80.92,2.95,15.85
37.27,15.65,21.55,33.84,39.7,26.38,6.89,78.95,25.57,5.12,31.95,27.85,10.68,27.84,30.7,11.75,20.98,11.67,42.98,21.2,6.57,19.67,19.97,52.85,37.22,4.32,28.85,71.15,6.8
35.94,92.22,26.15,12.38,16.18,14.03,6.75,12.62,33.92,5.12,32.12,12.43,5.4,22.04,14.93,6.62,17.85,8.07,5.95,26.93,19.2,15.93,15.0,40.42,7.93,3.83,16.95,91.62,2.15
30.52,33.55,23.0,15.46,14.93,12.8,14.48,10.85,27.48,5.1,9.0,22.98,26.1,12.99,10.25,7.68,6.12,21.4,4.1,19.7,44.27,9.78,5.6,44.9,1.05,4.9,15.0,104.22,4.88
28.47,17.27,16.1,13.21,34.23,19.88,10.69,39.45,49.85,5.07,7.3,15.6,29.25,30.36,2.9,8.12,7.92,37.45,20.75,20.38,62.05,10.95,4.0,45.5,1.75,30.08,14.77,65.0,3.35
28.5,6.1,120.9,12.87,42.75,26.1,12.08,30.8,98.2,5.1,7.65,11.9,19.9,39.31,6.1,9.0,15.5,27.7,40.3,48.1,42.02125,9.0,14.45,65.7,21.25,15.3,14.85,39.35,2.2
28.77,6.0,39.2,9.95,14.1,21.1,14.77,26.17,35.42,5.2,7.55,23.55,29.4,46.38,3.3,6.75,7.97,9.12,10.95,45.28,83.9,8.93,7.8,42.38,5.75,6.65,15.38,28.98,3.1
29.21,8.15,9.35,11.81,18.0,15.85,12.07,28.95,8.25,4.92,5.15,4.1,14.55,23.46,0.4,5.8,12.4,3.98,8.43,38.8,48.15,8.43,10.88,43.5,0.85,3.65,15.12,16.55,7.8
29.2,7.35,23.75,7.54,22.4,19.07,13.78,21.38,3.88,5.12,5.15,19.476666666666667,0.62,30.29,0.55,7.3,18.38,2.4,17.7,31.4,36.33,9.1,7.2,18.77,13.960833333333333,2.33,14.7,5.43,7.55
29.05,3.9,27.7,10.28,10.15,19.38,14.85,8.72,6.35,5.2,5.38,18.045454545454547,2.65,27.92,0.78,11.6,25.9,3.75,27.67,31.12,35.7,10.8,5.78,17.32,13.402083333333332,2.08,14.25,4.8,6.57
28.54,7.18,38.73,6.64,10.6,20.25,14.4,6.82,6.6,5.33,6.43,2.83,3.67,20.37,3.23,10.9,21.7,4.62,23.35,28.95,37.65,12.05,4.3,20.02,4.53,2.73,14.38,5.25,9.32
28.43,7.0,43.75,21.76,19.35,22.77,12.67,13.65,16.0,5.47,11.43,13.773333333333333,5.3,46.78,7.88,14.8,28.8,8.8,32.58,33.83,40.5,14.07,3.1,22.33,8.93,2.97,14.85,9.07,8.17
28.47,10.35,49.92,22.45,14.6,27.23,12.63,23.43,16.58,5.9,16.42,14.62217391304348,7.0,32.77,6.8,17.7,32.85,7.7,27.18,38.0,47.85,17.43,8.2,27.1,17.18,3.4,15.95,11.2,8.25
28.18,17.0,54.25,25.45,10.78,30.0,13.95,36.4,22.4,7.12,25.38,7.32,8.0,38.05,13.48,20.48,53.35,9.38,26.02,46.1,55.33,23.75,16.3,35.48,28.12,5.75,17.398823529411768,16.7,10.57
28.23,19.77,60.27,23.26,19.3,38.08,15.52,48.17,29.88,8.62,32.48,2.0,10.53,42.08,18.48,25.3,67.65,9.5,36.48,51.53,66.7,30.42,23.45,41.85,34.83,7.43,18.4075,21.2,11.45
28.16,22.72,68.3,23.26,16.98,43.45,16.96,56.7,33.0,10.07,38.1,12.0,13.03,17.77,20.15,25.85,77.05,7.4,39.7,52.23,70.42,34.6,30.18,47.22,38.67,10.3,20.372941176470587,26.07,11.75
30.03,25.7,79.72,23.26,8.02,66.44565217391305,17.28,62.17,37.08,10.15,43.3,19.05,14.6,27.56,29.48,26.55,86.58,8.8,44.17,59.1,76.97,38.08,27.98,47.95,43.9,12.3,25.091578947368422,28.9,13.0
30.11,24.95,87.23,23.26,11.15,77.99227272727273,18.96,65.08,41.55,10.8,48.05,39.424166666666665,15.27,28.67,32.3,26.9,93.58,9.38,51.5,66.58,83.57,39.88,26.93,50.45,46.88,12.8,30.083888888888882,31.18,14.5
41.18,26.65,85.15,23.26,24.48,9.88,19.82,66.12,44.17,12.95,48.1,45.550000000000004,18.5,27.11,30.95,26.8,95.7,12.82,55.2,66.62,82.7,40.3,26.6,49.42,49.02,13.68,34.44388888888889,31.73,16.85
48.25,25.62,88.75,23.26,8.57,81.59849999999999,18.6,66.08,42.67,12.45,50.8,51.83041666666666,19.92,25.84,32.1,27.3,92.1,13.35,66.75,66.75,80.53,38.88,19.05,49.58,45.98,14.1,34.346315789473685,32.85,17.52
51.91,23.7,86.47,23.26,7.43,70.57761904761904,20.08,63.0,43.65,11.43,47.88,6.6,15.58,30.17,30.3,27.82,84.55,10.77,55.77,63.1,75.03,36.95,19.25,50.02,36.98,13.18,30.950499999999995,29.3,18.32
49.96,18.25,80.98,19.35,12.18,63.71272727272728,19.88,58.32,33.05,9.38,35.02,18.52,8.88,22.74,24.47,25.0,71.07,6.25,43.95,49.92,61.4,29.3,20.62,43.8,25.67,12.07,17.8,19.8,20.07
41.82,7.7,64.47,14.36,11.32,2.7,17.49,51.95,17.4,6.7,10.38,16.6,3.95,22.94,17.5,19.57,39.08,2.55,21.27,21.77,40.1,15.55,15.47,29.18,8.83,7.0,21.914,6.93,17.58
30.95,5.68,39.9,18.27,7.22,37.46869565217391,11.95,13.6,5.55,5.28,4.15,10.65,2.62,20.4,4.57,10.75,7.65,1.45,11.95,7.32,23.57,7.2,13.93,16.93,1.47,3.3,11.65,2.7,8.0
28.01,2.97,16.7,2.17,11.22,2.38,7.48,4.38,9.6,5.12,3.5,10.3,2.62,20.48,2.5,5.65,2.17,2.25,22.95,6.47,17.9,6.25,8.52,14.73,1.0,3.5,10.5,2.6,5.95
27.99,2.1,10.3,14.53,16.12,4.52,6.72,3.98,2.83,5.1,3.25,5.75,3.08,24.31,1.12,5.7,1.2,2.5,22.55,6.47,21.23,5.97,4.9,14.53,23.486956521739128,3.45,10.25,2.05,4.3
27.4,1.88,8.75,9.12,10.15,5.68,6.5,5.4,2.38,5.12,3.12,2.72,2.12,18.64,1.9,5.6,1.25,3.47,15.7,12.9,19.77,5.7,4.1,13.85,20.451304347826092,2.73,10.5,2.27,5.78
27.15,1.9,11.95,14.87,9.7,6.12,9.46,5.75,3.1,4.95,3.15,4.7,2.3,14.68,2.38,5.0,2.25,3.9,7.77,15.78,16.35,6.3,13.044615384615387,18.0,21.129166666666666,3.08,10.15,1.83,7.88
27.18,4.58,10.32,12.25,13.07,6.8,14.52,9.82,7.38,5.7,3.15,3.65,4.62,32.09,1.82,5.25,9.47,4.5,12.1,28.48,17.3,9.97,3.1,13.33,0.5,2.6,10.28,1.55,8.77
29.75,10.3,66.7,15.61,10.92,20.4,16.18,24.3,29.4,6.92,9.7,13.0,6.6,35.11,9.0,14.1,36.4,4.0,46.95,41.2,36.10666666666667,15.8,8.55,17.8,15.25,4.7,11.15,10.4,9.2
34.86,10.82,48.48,17.09,7.9,23.92,17.05,28.07,20.0,7.97,13.27,9.12,13.8,18.77,10.8,15.82,42.98,8.3,43.55,43.1,48.95,18.65,10.95,18.08,14.57,3.52,14.07,14.18,10.22
37.88,10.65,55.05,19.57,12.65,27.25,17.87,30.3,20.23,8.45,19.05,10.65,16.52,33.69,10.32,17.35,47.45,10.38,45.8,42.77,52.98,20.7,16.05,23.85,15.55,4.2,17.77,15.88,9.5
38.62,11.38,51.8,10.48,15.9,26.27,16.42,25.97,22.48,8.12,14.42,12.32,15.52,44.66,11.78,17.15,41.58,7.7,39.18,39.55,50.6,14.52,12.7,28.48,8.32,5.3,15.75,14.93,8.22
36.15,7.62,47.52,15.61,9.77,24.85,14.53,20.85,18.7,7.5,11.88,8.53,10.2,41.7,7.4,15.65,36.12,6.47,43.18,30.88,45.88,11.18,8.6,25.35,6.5,6.0,12.68,11.88,6.53
32.79,6.62,44.92,11.95,13.18,20.38,12.52,17.45,18.38,6.85,8.62,10.57,6.38,47.8,9.32,12.93,27.0,8.65,34.83,27.68,38.12,13.4,8.12,27.88,8.88,5.05,11.93,9.38,5.88
32.4,6.45,41.6,10.06,26.68,19.12,10.94,21.42,19.82,6.28,9.42,13.075999999999999,6.85,35.38,10.47,12.73,22.73,8.9,31.18,25.6,35.0,14.82,2.67,37.32,5.9,5.18,11.3,8.68,5.85
34.94,9.15,43.55,29.58,17.48,22.4,11.5,30.45,20.48,7.12,14.67,7.85,9.85,25.9,9.82,17.35,28.17,7.62,19.45,32.33,40.7,17.25,7.85,39.82,13.68,6.05,12.3,10.55,7.67
36.95,13.93,50.05,27.27,13.0,26.9,11.75,41.8,20.52,8.45,20.8,10.12,10.9,19.05,15.15,19.55,45.58,8.07,24.4,39.15,46.8,24.57,14.75,45.12,21.55,8.45,15.2,15.85,8.7
28.29,19.25,56.0,26.59,27.17,31.95,12.9,51.17,29.98,11.93269230769231,27.98,10.57,12.28,22.19,20.8,21.8,61.18,8.47,36.65,43.1,59.35,23.6,19.9,50.23,27.38,10.1,15.6,19.2,9.8
28.09,21.9,60.7,28.85,28.9,41.08,15.4,58.03,36.92,18.78,32.25,14.9,16.18,21.54,24.02,25.25,69.05,9.77,46.45,50.67,72.43,54.6636,28.4,67.83,38.1,12.25,16.45,23.88,11.78
36.62,23.5,70.62,39.25,35.92,46.92,17.25,65.47,41.85,35.15,37.52,21.75,17.38,25.07,31.65,26.75,79.25,10.45,51.58,60.73,79.55,63.28679999999999,29.23,55.9,42.03,13.97,19.58,31.15,13.5
35.69,28.05,85.05,20.34,44.48,57.1,17.39,69.45,41.17,39.08,43.23,23.6,18.2,22.8,30.9,29.05,88.45,10.32,60.38,64.12,87.73,38.6,26.88,54.0,45.4,13.82,21.0,34.0,15.6
50.62,30.0,93.52,15.09,34.32,57.42,23.95,70.6,42.3,34.58,43.08,25.92,22.6,22.5,30.7,29.27,96.03,9.88,63.15,66.72,91.45,48.53,28.35,57.73,47.25,14.6,22.27,36.38,16.9
64.38,31.18,96.28,28.98,40.3,57.42,26.87,73.92,53.92,29.93,46.92,30.83,27.17,25.22,34.02,31.05,100.38,13.18,77.4,71.2,92.58,51.33,25.88,57.92,48.12,16.35,24.92,36.58,19.3
66.03,31.38,98.7,4.59,30.6,57.25,26.71,72.5,60.4,25.47,48.3,35.23,24.12,33.47,38.62,32.35,98.97,17.45,73.75,74.18,91.4,52.83,23.0,59.58,46.92,17.48,24.88,37.6,21.73
63.55,27.73,105.05,4.59,27.62,47.17,24.18,72.17,55.65,25.3,44.33,39.88,14.12,34.12,38.53,33.2,93.4,20.05,58.33,70.55,85.6,46.25,29.23,54.75,42.1,19.23,20.9,32.5,20.8
39.84,13.4,60.75,25.13,23.53,26.58,17.19,52.38,45.9,13.95,20.6,28.18,5.38,24.41,28.17,23.8,64.08,14.22,67.8,44.4,94.72319999999999,31.45,22.15,45.58,28.27,11.68,16.15,9.1,19.65
29.13,9.07,18.88,10.98,25.27,7.33,9.12,11.57,18.65,6.83,3.12,6.47,9.18,20.61,13.62,10.0,15.47,6.05,21.9,18.75,34.42,9.82,8.7,32.65,8.18,4.5,11.03,2.8,15.55
28.91,2.4,9.1,30.62,24.85,7.45,9.31,6.95,7.73,6.5,0.8,6.05,8.83,23.41,17.2,5.2,5.25,3.1,5.1,9.32,47.45,6.2,3.65,33.12,3.75,4.38,12.88,3.12,13.5
40.03,2.17,3.05,34.95,19.2,26.88,5.75,41.15,31.9,5.42,2.23,6.7,5.57,19.84,26.5,6.83,14.1,15.75,38.3,8.48,67.25,10.78,17.756800000000002,42.3,32.3,4.9,16.02,4.67,10.4
50.83,12.3,29.9,34.39,29.38,41.5,12.61,54.78,32.83,5.58,3.35,13.18,4.93,21.63,18.3,19.7,36.52,4.15,91.6,29.12,60.3,18.22,1.8,58.38,32.17,10.47,20.77,8.93,10.1
56.97,21.18,39.42,28.73,40.0,24.68,16.38,49.67,6.55,5.92,5.78,19.08,9.15,25.49,31.83,27.4,31.05,2.05,16.95,69.22,62.57,25.9,12.5,42.75,31.98,3.5,22.55,14.6,8.55
56.56,22.1,45.15,35.22,15.88,28.02,16.05,55.98,30.95,6.05,6.93,12.73,5.8,23.28,27.07,24.52,30.1,0.72,14.65,65.0,66.45,29.68,15.4,51.23,29.68,4.43,18.02,11.65,11.77
54.05,23.8,88.77238095238094,33.88,27.88,38.1,12.85,55.7,138.3,5.8,0.8,43.8,20.8,17.62,18.1,27.7,52.6,13.265384615384612,81.55,52.8,50.75222222222222,27.2,29.95,64.1,33.9,2.3,15.1,9.9,14.9
47.59,23.42,77.45,37.45,42.38,31.43,12.08,50.82,50.88,6.3,1.7,21.48,12.53,19.46,14.85,26.9,26.95,4.33,42.1,57.08,58.7,24.2,19.65,54.92,30.62,1.42,14.32,6.35,14.32
39.31,16.93,8.35,22.45,26.4,26.65,11.38,41.2,22.43,5.72,2.25,14.058799999999996,8.9,18.01,25.38,24.15,12.93,1.1,35.22,54.77,40.5,17.38,14.62,62.7,21.12,1.77,13.15,2.2,13.27
36.08,14.65,39.872,18.16,27.93,20.23,11.86,26.25,16.07,5.55,1.3,14.867916666666666,7.17,18.41,7.8,19.12,8.07,2.6,24.52,46.1,24.1,14.95,8.05,64.55,15.78,3.23,11.77,1.92,10.6
33.99,9.7,40.122,15.85,40.08,17.78,10.01,19.65,15.93,5.22,1.3,2.1,4.85,13.24,16.4944,16.12,4.1,0.2,42.941,28.1,21.5,10.8,1.45,54.15,10.65,1.77,11.3,1.5,8.2
33.1,8.3,45.16428571428571,13.02,50.42,14.45,9.51,19.85,7.0,5.3,2.67,3.55,3.67,13.03,6.4,12.38,3.3,0.75,36.6615,13.9,21.57,9.12,4.17,51.42,10.25,2.6,11.4,2.8,5.9
32.25,8.07,47.31619047619048,20.73,27.27,18.32,10.15,21.95,45.15,5.22,2.12,2.6,3.77,16.22,0.8,12.32,1.25,2.67,39.366499999999995,12.32,22.8,9.6,8.35,47.77,12.45,3.15,11.7,3.25,5.65
34.61,8.83,62.743181818181824,27.14,38.88,20.9,12.38,30.6,28.25,5.25,1.98,5.12,4.58,12.51,2.97,14.65,6.97,2.47,121.68,19.6,28.05,12.7,9.4,61.62,17.05,3.67,12.47,4.22,6.03
39.98,12.27,125.65,50.27,54.52,26.27,12.33,47.25,17.1,5.4,6.25,21.45,2.03,14.33,7.42,18.5,19.9,2.58,53.215555555555554,31.52,45.42,14.85,15.08,61.05,24.73,2.98,14.2,6.07,8.73
52.4,15.68,42.85,41.81,27.42,36.3,17.27,74.72,0.7,5.75,6.72,8.55,5.03,14.37,17.73,24.75,32.02,4.1,19.0,47.45,57.47,25.0,23.6,56.77,40.1,4.1,17.7,9.95,10.2
38.32,31.12,40.93,59.32,41.38,43.6,20.4,98.07,12.7,11.38,8.3,11.98,11.22,20.14,26.25,35.17,43.65,28.35,44.2,87.88,70.72,43.6,36.88,79.85,46.52,5.72,23.163333333333338,10.22,13.0
31.85,33.85,56.27,53.32,36.9,52.08,22.84,119.9,23.0,13.55,12.85,23.32,10.62,28.52,34.83,37.72,46.05,19.467307692307692,86.55473684210527,104.67,76.83,57.47,49.55,93.62,45.49823529411765,8.68,28.6,13.45,17.65
47.64,40.88,51.65,65.89,32.88,60.62,21.79,133.4,33.48,17.2,10.0,14.38,12.85,26.21,38.95,40.4,59.25,19.2,89.45526315789475,119.32,87.35,66.97,51.62,89.7,50.99176470588235,10.38,29.95,16.9,19.82
79.25,43.03,65.22,67.9,59.95,61.05,21.23,114.1,36.0,21.4,4.38,33.22,18.2,27.52,36.85,43.8,62.85,11.32,89.1695,117.55,89.28,75.7,52.08,91.5,54.3164705882353,10.97,30.58,21.18,25.7
83.97,41.45,64.08,67.9,53.1,58.28,21.84,100.4,78.245,20.58,10.58,51.25,18.27,25.0,36.05,41.98,66.2,13.3,106.92842105263156,112.25,93.7,71.9,52.55,82.9,49.08,11.58,28.03,19.45,35.75
83.8,38.52,54.1,67.9,31.93,53.15,20.65,95.65,95.47,13.12,8.77,47.95,15.02,33.92,35.55,39.52,57.55,14.5,104.3238888888889,89.8,87.88,63.12,45.35,71.15,45.47,10.18,25.55,17.35,37.12
