IHBAS-CPCB,Dwarka-S8-DPCC,Sri-Aurobindo-Marg-DPCC,East-Arjun-Nagar-CPCB,DTU-CPCB,Okhla-Phase-2-DPCC,Aya-Nagar-IMD,Sonia-Vihar-DPCC,Ashok-Vihar-DPCC,ITO-CPCB,JNS-DPCC,Mundka-DPCC,Pusa-DPCC,Shadipur-CPCB,Vivek-Vihar-DPCC,Mandir-Marg-DPCC,Nehru-Nagar-DPCC,Wazirpur-DPCC,RK-Puram-DPCC,Punjabi-Bagh-DPCC,KSSR-DPCC,Jahangirpuri-DPCC,Bawana-DPCC,Narela-CPCB,Patparganj-DPCC,Rohini-DPCC,Anand-Vihar-DPCC,MDCNS-DPCC,Najafgarh-DPCC
13.8,46.35,136.9,44.14,66.65,44.73,31.4,49.1,90.17,50.4,77.93,86.55,41.05,74.22,43.865,39.72,128.4,37.23,89.7,104.55,116.43,76.15,39.55,95.85,15.27,56.95,38.23,51.02,56.62
11.31,29.68,108.27,26.03,48.93,18.65,27.1,45.4,61.15,25.2,48.83,76.2,32.42,61.03,41.15,27.48,56.85,19.5,47.23,58.15,72.65,43.67,36.88,64.78,5.5,40.25,38.12,22.2,48.3
6.67,13.8,59.85,21.05,28.72,5.28,21.0,17.82,22.5,8.7,13.72,53.5,18.95,50.27,24.7,14.9,7.2,6.45,9.78,24.98,24.5,22.83,20.9,36.83,3.17,21.75,38.4,3.97,32.23
6.57,7.3,34.32,20.73,31.62,4.33,16.41,23.98,10.22,12.7,3.43,37.98,18.183684210526316,52.48,15.32,15.45,5.8,4.05,5.88,26.4,9.22,19.57,19.38,43.58,3.98,18.15,39.53,5.82,26.85
7.86,23.55,44.02,24.82,58.08,7.9,10.3,23.0,35.42,16.08,3.1,37.3,16.840555555555554,43.86,24.48,10.78,5.58,4.68,7.62,39.98,3.42,22.28,25.0,44.35,3.83,30.2,39.38,6.62,21.95
7.74,28.88,31.77,40.23,48.77,11.25,15.49,28.9,49.55,16.38,5.35,24.75,18.205882352941178,23.01,15.05,11.1,12.5,11.4,13.45,57.33,9.65,17.75,31.2,48.65,4.98,35.58,38.95,19.1,25.9
9.43,32.12,35.8,46.29,68.25,10.35,15.78,27.05,26.73,21.97,32.5,35.0,19.266875,30.25,25.3,15.95,35.83,13.88,29.6,65.47,24.27,10.9,35.7,61.5,8.1,40.58,38.68,24.77,26.88
9.96,38.85,50.92,43.74,72.78,11.7,17.77,32.53,50.05,37.28,35.58,44.83,18.534000000000002,33.43,32.15,14.25,52.0,23.27,32.75,91.58,55.3,29.95,39.73,57.0,11.4,44.12,38.62,36.05,28.38
9.17,37.1,70.6,39.02,64.75,17.0,19.01,31.0,47.7,38.02,38.4,42.4,16.566666666666666,29.97,22.0,19.4,81.0,20.7,65.55,90.6,39.665,30.7,33.15,48.7,13.35,37.2,38.65,33.15,31.3
8.25,33.27,63.98,40.25,53.45,13.35,16.38,28.65,54.7,36.25,46.5,33.3,18.362000000000005,19.04,25.55,20.65,81.38,21.45,55.25,76.15,57.62,29.1,30.45,39.75,10.9,34.97,39.05,34.35,31.02
8.07,30.05,51.0,41.78,40.02,22.17,11.99,27.3,43.48,38.25,46.77,28.88,20.198666666666668,26.8,21.77,20.68,82.43,18.75,39.62,58.22,52.45,24.23,27.88,33.75,10.68,29.62,38.88,34.28,30.27
8.12,27.82,42.42,37.66,32.35,19.98,12.98,24.7,37.65,36.4,44.8,25.07,17.444666666666667,21.81,21.38,17.07,83.38,19.62,49.05,45.62,61.23,23.2,27.1,32.3,10.12,25.72,39.45,32.9,25.55
7.67,21.93,25.62,37.02,25.88,21.0,12.87,22.95,19.65,26.23,26.4,22.55,13.078666666666663,20.67,21.17,13.07,70.52,13.57,30.88,39.03,53.38,14.1,22.52,18.3,9.8,23.32,39.33,29.32,10.8
7.4,8.75,21.32,32.36,13.53,9.5,11.63,19.3,15.6,15.97,9.5,13.63,11.974,17.43,16.93,12.1,32.25,10.7,20.73,13.05,27.23,15.18,11.55,16.1,9.27,9.6,38.9,9.57,8.07
8.13,8.18,21.6,38.42,16.88,11.95,13.85,18.57,34.38,15.1,10.4,17.07,17.21125,8.52,26.35,13.78,38.85,13.95,16.33,31.5,37.8,25.27,13.47,29.75,5.18,16.88,38.85,7.3,8.12
10.39,15.8,59.15,56.57,28.85,20.23,19.24,35.7,56.27,24.2,32.1,37.9,29.24058823529412,22.21,37.58,19.05,69.67,23.5,35.03,57.52,54.1,35.3,26.8,53.82,6.38,30.45,39.42,23.3,25.3
14.18,34.17,96.53,65.72,49.2,42.58,25.0,54.98,88.12,39.7,57.55,55.88,44.87055555555557,27.76,37.85277777777778,28.97,112.7,41.53,71.7,94.97,72.38,66.8,39.1,81.17,13.3,50.33,39.3,42.45,46.5
13.33,49.55,139.78,71.52,84.33,68.7,29.19,67.4,127.12,64.38,93.88,76.78,64.936,49.51,46.73777777777778,42.38,174.65,57.95,119.18,121.6,114.5,89.1,51.35,99.35,19.67,64.38,39.45,67.0,55.38
11.6,58.6,147.78,69.41,100.6,81.52,31.08,65.53,124.38,75.4,96.3,81.3,69.4,62.23,60.515,42.45,184.28,53.67,125.78,125.15,136.78,101.0,51.33583333333333,105.15,25.12,62.68,39.75,70.78,57.95
14.3,55.9,152.72,66.9,95.97,83.27,32.88,59.73,123.2,75.88,102.33,88.9,76.17,70.84,60.04333333333333,40.52,192.8,53.67,128.65,122.3,148.07,96.9,54.50999999999999,108.85,24.58,62.55,38.4,75.3,57.1
10.92,54.58,149.73,63.4,103.33,88.08,33.02,66.22,121.0,68.0,102.45,90.9,70.67,74.66,95.35,37.5,194.93,51.5,118.38,131.88,153.73,96.4,55.074999999999996,106.78,24.62,65.28,38.02,73.6,57.58
12.53,56.58,150.97,63.83,96.38,84.9,35.8,67.22,120.2,69.15,99.47,89.35,67.17,63.85,64.515,38.12,192.4,51.85,116.35,128.38,153.35,92.2,40.3,107.75,25.25,61.67,38.38,72.72,57.67
11.79,58.17,149.62,57.52,98.67,83.03,33.87,75.47,113.75,65.92,97.08,92.4,64.78,71.19,38.33999999999999,41.8,182.08,49.83,110.62,141.47,144.75,90.48,46.22,110.32,24.55,61.62,38.95,68.95,59.05
11.8,53.02,145.3,58.9,90.8,76.15,33.21,75.05,109.05,64.45,91.75,94.4,63.58,70.9,47.55,42.6,172.07,44.15,107.58,134.4,138.78,86.38,51.15,107.83,23.12,64.22,39.38,64.67,59.98
12.01,45.55,137.55,50.97,55.35,58.62,33.2,74.38,100.17,53.35,79.70857142857145,95.73,44.18,70.5,43.284285714285716,41.55,150.5,36.23,104.75,117.22,117.15,78.15,33.25,99.67,18.25,58.55,39.45,50.83,59.72
9.75,25.7,103.52,23.24,16.18,23.6,27.75,62.48,48.3,23.97,45.4245,64.98,24.38,57.34,36.85,31.1,71.25,13.3,55.8,60.6,65.67,34.88,28.55,53.15,9.85,41.08,40.15,15.72,49.5
3.88,7.93,48.58,16.8,11.9,5.02,19.61,16.73,2.95,4.4,24.292105263157897,27.68,25.7075,37.5,13.45,12.85,7.45,1.1,5.52,5.1,10.07,9.05,3.6,10.82,3.65,4.62,40.9,1.5,29.73
1.91,12.924347826086956,11.45,22.76,8.1,4.38,17.24,3.7,2.57,4.22,18.500555555555554,15.12,20.44388888888889,35.85,1.95,3.08,4.85,1.88,5.15,3.52,0.45,24.172083333333333,1.9,12.43,5.78,1.5,40.8,1.7,17.95
2.69,12.818333333333333,1.12,19.86,7.4,7.25,16.11,3.35,3.2,4.07,12.981764705882355,14.35,16.236470588235292,0.88,3.23,2.6,5.35,1.92,6.7,4.03,1.1,16.375,9.68,22.2,5.45,1.3,40.47,2.03,8.95
11.17,12.997083333333334,1.15,36.96,12.62,4.85,14.24,3.58,3.03,4.1,12.74470588235294,6.22,15.539375,2.88,6.05,2.88,4.85,1.98,7.47,3.78,1.33,6.7,4.4,25.23,5.7,1.75,40.3,2.03,3.4
35.44,6.35,1.4,42.76,13.4,4.65,8.41,5.6,2.8,7.15,13.82529411764706,5.92,16.060666666666666,1.56,9.4,2.95,5.12,1.9,6.68,4.35,1.6,6.8,2.8,10.3,5.42,2.35,39.83,4.47,4.2
44.45,19.03,0.85,43.39,32.88,3.65,5.98,11.5,4.4,19.55,15.472352941176469,5.85,16.34666666666667,3.02,19.27,4.1,6.62,3.02,7.1,11.97,1.2,7.08,15.25,24.85,9.0,10.98,39.73,20.02,8.75
47.62,30.2,1.6,45.98,46.5,11.2,7.11,6.1,16.2,20.07,15.171875,4.6,15.406666666666668,5.07,26.3,17.3,4.3,8.4,4.4,34.0,12.12375,8.0,15.2,38.7,15.9,26.1,39.95,22.9,24.2
34.64,27.65,1.3,42.2,50.48,10.68,15.45,4.5,26.48,16.15,15.268235294117646,7.25,16.477142857142855,9.63,28.75,17.27,6.05,15.25,5.97,48.12,8.8,9.43,20.68,48.4,13.75,29.48,40.133333333333326,23.5,22.98
14.31,22.8,3.0,38.93,31.83,10.0,15.14,5.55,27.93,13.6,16.025294117647057,19.25,18.62857142857143,9.9,21.55,17.62,17.05,8.47,6.35,56.83,21.38,6.65,25.6,49.28,13.07,28.45,40.307500000000005,19.05,21.8
8.79,14.65,9.7,38.87,17.1,7.28,14.25,4.92,27.68,14.17,14.524117647058823,26.32,17.507142857142856,5.82,15.55,14.85,42.9,3.52,4.15,25.43,29.38,6.68,26.88,36.65,11.5,9.72,39.089999999999996,29.75,1.88
10.65,1.3,11.15,38.22,10.7,13.4,7.62,7.82,8.22,19.88,11.711176470588235,26.27,13.455714285714285,17.27,19.02,7.45,34.1,2.97,8.02,13.43,32.2,8.07,23.33,17.7,10.1,4.33,36.02555555555555,27.85,3.55
9.54,10.55,9.38,43.79,17.3,6.32,6.34,10.95,7.1,9.75,13.94,19.52,16.806,44.43,11.57,5.05,10.8,3.55,8.15,17.9,14.82,7.7,8.53,16.93,10.55,4.0,35.24235294117647,17.57,2.92
11.11,18.3,17.05,52.67,29.55,14.48,8.13,20.9,44.7,10.93,21.92947368421053,22.1,22.278750000000002,24.45,26.77,16.25,28.93,12.45,12.52,37.6,21.1,13.1,14.93,42.57,12.75,16.82,37.651111111111106,26.98,9.35
14.01,33.62,52.12,62.25,70.05,45.08,19.19,37.83,74.92,21.25,36.025999999999996,46.67,34.31117647058824,21.61,43.28,23.65,72.85,32.47,45.42,74.27,48.7,44.0,36.15,67.35,17.05,39.55,41.760000000000005,40.83,40.0
14.71,41.27,99.83,70.84,92.12,42.55,27.43,57.88,103.02,30.95,59.3242857142857,72.3,52.35888888888889,49.41,38.524210526315784,30.8,107.2,39.28,79.67,110.55,69.7,72.2,39.3,95.97,21.1,58.15,46.8155,48.8,53.62
12.62,52.9,127.42,65.96,97.95,61.27,33.12,69.7,118.4,40.568461538461534,103.1,84.4,84.7,69.72,44.918888888888894,35.58,143.45,46.55,101.3,137.18,106.53,85.2,50.75,107.75,24.98,65.65,51.415238095238095,60.92,57.83
11.22,53.1,146.75,65.1,116.9,86.22,34.69,73.92,123.22,45.6,117.42,86.02,99.62,51.54,51.746,38.02,169.43,46.65,119.22,134.07,138.05,89.9,53.27,114.33,24.82,72.08,39.25,73.03,57.55
11.5,55.98,143.58,70.19,119.85,89.65,34.29,83.3,131.4,49.08,93.52,88.32,89.33,61.76,41.265,38.38,177.05,52.15,119.78,123.15,141.93,87.6,55.05,117.67,26.7,75.9,40.25,75.62,53.08
10.25,58.33,154.15,66.15,130.75,109.07,36.94,83.38,134.82,49.15,115.8,87.0,95.9,72.05,47.99,37.15,192.8,56.08,116.65,134.9,164.0,93.22,56.03,120.15,29.77,79.42,39.95,78.1,53.62
11.37,57.802,151.03,66.02,108.75,120.6,35.01,86.28,138.78,51.85,113.73,86.23,87.6,82.09,35.315,39.25,190.6,54.55,111.78,123.62,163.3,108.9,57.85,113.65,29.75,70.72,39.95,77.62,53.88
11.23,55.5996,134.15,65.05,101.65,93.47,30.55,83.28,121.75,45.92,97.25,84.35,61.772083333333335,75.21,24.496000000000002,41.65,192.35,49.95,99.28,119.95,160.22,89.67,53.65,95.28,30.3,63.02,40.83,73.8,54.08
11.21,45.3,127.65,61.89,101.2,82.88,30.66,75.05,102.35,36.12,84.83,83.25,63.15,69.07,27.676666666666666,37.15,162.3,36.03,87.62,109.88,136.68,77.0,49.9,96.9,27.77,64.15,41.23,63.58,55.38
10.79,44.6,113.62,56.36,64.82,75.5,30.11,68.32,93.07,27.2,71.53,85.6,45.75,69.19,47.45,33.45,131.25,22.97,80.0,102.7,102.93,68.75,37.6,88.65,23.22,58.18,40.58,51.12,54.65
8.69,21.4,71.0,34.0,18.88,26.1,26.25,39.62,39.35,16.95,20.22,49.83,10.75,37.96,23.18,19.7,58.2,5.22,22.83,43.53,27.23,26.57,21.48,65.65,18.18,42.85,40.2,15.65,43.12
6.4,0.97,42.17,26.51,16.6,4.62,15.18,14.85,3.57,0.43,3.03,28.05,0.98,32.01,2.55,6.15,10.65,1.27,4.25,3.9,0.45,10.07,4.8,12.07,6.5,9.2,39.3,1.5,28.62
2.98,10.7452,11.77,24.79,8.38,5.27,12.36,3.6,3.1,0.3,3.77,14.55,1.18,34.65,1.48,3.3,6.4,1.88,6.98,4.2,0.3,8.88,1.98,3.8,5.35,2.5,39.5,1.65,12.23
1.73,0.4,0.62,25.6,9.1,4.75,9.89,3.28,3.15,0.15,5.03,5.08,1.15,0.67,1.2,2.12,4.85,2.3,6.28,3.92,1.0,6.6,5.72,2.25,6.58,2.55,39.6,1.8,6.0
2.21,0.28,1.7,33.81,7.4,5.25,6.37,3.12,2.95,0.1,6.35,3.65,1.52,1.9,1.35,2.38,5.33,2.5,7.92,4.55,1.1,6.93,9.18,7.12,8.53,2.75,38.83,1.88,1.95
8.84,1.55,2.52,44.35,5.5,3.93,7.11,8.78,5.93,5.8,4.75,2.12,1.33,0.39,17.25,9.48,5.52,2.12,7.52,3.65,0.5,7.25,18.05,8.78,6.62,3.7,38.62,9.82,1.0
9.31,16.9,0.95,43.32,34.25,4.08,7.08,18.05,5.95,18.35,17.15,4.5,3.6,1.19,30.78,13.88,12.9,2.68,4.88,13.88,2.42,6.65,21.12,22.8,7.4,17.2,38.58,28.82,1.32
8.99,22.7,1.6,44.01,31.82,25.2,10.92,22.8,40.7,17.83,32.85,3.7,19.8,3.55,28.2,22.0,32.7,0.5,1.15,40.3,15.024999999999999,17.6,12.3,37.5,15.4,22.5,39.45,32.1,14.1
8.52,23.52,0.72,42.04,25.95,33.4,11.25,21.02,47.1,18.23,15.55,9.75,13.88,2.53,23.43,23.6,14.85,3.88,5.97,40.75,18.25,15.17,14.4,32.95,12.93,23.73,40.03,35.88,13.85
8.05,24.82,1.2,41.91,12.78,18.77,14.0,17.8,44.65,8.15,6.5,18.85,15.3,5.03,25.43,22.48,19.8,5.3,4.67,26.82,31.05,9.97,18.65,34.82,13.5,12.93,39.38,28.98,15.08
7.61,13.45,5.07,38.81,13.88,22.02,12.23,16.9,21.32,1.57,6.85,24.27,2.25,1.51,25.15,20.5,7.72,2.53,5.9,9.68,44.48,7.05,17.38,21.05,10.32,5.53,38.58,14.07,8.85
6.14,1.0,9.25,28.64,20.38,6.03,10.97,4.9,3.25,0.1,4.28,7.3,1.15,4.42,15.98,11.07,5.93,2.8,8.07,9.25,21.4,6.83,16.7,4.9,6.3,2.0,38.55,1.7,0.95
5.5,0.73,4.97,23.67,7.3,5.45,8.79,3.52,4.92,0.1,5.78,2.65,2.1,1.82,12.45,5.05,8.28,2.98,7.18,9.52,21.52,7.65,10.4,3.92,3.65,2.6,38.25,1.57,1.2
7.41,1.48,9.73,40.36,7.35,6.58,13.69,3.77,12.18,0.3,5.62,4.4,3.47,2.67,14.88,5.05,8.03,4.78,9.22,10.85,24.38,9.97,6.98,14.48,4.15,4.03,40.12,2.08,4.92
11.6,11.53,33.42,58.27,29.05,11.3,19.01,20.42,38.38,3.48,14.4,25.23,12.97,3.36,31.72,10.53,26.5,21.5,13.05,29.5,34.65,40.85,24.35,59.22,5.97,27.0,40.65,5.38,30.18
15.19,24.8,59.75,67.91,39.27,22.48,27.55,55.12,72.4,20.53,33.75,65.1,35.45,28.83,38.0821052631579,24.23,61.73,35.9,39.72,108.7,52.5,72.75,43.07,96.3,10.5,50.17,40.55,28.9,49.35
13.52,53.5,114.1,78.72,82.58,58.37,33.98,85.08,135.4,38.35,68.0,107.57,42.52,67.38,46.099999999999994,38.95,126.15,64.72,96.35,178.5,96.0,105.67,61.58,120.55,17.65,91.62,32.1,56.92,60.2
17.66,55.22,127.62,88.47,114.42,121.77,33.06,111.05,174.2,56.77,95.7,122.03,61.85,66.63,28.100000000000005,55.7,171.8,89.67,126.7,197.6,141.4,140.07,71.0,123.75,28.93,107.2,43.52,91.75,58.1
15.88,67.3,153.9,85.8,81.58,122.6,34.43,109.85,169.75,65.55,98.63666666666666,108.72,50.52,76.31,39.285,61.75,161.0605,73.97,141.0,167.7,150.0,104.97772727272728,60.58,117.72,38.15,88.78,44.02,96.1,60.9
12.32,56.02,154.65,71.8,77.8,96.82,32.72,91.83,137.82,53.5,98.974,89.58,44.95,64.99,47.45,47.9,185.6,58.75,121.12,155.88,144.05,98.0,57.2,109.95,40.55,77.05,42.12,88.28,57.88
11.2,53.92,140.2,62.06,79.7,92.15,28.37,82.75,130.2,47.85,96.97333333333334,93.85,41.2,70.7424,46.626666666666665,40.55,178.1,55.83,110.05,144.3,135.43,108.82650000000001,63.65,110.78,32.48,78.18,41.55,72.53,57.95
11.06,56.45,142.3,67.29,90.68,86.25,30.15,83.45,129.55,47.5,88.59333333333332,95.88,37.8,53.62,26.0075,45.8,173.5,54.72,108.78,152.12,135.83,100.53736842105263,61.33,108.0,29.12,74.75,44.2,71.8,61.58
11.32,54.83,142.7,56.11,81.73,80.67,29.2,79.8,119.23,40.42,107.05,92.65,44.92,51.01,40.446666666666665,46.6,172.9,43.75,105.62,146.25,132.12,90.89944444444444,56.88,106.15,28.12,71.47,45.67,68.7,63.1
11.21,47.35,138.0,45.07,61.6,65.08,29.13,72.6,103.95,38.4,85.78,90.58,31.0,43.94,46.6,45.12,141.97,37.5,103.25,122.22,117.05,78.96388888888889,43.98,98.25,21.65,66.83,45.35,57.23,59.67
9.91,19.4,100.38,27.7,21.78,23.92,26.26,55.38,47.48,13.27,47.17,75.85,11.03,34.91,44.0,32.77,65.08,8.2,49.82,54.95,71.22,47.275882352941174,29.8,54.02,7.95,49.15,44.8,24.25,47.65
6.35,1.35,45.0,22.84,18.0,5.6,19.95,13.03,5.45,0.6,5.4,25.98,3.27,30.73,12.43,15.2,9.03,1.12,6.5,6.12,17.43,21.85470588235294,9.62,13.92,3.8,24.8,44.8,1.15,33.35
2.63,0.25,7.55,23.86,13.38,3.77,17.7,3.7,2.88,0.1,4.1,6.2,3.3,61.11,1.35,3.85,5.15,1.92,8.0,4.53,9.78,17.880000000000003,3.2,4.5,6.55,11.85,44.33,1.47,16.65
1.5,0.77,0.9,18.8,9.82,5.53,17.95,5.88,2.92,0.15,4.42,6.92,3.23,26.4872,1.07,3.23,4.45,1.95,7.8,4.17,1.53,12.751249999999999,4.97,7.28,6.67,5.45,42.98,1.7,16.38
1.5,2.15,1.02,20.35,10.65,5.08,15.38,5.15,2.83,0.1,4.08,8.43,3.58,23.669199999999996,1.0,2.7,4.95,1.85,7.72,4.32,1.05,10.89,6.92,9.02,6.82,2.53,42.1,2.02,19.7
1.5,16.4,0.6,24.05,13.6,4.25,13.98,5.38,3.6,1.0,4.1,4.22,3.35,38.31,1.35,4.4,4.68,3.5,7.48,10.4,0.75,11.03,8.57,17.77,7.62,4.67,42.0,4.3,22.48
20.86,26.7,4.5,35.62,21.5,4.2,12.19,10.68,19.25,9.03,7.3,9.4,13.32,33.28,9.85,6.95,13.43,5.85,6.15,21.75,2.12,16.166470588235295,15.65,39.02,6.58,9.52,42.85,18.78,21.52
29.28,25.6,9.3,41.92,44.4,3.3,11.77,16.8,25.3,15.85,3.5,17.5,9.1,40.03,18.1,12.2,11.8,14.9,4.5,45.5,12.63,16.08235294117647,16.15,45.2,10.4,29.4,43.0,29.6,9.4
40.93,29.7,10.25,39.3,48.78,13.7,12.78,21.0,32.12,19.07,4.12,14.15,25.27,28.72,16.75,12.1,20.77,12.88,6.53,61.9,13.07,13.882352941176471,21.95,41.88,9.72,35.25,42.8,32.17,6.53
34.87,20.62,17.38,38.73,30.0,15.4,10.9,20.4,27.75,15.28,3.6,9.12,17.68,9.2,16.35,14.12,30.12,9.4,4.93,50.73,28.27,12.096111111111112,24.23,41.83,11.47,31.53,42.9,29.88,3.42
30.92,18.17,24.25,39.0,19.57,13.8,8.49,18.15,9.3,13.5,3.4,11.95,5.2,7.43,15.22,16.58,30.52,7.55,5.08,41.03,31.73,12.856315789473687,17.55,23.02,12.02,24.05,43.02,29.45,3.15
29.02,8.4,17.25,35.75,16.75,7.85,5.95,19.9,4.55,9.12,2.75,15.78,3.57,2.09,14.78,8.57,7.85,3.45,6.83,18.2,22.52,15.3055,13.25,17.1,11.2,16.27,42.92,16.55,3.2
25.75,1.67,12.55,27.94,13.4,5.18,7.2,12.55,3.83,0.28,2.95,8.25,4.68,3.1,11.3,6.05,5.65,4.3,8.12,6.47,16.93,19.88857142857143,10.7,9.97,7.03,3.25,42.7,2.25,3.58
40.46,4.83,13.8,42.41,10.7,7.17,12.48,5.42,14.17,0.32,4.65,7.5,5.45,1.06,20.48,8.2,10.8,7.9,7.33,14.12,34.0,17.85,10.95,20.95,5.1,3.35,41.9,3.35,8.62
75.35,20.6,41.6,59.51,34.95,15.15,20.4,33.35,42.38,13.95,20.8,33.1,11.4,4.56,40.23,15.15,38.35,16.85,13.15,41.75,47.35,37.95,26.05,57.75,6.45,26.48,43.25,13.2,35.27
67.43,48.27,95.17,72.77,57.23,33.95,25.45,63.18,83.25,27.62,47.6,78.95,44.48,58.29,35.16882352941177,22.78,85.5,43.5,65.53,130.45,76.2,64.35,46.02,84.83,15.22,62.2,45.95,44.73,55.88
19.45,69.95,159.5,90.77,81.3,82.0,31.38,95.35,155.88,45.27,98.62,114.6,86.62,76.3,46.3575,44.8,157.02,72.38,136.1,183.18,138.15,106.38,48.35,109.9,28.7,87.22,46.38,69.72,67.05
21.18,76.68,184.0,95.7,87.25,118.6,36.03,105.6,183.12,58.62,122.4,113.4,88.3,88.54,32.803333333333335,53.65,152.28391304347826,76.25,152.7,188.43,174.85,123.78,52.62,108.2,38.88,83.55,43.48,94.4,67.6
17.07,69.25,175.32,74.89,83.0,109.82,32.85,88.42,142.78,61.88,125.02,100.23,83.2,95.55,43.54,54.38,160.332,60.83,144.62,171.38,169.97,89.83,53.12,107.43,40.3,71.2,42.67,96.5,61.1
11.73,56.85,160.25,65.05,81.4,107.22,29.78,77.53,122.38,49.1,102.3,94.25,56.33,77.58,48.9,41.65,173.05,51.32,124.47,136.83,158.68,89.0,53.65,102.98,34.38,69.8,38.67,80.12,53.9
12.34,52.62,142.65,57.17,96.5,91.73,29.07,77.38,116.75,41.85,89.85,92.47,55.75,79.25,45.94333333333333,35.7,174.05,49.3,106.28,136.43,143.83,90.43,56.52,101.83,29.18,70.88,38.98,70.53,52.92
12.12,53.2,140.5,63.11,93.92,83.4,26.42,77.97,123.85,44.38,91.32,92.95,55.55,73.5,25.2125,41.58,166.0,50.8,105.83,144.1,134.6,87.97,57.75,104.7,27.2,72.0,39.6,69.22,55.08
11.64,52.92,139.82,54.5,76.85,79.02,28.75,76.95,110.8,38.75,88.22,96.05,53.07,82.09,28.703999999999997,43.15,153.62,44.4,101.6,135.7,130.17,83.12,53.67,106.18,26.02,70.9,38.72,64.83,58.22
11.32,43.83,132.45,38.28,50.67,62.52,28.98,71.65,94.3,29.35,79.33,93.2,39.25,64.44,49.5,41.2,135.1,32.25,96.3,119.58,110.88,70.05,47.52,100.72,19.38,66.88,38.67,54.28,58.38
10.89,21.82,95.47,21.44,30.1,24.33,24.18,61.08,32.55,10.98,48.8721052631579,66.4,8.15,55.22,39.05,31.15,68.88,12.27,33.48,67.97,59.9,37.98,25.9,58.5,8.7,43.48,38.4,21.35,40.65
7.65,1.83,48.02,19.52,17.88,4.12,19.24,29.83,2.05,0.12,24.878333333333334,47.55,3.27,32.43,11.3,9.6,8.12,1.2,7.58,5.65,7.03,9.3,7.0,17.7,4.52,2.88,38.62,1.25,21.75
3.33,0.5,17.23,24.35,6.62,4.25,17.72,4.75,2.45,0.18,14.48294117647059,20.82,2.92,27.89,1.27,3.33,6.75,1.82,6.53,4.08,2.02,7.65,2.58,9.12,6.2,1.88,40.25,1.4,12.4
1.55,0.38,1.78,20.45,5.35,6.05,11.51,3.73,3.05,0.17,8.849374999999998,0.4,3.17,52.24,1.18,2.95,6.45,2.0,7.55,4.48,0.68,6.28,3.6,8.45,7.8,2.1,40.0,1.6,13.85
1.51,0.48,0.6,22.23,5.3,5.25,7.04,3.8,2.05,0.1,9.982500000000002,3.05,3.65,45.73,1.1,3.2,5.03,1.88,6.78,4.32,1.33,6.58,6.62,2.6,7.7,2.3,39.48,1.62,23.48
2.14,9.88,0.62,30.22,10.9,4.92,6.39,3.67,1.95,0.3,9.923124999999999,2.6,3.73,25.88,0.88,3.05,4.7,2.17,7.08,4.05,1.35,6.6,13.32,15.9,8.2,2.43,38.9,1.73,11.55
12.8,10.8,0.42,27.44,11.32,3.48,11.74,3.88,4.07,0.12,11.505624999999998,1.77,3.33,40.34,2.38,3.27,4.45,2.08,8.18,8.75,1.17,6.35,21.82,25.82,7.32,1.85,38.85,1.55,5.83
11.66,7.9,2.0,37.07,8.12,5.0,8.63,3.7,22.1,0.1,15.578125,2.3,2.0,5.27,1.3,9.0,4.1,6.9,8.7,5.3,3.29375,6.7,11.9,26.2,10.0,4.9,38.55,1.95,2.6
10.9,1.18,0.5,38.25,9.0,2.75,9.84,4.0,24.88,8.371428571428572,12.575625,0.68,2.3,10.77,1.42,9.55,4.97,6.4,7.7,14.67,0.9,6.95,12.889565217391306,10.32,6.18,4.03,39.23,1.75,3.05
12.24,0.75,1.07,27.91,6.73,3.23,12.77,4.17,20.73,9.077894736842106,13.01375,0.28,2.52,1.09,2.77,9.8,6.58,2.9,4.85,10.4,0.42,6.55,0.85,3.22,6.78,3.62,39.62,1.7,3.67
11.41,0.12,4.55,20.3,4.05,3.67,9.41,4.47,3.33,7.69842105263158,10.705,0.4,2.77,0.37,5.17,8.55,7.38,4.83,5.05,4.05,5.7,7.3,0.95,4.05,6.8,2.85,38.58,1.67,3.75
4.29,0.12,5.0,20.77,4.93,4.12,5.79,4.53,3.05,8.767222222222221,9.703125,0.85,3.2,0.46,2.02,3.1,5.22,4.1,7.22,5.62,14.8,8.03,5.65,3.45,5.47,3.77,38.28,1.45,3.57
1.75,0.43,1.38,22.11,4.97,5.67,5.63,4.58,6.1,7.8595,14.054117647058822,1.5,3.45,1.79,3.15,2.95,5.07,4.35,7.58,5.95,11.18,8.12,11.47,4.12,6.15,2.02,38.28,1.65,3.42
3.18,0.95,7.67,27.01,6.38,5.0,6.61,5.12,10.55,0.95,21.728333333333335,2.75,4.7,2.04,4.1,3.8,5.58,5.57,7.65,14.55,13.52,8.57,6.07,13.03,7.7,4.03,38.88,2.53,5.25
20.73,11.93,48.7,50.65,17.77,9.75,14.59,14.6,32.05,5.62,39.91947368421052,21.4,10.35,11.35,18.32,9.88,12.35,15.65,16.98,39.08,38.08,27.2,21.88,44.67,7.77,24.6,39.35,8.85,24.25
72.16,31.02,93.68,73.63,53.08,30.15,23.36,48.08,90.8,30.77,66.385,65.95,30.0,44.87,39.7,25.15,59.85,39.42,57.03,90.38,83.85,60.25,42.6,90.1,11.88,53.15,39.05,39.52,49.68
