IHBAS-CPCB,East-Arjun-Nagar-CPCB,DTU-CPCB,Shadipur-CPCB
7.8,12.55,1.58,9.75
4.45,9.1,1.25,10.933333333333335
1.99,5.24,1.06,9.727142857142855
0.99,13.68,0.98,7.6066666666666665
0.78,5.21,0.96,6.4375
0.42,9.16,0.88,10.651666666666669
0.77,15.31,0.94,8.785454545454545
1.68,16.83,0.96,14.300714285714283
4.07,23.01,1.0,18.25
6.45,9.78,0.96,30.12
9.24,15.46,0.96,28.46
12.3,23.54,0.95,49.48
15.71,19.43,1.01,90.88
13.9,5.48,1.03,71.4
6.61,6.64,1.13,25.44
3.68,1.71,1.25,32.801904761904765
2.76,1.25,1.23,32.15631578947369
2.25,13.0,1.1,7.58
1.69,18.35,1.02,22.600666666666665
1.04,17.84,0.98,21.053125
1.15,3.9,1.04,3.38
1.46,20.34,1.03,28.71
1.79,2.38,1.01,22.657142857142855
3.63,18.51,1.05,18.99666666666667
1.97,10.95,1.04,8.043846153846154
2.23,10.34,0.96,7.866
2.18,9.17,0.9,5.851111111111112
1.12,14.19,2.2,3.0100000000000002
0.75,6.11,2.78,5.116666666666666
1.05,18.08,3.63,8.866249999999999
1.44,16.2,3.36,3.32
2.05,10.81,2.28,1.72
3.68,13.3,2.39,18.13
6.25,3.35,1.38,36.19
9.21,19.61,2.44,41.28
19.48,15.95,2.76,49.06
14.4,16.75,0.96,63.27
4.18,15.69,1.06,41.25
1.55,11.12,1.09,18.45
1.88,29.36,1.18,6.24
1.42,23.65,1.38,6.63
1.64,15.92,1.54,3.82
1.77,8.61,1.45,17.968947368421052
1.96,5.36,1.36,14.93
2.17,5.3,1.47,17.47
3.49,21.08,1.45,20.55
5.66,6.17,1.39,22.36
7.64,14.79,1.33,21.88
8.11,17.93,1.21,5.08
7.63,6.23,1.09,13.91
8.72,7.3,0.99,5.26
3.52,17.35,1.36,6.746923076923077
1.63,3.06,3.66,3.88
1.21,21.47,3.56,4.84
1.31,23.94,3.68,2.51
2.03,19.39,3.12,15.52
3.45,15.97,2.49,14.32
6.62,20.98,1.25,18.89
8.14,7.53,1.0,30.12
8.31,22.71,1.13,11.38
7.4,24.48,1.28,44.21
5.02,14.7,1.29,28.49
3.18,7.62,1.21,12.02
2.4,24.98,1.21,8.74
3.55,5.19,1.2,24.274117647058826
2.79,38.34,1.2,17.82611111111111
1.98,11.12,1.3,19.12538461538462
1.79,20.09,1.2,2.07
2.52,11.09,1.52,2.6
4.26,29.66,1.36,25.96
3.93,0.9,1.14,19.426666666666666
3.69,22.76,1.72,16.847272727272728
5.16,19.14,1.04,6.622000000000002
5.04,11.07,2.1928,7.843333333333334
3.83,17.11,2.276666666666667,6.008
2.72,1.91,3.44,3.153333333333333
1.9000000000000001,13.94,3.42,6.533333333333332
1.03,20.24,3.37,6.803999999999999
0.97,11.04,3.92,7.315714285714286
1.25,22.91,1.68,10.386
2.8,18.89,1.11,10.25
6.15,33.95,1.16,13.8
7.87,17.48,1.16,12.0
7.0,15.03,1.17,23.91
5.47,24.6,1.26,11.97
5.5,18.21,1.21,14.84
3.79,8.08,1.2,10.12
2.45,12.63,1.42,7.69
1.16,8.09,1.31,27.52733333333333
1.04,19.84,1.3,22.62375
1.27,18.09,1.29,25.12833333333333
1.69,14.29,1.39,23.905833333333334
1.5,20.91,1.43,27.9275
1.44,11.05,1.44,29.311999999999994
2.09,9.77,1.33,22.315454545454546
1.95,22.91,1.3,18.649
2.27,18.05,2.54,7.4775
2.29,4.65,3.68,8.654
1.61,12.58,3.23,5.236666666666666
1.29,14.41,3.78,2.3
0.91,31.17,3.71,8.475
0.91,16.33,3.59,11.626666666666665
1.44,1.93,3.53,14.1075
1.56,17.95,2.35,3.91
3.708181818181818,10.01,1.31,20.64
6.058695652173912,22.18,2.4,35.24
8.109565217391303,23.69,1.87,37.91
10.353913043478261,9.56,2.6,14.1
5.84,17.14,1.27,44.337826086956525
8.86,18.46,1.38,41.34599999999999
3.42,9.34,1.47,28.63428571428571
2.01,17.06,1.44,6.33
1.66,19.35,1.35,3.96
1.78,25.02,1.23,22.23
2.94,16.86,1.34,16.55
4.67,16.46,3.03,17.23
3.71,15.73,3.57,11.11
2.69,6.1,3.38,8.21
2.91,19.63,3.2,6.44
2.98,21.12,3.51,16.456428571428567
2.88,6.38,3.58,9.011000000000001
2.6,20.95,3.62,10.337142857142855
2.02,16.79,3.69,5.764
0.87,8.77,3.54,1.0699999999999998
1.01,6.12,3.41,3.755
1.03,11.7,3.44,4.841666666666667
1.36,13.32,3.49,8.530000000000001
2.02,6.94,1.85,14.570833333333333
6.81,9.69,1.36,2.77
10.61,6.67,1.41,13.29
14.12,20.66,1.35,41.44
16.61,14.95,1.47,51.4
16.32,20.09,1.62,59.8
15.52,10.21,1.82,75.04
16.48,12.83,2.11,55.35
16.21,6.01,1.99,42.04
12.51,9.07,1.81,23.91
9.52,3.1,1.65,20.23
8.8,7.91,1.53,8.32
7.89,20.62,1.65,9.1
6.73,12.14,1.79,17.83
6.04,9.93,2.0,26.53
6.0,17.2,2.01,19.07
6.64,23.27,1.75,19.76
6.64,4.61,2.08,8.94
5.43,15.03,1.29,7.58
3.96,30.95,3.58,10.996666666666664
2.58,10.19,3.12,8.196
1.31,5.01,3.1,7.493333333333332
1.18,15.96,3.17,12.728750000000002
1.53,27.58,3.36,24.87875
2.69,22.01,1.93,31.39846153846154
6.49,21.77,1.81,17.55
7.88,37.27,1.51,59.34
12.43,19.91,1.45,103.98
19.4,39.43,1.72,144.65
30.88,12.27,1.99,149.9
39.82,3.17,2.04,136.7
46.84,14.93,2.38,124.87
42.23,12.04,2.75,105.22
40.43,26.48,3.24,109.38
41.45,14.4,3.48,82.97
41.64,7.9,3.65,88.24
39.66,25.59,3.7,95.52
37.25,20.41,3.68,84.14
16.8,8.81,3.44,76.9
25.31,32.69,3.39,48.7
13.97,13.02,2.93,38.4
9.52,17.08,2.37,14.96
4.77,9.67,2.05,5.79
4.42,17.59,1.73,5.85
3.68,6.01,1.53,11.468333333333334
1.79,23.87,1.4,5.66
0.89,17.39,2.23,8.80875
1.32,24.89,2.78,3.12
2.46,22.38,1.44,20.326923076923077
6.88,17.7,1.49,4.25
13.9,16.24,2.03,40.47
17.12,26.32,1.47,57.89
21.15,27.34,1.53,114.74
25.21,37.28,1.81,121.69
28.25,12.89,2.01,105.16
32.9,18.36,2.16,72.31
35.82,17.09,2.14,70.54
31.15,11.6,2.19,80.87
25.8,12.28,2.11,64.28
20.98,15.34,2.25,61.91
16.02,11.45,2.35,38.1
11.5,5.54,2.37,24.07
9.0,14.38,2.45,45.81
8.0,24.81,2.66,55.01
10.05,13.7,2.52,50.7
8.79,12.95,2.15,18.1
5.51,12.36,1.79,13.14
3.99,4.65,1.58,4.6
3.48,9.39,1.44,0.69
1.64,11.23,3.28,7.646666666666667
1.12,6.58,4.78,6.914285714285713
1.34,13.73,4.59,8.72
2.2,9.16,2.27,13.898333333333333
5.61,14.58,2.18,14.681111111111111
7.04,16.1,2.23,21.28
10.31,13.48,4.24,40.39
11.63,13.2,2.07,29.76
9.9,5.3,3.12,16.09
7.85,4.06,3.78,42.021
5.23,11.24,3.45,4.23
3.05,7.76,3.54,1.48
2.66,3.88,4.12,0.76
2.84,22.35,3.93,23.180000000000003
2.09,6.56,3.54,24.37272727272727
1.75,5.49,3.39,24.83090909090909
2.04,7.27,3.32,24.694
2.35,16.68,3.48,35.588750000000005
1.93,6.74,4.08,28.36
1.91,3.99,4.06,24.091250000000002
2.39,12.72,3.81,12.81
2.41,5.82,3.57,8.446666666666667
1.77,4.58,2.6266666666666674,4.771428571428571
1.43,6.19,2.4090909090909096,2.26
0.93,3.13,2.306363636363636,5.47
1.02,3.73,2.1754545454545458,1.16
1.65,5.32,1.33,15.342727272727274
1.84,9.52,1.03,23.71333333333333
6.08,14.65,1.04,5.37
8.91,7.4,1.05,51.57
12.26,14.25,1.11,92.82
25.05,8.16,0.51,128.34
33.95,18.34,0.52,74.31
39.42,3.14,0.56,36.2
32.79,15.18,0.6,7.42
21.29,6.83,0.49,35.839999999999996
17.1,5.6,0.45,33.39071428571429
12.8,15.57,2.41,3.38
8.2416,10.825600000000001,0.45,7.86
7.16,11.082,2.4808695652173913,23.037272727272725
5.84,8.41,0.47,26.768888888888892
3.66,2.99,2.1152173913043484,34.09625
4.1668,5.66,2.2491304347826087,24.145555555555557
1.03,5.79,2.1495652173913045,21.64125
1.84,11.0,1.12,12.301666666666668
1.14,4.96,3.11,7.5920000000000005
1.36,12.11,0.94,7.9799999999999995
1.47,6.46,1.08,5.406666666666666
0.9,6.84,1.06,7.2799999999999985
0.74,4.67,1.03,11.378
0.86,24.06,1.18,13.7575
1.48,11.04,1.2,8.25
2.17,10.78,1.19,8.12
4.39,4.86,3.52,37.44
6.72,0.49,1.25,45.2
8.33,4.12,2.02,44.34
8.25,3.49,1.34,45.7
7.64,4.33,1.39,27.06
5.58,5.21,2.29,21.93
1.59,13.98,1.57,15.82
1.31,9.86,2.31,39.857142857142854
1.22,8.58,2.95,31.74230769230769
1.23,13.77,2.33,26.969999999999995
1.26,4.41,1.46,25.81083333333333
1.29,8.93,1.39,28.139999999999997
1.38,7.53,1.38,28.198999999999995
1.52,1.81,1.44,1.11
1.97,12.03,1.36,5.92
2.21,17.36,1.26,10.2575
1.2,1.76,1.89,6.292857142857143
0.9,6.45,1.16,4.369999999999999
0.78,4.57,1.13,3.3049999999999997
0.74,4.84,1.09,5.47
0.83,3.1,1.13,1.16
0.92,10.93,1.2,1.9525000000000001
1.13,8.16,1.77,5.715714285714286
1.43,8.55,1.22,8.91076923076923
2.02,17.38,2.31,29.934
2.38,3.85,1.15,43.775333333333336
2.0,4.21,1.15,53.349333333333334
1.94,5.69,1.16,59.77642857142856
1.58,2.09,1.18,60.74916666666666
1.19,8.45,1.2,42.10230769230769
0.82,7.79,1.14,36.63636363636363
0.72,2.03,1.09,33.694545454545455
0.8,11.97,2.1,33.348
0.78,8.74,1.86,33.834999999999994
0.76,11.39,2.54,31.149
0.92,4.9,2.53,36.5611111111111
1.15,9.91,2.18,34.70444444444444
1.79,5.89,1.54,23.910000000000004
1.79,14.48,1.36,4.69
1.36,3.55,1.25,12.713333333333333
0.91,6.64,2.94,7.772
0.69,3.98,2.17,5.046666666666667
0.6,6.44,1.68,2.276666666666667
0.45,5.87,1.05,4.6
0.49,11.91,1.09,7.41
0.53,3.01,1.15,6.734285714285714
0.71,11.3,1.18,8.223636363636365
1.07,10.7,1.69,5.43
3.39,13.03,2.96,20.03
6.51,6.99,2.52,12.99
5.6,9.22,2.62,11.91
4.2,7.41,3.06,45.69444444444444
3.15,8.91,1.6,55.90461538461538
1.48,2.19,1.42,38.82857142857142
0.88,1.23,1.24,33.86846153846154
0.7,13.94,1.56,39.315999999999995
0.55,4.81,3.07,33.666000000000004
0.77,5.88,2.2,35.36555555555555
0.7,4.84,2.12,34.24
0.7,8.03,3.09,36.317142857142855
0.83,12.45,1.26,44.61333333333334
0.93,6.79,1.09,30.93285714285715
0.82,10.32,0.97,20.68
0.74,20.73,1.33,14.132
0.76,6.26,2.9,8.5425
0.88,8.68,1.99,5.593333333333334
1.2534782608695654,11.63,2.49,2.3499999999999996
0.8351999999999999,7.84,0.98,5.47
0.55,10.43,1.08,4.736
0.47,2.77,1.17,3.973333333333334
0.57,5.56,1.17,7.863000000000001
1.43,5.29,1.64,10.57875
3.39,11.16,3.29,10.77
4.46,6.59,3.4,1.17
3.8,6.74,3.45,44.263684210526314
2.58,8.41,2.43,51.06066666666667
1.78,8.53,1.54,53.38916666666666
1.51,8.95,1.36,38.534615384615385
1.04,8.55,1.25,34.92727272727273
1.0,9.73,2.21,37.90111111111111
0.9,16.34,3.36,33.67875
0.62,9.74,3.36,36.88249999999999
0.54,7.05,3.37,39.037142857142854
0.76,15.28,3.42,46.0
1.02,11.08,1.4,43.53333333333333
1.38,5.36,2.32,32.09571428571429
1.73,6.77,1.19,19.88
2.25,6.78,2.67,15.4375
1.94,8.92,3.38,8.863333333333333
1.6384,13.28,2.95,3.8966666666666665
1.4304545454545456,3.95,2.42,0.9466666666666667
0.81,12.51,2.42,2.478
0.8,9.04,1.94,7.492857142857143
1.04,5.18,2.05,1.24
1.6,14.7,2.83,0.91
3.7,3.91,2.71,2.81
5.63,8.72,4.03,35.74
8.55,3.88,4.05,48.68
13.66,23.03,3.88,69.5
20.3,4.62,3.63,121.7
23.59,2.23,2.75,144.1
24.96,1.34,4.7,113.14
23.98,0.64,2.41,80.85
20.39,7.62,5.57,79.49
15.05,14.38,6.97,66.78
12.65,1.66,8.04,66.21
11.69,12.28,7.73,72.27
10.19,7.09,5.92,68.12
8.79,6.02,3.25,86.17
10.65,1.97,4.44,63.99
6.45,13.79,4.1,37.18
1.87,2.53,5.99,25.47
3.76,7.34,5.62,7.66
2.89,15.75,4.64,20.71857142857143
1.75,4.79,3.66,14.846666666666666
1.3,7.54,4.4,10.987142857142855
0.99,10.74,2.5,11.45
0.83,9.16,3.5,1.33
2.42,3.22,1.57,16.75
5.65,8.99,2.49,18.27
7.32,8.38,3.41,38.14
8.13,9.81,6.07,57.9
10.62,2.2,6.24,43.21
3.31,8.73,5.17,38.61
7.34,10.85,4.71,36.1
6.59,2.76,3.54,30.97
6.48,7.18,2.55,26.55
6.63,12.35,4.53,22.73
3.56,7.76,5.06,7.93
2.9,24.44,6.2,9.9
1.86,9.67,5.92,0.97
2.29,5.28,4.53,18.361
2.15,7.83,1.88,18.136666666666667
1.86,13.45,1.56,16.802500000000002
1.49,6.63,1.43,12.381428571428572
0.71,12.11,4.34,14.066666666666668
0.84,8.52,4.25,10.72
0.88,12.32,4.56,5.44
0.79,6.25,4.25,3.56
0.58,3.92,1.96,3.5683333333333334
0.68,3.46,1.09,4.048571428571428
0.97,8.45,1.88,2.9989999999999997
1.27,9.52,2.74,6.7
1.93,9.02,3.97,1.74
4.26,5.23,3.85,6.56
4.95,6.25,3.82,4.71
4.8,10.18,3.87,1.35
4.46,12.24,2.24,31.65529411764706
2.66,5.92,2.69,30.442857142857143
1.81,10.21,3.21,21.244000000000003
0.89,10.56,3.12,17.307499999999997
0.72,13.33,3.43,16.11777777777778
0.68,7.08,3.42,17.6175
0.79,8.36,3.44,21.982857142857146
0.92,10.01,3.38,16.6575
0.97,6.74,1.79,20.025714285714283
1.15,11.52,2.45,20.861666666666668
1.39,17.09,2.23,15.218571428571428
1.49,8.27,2.1,11.016666666666666
1.78,4.34,3.23,10.603333333333333
1.83,10.32,3.33,5.725
1.58,13.43,3.34,7.165
1.05,7.28,2.15,4.11
0.74,12.96,2.83,5.295
0.7,7.47,3.06,11.435
0.84,4.95,2.85,14.045714285714284
1.56,8.97,3.06,18.12833333333333
3.67,6.58,3.7,8.63
7.02,13.88,3.6,29.59
8.51,16.66,3.68,50.78
11.35,11.94,3.99,70.64
17.64,1.54,4.46,70.53
22.49,17.1,4.87,52.38
21.45,3.88,6.16,42.03
22.2,12.91,7.45,21.72
20.41,2.21,8.85,11.71
12.93,10.19,9.34,28.19
9.7,10.88,8.56,31.9
9.79,17.95,8.69,23.33
10.65,4.46,6.58,32.91
9.75,12.58,7.9,6.84
6.77,8.04,4.78,16.21
3.33,6.53,5.8,1.83
1.29,2.54,6.5,11.56125
1.42,10.6,5.9,7.078
1.1,3.69,5.63,6.293333333333333
0.77,12.47,5.21,1.385
0.56,8.56,5.14,1.96
0.18,11.63,5.2,5.6
0.65,10.85,5.09,1.52
0.95,2.85,3.98,5.675555555555556
2.19,9.21,4.39,11.004615384615384
4.04,2.88,4.38,22.372666666666667
3.17,9.75,4.51,26.2
3.51,13.32,4.8,6.06
2.59,13.76,5.04,4.78
1.31,10.38,4.87,33.446363636363635
1.02,8.43,4.57,22.83916666666667
0.93,5.27,4.34,16.00181818181818
0.67,8.11,3.94,14.077272727272726
0.77,6.2,3.82,23.574285714285715
0.92,13.02,3.54,25.94
0.72,7.51,3.38,21.240000000000002
0.69,2.89,2.87,29.54714285714286
0.72,10.8,3.37,25.597142857142863
0.7,21.62,2.81,22.026666666666667
0.75,10.6,2.61,13.834
0.89,5.6,3.25,10.42
0.84,14.2,3.26,7.66
0.88,9.46,3.42,0.84
0.71,3.24,3.57,0.94
0.58,15.94,3.16,1.96
0.63,7.85,3.23,5.6
0.7,12.35,1.74,2.995
0.82,6.06,4.09,6.214
1.93,10.26,3.94,7.547333333333333
5.8,8.36,4.1,15.45611111111111
6.59,6.6,4.37,8.02
5.29,9.08,3.85,8.22
6.49,8.65,4.23,1.71
7.12,5.64,2.28,30.287333333333333
5.2,9.64,5.54,2.99
1.94,13.01,4.98,1.2
1.49,12.9,4.42,1.15
1.01,1.12,4.19,15.130833333333335
1.21,3.87,3.97,16.047
1.42,19.15,3.89,13.368999999999996
1.75,8.28,4.25,18.27875
2.44,9.23,4.15,24.883333333333336
2.36,10.98,4.11,24.428000000000004
2.23,5.55,4.03,17.8125
1.49,0.6,4.02,9.817499999999999
1.33,15.97,4.03,6.946666666666666
0.97,9.34,3.89,4.256666666666667
0.88,11.82,3.11,5.59
0.68,6.55,3.19,8.725
0.74,6.17,4.15,5.6
1.03,7.23,2.6,11.2
2.0,4.83,2.99,11.81
2.96,10.03,3.67,15.53
6.57,5.46,4.07,25.47
10.87,16.81,4.45,32.22
8.05,8.45,3.67,10.1
1.79,7.14,3.5,39.89933333333334
1.43,0.73,4.1,44.66666666666666
0.71,9.21,3.78,35.52846153846154
1.21,2.8,3.6,26.140909090909098
1.23,8.0,3.45,24.412999999999997
1.61,12.17,2.66,29.337142857142855
2.16,11.39,3.51,35.05833333333333
1.55,7.24,3.38,29.307142857142853
1.37,17.23,3.34,34.79571428571429
1.42,7.07,3.99,30.92428571428572
2.21,6.41,3.92,27.956666666666667
2.65,6.61,3.69,20.478
2.42,11.58,3.17,11.015
2.33,6.42,3.512857142857142,5.136666666666667
1.99,5.06,3.362380952380953,3.2739999999999996
1.69,5.58,3.1561904761904764,1.95
0.92,6.45,2.0,1.96
0.69,11.39,3.15,4.569999999999999
1.0,4.51,3.54,1.39
1.34,4.76,3.97,1.45
3.29,5.84,4.0,12.042500000000002
7.41,6.4,4.33,14.01
9.49,8.38,4.38,28.87
10.18,16.77,4.73,36.93
12.16,6.85,4.99,25.82
9.57,7.37,5.23,12.23
5.26,3.78,4.79,17.75
3.1,16.32,4.4,8.85
2.83,8.88,4.22,5.17
2.23,2.39,3.92,12.1
1.98,6.14,3.73,10.96
2.17,44.15,3.98,2.3
2.17,18.32,4.28,2.74
0.99,10.56,4.28,10.33
1.82,3.64,4.28,9.68
3.02,0.55,4.53,14.94111111111111
2.37,6.65,4.63,11.331666666666665
1.54,4.0,4.53,10.2025
1.08,5.39,4.58,5.3625
0.72,7.8,3.75,1.88
0.38,10.97,4.66,1.96
0.38,19.46,4.4,3.873333333333333
0.32,5.47,4.02,7.421666666666667
1.03,3.27,4.69,11.38714285714286
1.98,15.27,4.78,17.623125
4.17,5.29,6.12,3.33
5.5659090909090905,17.67,7.8,32.27
6.614761904761906,10.5,8.38,47.28
6.069500000000001,3.01,8.93,52.91
5.04578947368421,10.99,9.56,39.18
3.738888888888889,8.79,10.47,25.2
3.3011111111111107,10.86,10.65,12.29
2.9222222222222225,11.01,10.31,5.28
2.1927777777777777,12.25,8.61,13.027500000000002
1.86,4.08,7.59,12.912222222222221
1.9799999999999998,4.51,7.06,9.02
2.2295238095238092,10.2,5.34,1.43
2.3395454545454553,5.88,4.88,1.52
0.61,5.87,6.14,9.31857142857143
2.11,2.99,5.23,6.018750000000001
3.4,11.63,4.7,1.913333333333333
1.33,7.45,4.32,3.8620000000000005
0.87,7.91,3.81,0.84
1.14,3.16,3.21,0.94
0.8,14.87,4.01,2.6179999999999994
1.06,1.9,3.27,2.6783333333333332
1.16,11.74,4.19,1.9357142857142855
2.65,11.25,4.16,6.817692307692307
3.36,8.73,4.38,11.016428571428568
5.51,2.1,4.31,18.901999999999997
2.92,6.44,4.4,25.50470588235294
3.2,7.99,4.54,27.810000000000002
4.62,5.27,4.35,25.21625
2.97,6.9,4.46,17.79214285714286
2.42,9.58,2.55,5.51
2.66,10.58,3.97,2.05
2.76,23.09,3.74,1.17
2.07,2.19,3.61,3.87
2.23,3.37,3.61,12.261538461538462
3.22,11.42,3.9,4.89
4.09,7.55,4.38,21.81
7.66,20.32,2.77,17.91
7.72,3.72,4.51,13.19
3.71,13.13,4.44,12.48
4.64,5.76,4.31,1.67
3.5,10.55,4.18,9.47
1.97,11.75,4.03,6.901999999999999
0.9,2.9,4.05,4.775
1.2121739130434783,11.83,2.97,6.006666666666667
1.1566666666666665,5.62,3.17,7.5920000000000005
0.96,6.65,3.06,6.703333333333333
1.58,2.63,2.67,7.5807142857142855
3.15,15.79,2.44,14.39
4.04,11.8,2.45,13.36
5.35,5.61,2.85,2.83
4.82,9.95,3.78,26.253684210526313
5.32,7.9,2.72,26.518823529411762
5.14,5.65,4.09,22.48857142857143
3.45,7.92,3.31,20.685333333333336
2.16,8.64,3.71,16.301666666666666
1.62,15.07,3.67,12.315555555555555
1.57,14.8,3.66,18.061666666666664
1.11,14.02,0.7,19.094
0.83,11.84,4.015789473684211,12.476666666666667
0.86,13.08,3.8116666666666665,15.667142857142858
1.0,4.29,3.6905882352941175,7.5
1.0,8.28,3.288125,11.753333333333332
0.96,6.97,3.460714285714286,9.346
1.14,7.92,3.6585714285714284,3.17
1.14,10.79,3.8476923076923075,2.1
1.12,9.91,3.6438461538461544,3.585
0.86,30.63,3.681666666666667,1.9833333333333332
0.71,8.98,3.39,1.42
0.74,5.91,3.5446153846153843,2.502
0.7,9.49,2.8886666666666665,2.3433333333333337
1.5767999999999998,9.36,3.064666666666666,1.0
2.584166666666667,10.06,2.97125,1.3
4.04,10.04,3.22125,16.520588235294124
5.03,1.5,3.5649999999999995,20.180526315789475
4.66,11.57,3.716875,18.463684210526317
4.13,12.67,3.536875,3.41
2.83,3.3,3.515,7.43
1.53,10.01,3.73875,2.24
1.49,14.18,3.9675,11.123846153846152
1.3,13.29,3.803125,1.94
1.08,13.43,3.63625,12.287499999999998
1.08,12.13,3.64125,9.953333333333333
1.12,4.76,3.876,10.565
1.59,4.97,3.6446666666666663,11.862857142857141
1.78,7.65,3.5086666666666675,7.38
1.71,7.92,3.4819999999999998,11.594000000000001
1.86,5.32,3.494285714285714,10.9175
2.02,5.14,3.48,3.17
1.94,14.18,3.6100000000000003,2.1
1.37,5.67,3.395384615384616,3.585
1.14,5.53,3.2399999999999998,3.4866666666666664
0.95,12.14,2.8407692307692307,8.193333333333333
0.83,4.34,3.017692307692307,9.101666666666667
0.91,13.41,2.4213333333333327,9.59375
1.07,12.93,2.7757142857142862,5.51
2.29,14.27,2.788,17.11
3.94,3.34,3.186,21.78
4.9,7.41,3.3886666666666665,20.59
8.54,19.51,3.566666666666667,18.05
5.58,6.81,3.668666666666667,25.904705882352943
2.79,7.29,3.640666666666668,24.625333333333337
1.9,11.5,3.8500000000000005,22.275
1.49,20.68,4.069333333333333,18.3925
1.26,10.51,3.958666666666667,13.344
0.98,16.87,3.9646666666666666,16.935714285714287
0.9,6.47,3.726666666666667,11.81
1.1,8.84,3.94,10.257142857142856
1.43,5.67,3.9121428571428574,12.579999999999998
1.52,6.1,3.551428571428572,10.433333333333335
1.77,4.92,3.467142857142857,13.572
1.93,15.14,3.3861538461538463,11.513333333333334
1.32,7.22,3.3076923076923075,5.124
1.54,12.32,3.3141666666666665,5.005000000000001
1.06,14.14,3.050769230769231,6.33
0.92,15.33,3.1924999999999994,4.01
0.67,6.04,2.5778571428571424,9.532
0.69,12.7,2.656,8.997777777777777
0.83,4.39,2.277777777777778,11.042
1.0,4.14,2.351578947368421,11.15
1.73,20.73,1.42,24.21
4.43,14.58,1.14,22.89
6.88,14.23,1.23,30.07
5.88,11.27,1.25,7.08
4.89,16.16,1.28,30.396875
2.83,11.24,1.34,25.40866666666666
1.66,7.03,1.24,26.61066666666667
1.41,2.67,1.64,1.97
1.26,10.17,2.18,23.175555555555555
1.25,21.01,2.15,21.779999999999998
1.16,15.86,2.32,22.97
2.13,6.46,2.27,21.83142857142857
2.42,19.33,2.21,22.052857142857146
1.7,14.81,2.15,18.828333333333333
1.68,21.52,2.15,22.790000000000003
1.77,2.86,2.41,19.345
1.05,10.38,2.34,7.100000000000001
2.36,15.19,2.71,3.9450000000000003
1.79,10.97,3.04,3.9775
1.245,10.71,2.98,3.0275
1.0495652173913044,14.11,2.86,2.5225
0.72,20.6,2.69,3.3062499999999995
0.95,2.06,2.41,2.89
1.33,9.27,2.0,4.27
3.25,6.79,2.01,0.97
6.58,18.73,1.85,8.52
6.91,1.85,2.47,8.88
6.51,2.81,2.57,28.62
5.62,10.58,2.57,33.11
2.51,6.01,2.59,12.93
2.2,12.15,2.9,19.55
1.91,14.91,3.22,8.53
1.75,11.86,3.34,7.16
1.69,5.7,3.76,15.52
1.86,4.98,4.29,17.73
2.42,11.86,4.66,23.26
3.29,5.98,4.17,18.11
2.62,14.02,3.99,1.79
2.83,4.06,1.87,22.958
5.87,9.43,3.4570588235294117,7.23
4.27,10.36,3.3743749999999997,11.005714285714287
4.62,5.87,3.2773333333333334,5.7683333333333335
3.25,7.41,3.2100000000000004,4.338
1.68,5.04,3.021666666666666,4.078333333333333
1.03,14.19,3.06,9.273333333333333
0.69,9.49,3.0033333333333325,2.69
0.98,2.14,2.7792857142857144,10.73777777777778
1.91,8.89,2.7250000000000005,8.91
3.98,10.55,2.755,16.22
6.6,12.7,2.9706666666666672,25.43
7.19,10.88,3.496,31.69
9.04,6.79,3.5766666666666667,33.42
8.8,10.12,3.8386666666666667,47.53
5.91,17.88,3.927333333333333,24.47
3.41,5.1,3.7479999999999998,21.62
4.89,1.86,3.9626666666666677,4.77
2.94,5.32,4.068666666666667,17.828333333333333
2.26,14.66,4.024,14.27625
1.64,14.04,3.917333333333333,12.156666666666666
1.46,10.29,3.9692857142857148,9.795
1.36,20.41,3.791428571428571,13.498
1.45,25.06,3.3307142857142855,5.568
1.79,22.49,3.187857142857143,11.626666666666665
2.33,4.94,3.329166666666667,10.27
2.35,5.0,3.4075000000000006,2.813333333333333
2.18,18.41,3.3225000000000002,2.1
2.01,10.93,2.9841666666666664,2.6325
1.48,6.07,3.099999999999999,3.314
0.78,8.56,2.893571428571429,8.282499999999999
0.69,4.63,2.7699999999999996,5.77
0.73,20.31,0.73,8.434
0.78,8.43,2.08,9.2
1.77,11.9,2.6,16.36
5.17,6.6,3.94,14.61
6.5,7.03,4.63,23.96
7.65,9.69,4.73,32.5
6.42,17.12,4.76,8.38
4.5,5.73,4.34,4.09
2.7,9.29,4.04,5.34
1.66,5.28,4.32,15.805833333333332
1.14,16.76,4.33,10.08181818181818
1.25,18.59,4.35,8.935555555555556
1.8,11.92,4.34,11.733333333333334
1.25,4.61,4.25,15.687999999999999
1.15,4.86,4.12,15.325999999999999
1.41,5.57,3.88,6.654999999999999
1.81,13.25,3.78,8.861999999999998
2.08,11.13,3.04,12.993333333333334
1.79,20.48,3.22,3.17
1.58,12.39,2.69,2.01
1.3,3.84,1.49,4.536666666666666
0.95,11.13,2.58,3.763333333333333
0.65,5.51,2.7742105263157897,4.113333333333333
0.67,18.08,2.5911111111111107,1.92
0.68,5.06,0.61,5.36
1.12,21.12,1.62,7.520500000000001
1.6,6.95,1.67,5.06
3.92,15.04,2.03,2.42
6.42,10.96,2.33,17.71
7.82,8.7,2.4,39.01
9.43,21.66,2.4,39.83
9.96,12.64,2.56,35.68
5.09904761904762,14.2,4.52,93.53
4.558999999999999,8.98,5.82,83.6
3.4226315789473687,3.21,6.49,66.44
2.6305555555555555,15.67,6.98,32.97
2.0288235294117642,21.09,6.99,10.3
