IHBAS-CPCB,East-Arjun-Nagar-CPCB,DTU-CPCB,Shadipur-CPCB
0.97,13.32,2.6029999999999998,1.04
1.44,8.81,2.9509999999999996,2.26
1.69,10.24,3.0089999999999995,2.36
1.67,8.23,3.137,2.36
1.41,5.72,3.258,0.98
1.46,4.73,3.2009999999999996,2.35
1.78,9.3,3.0420000000000003,1.21
1.9,8.8,2.9509999999999996,1.6
1.35,9.57,2.658,0.82
0.8,10.02,2.480909090909091,1.29
0.39,11.65,2.721,0.65
0.4,7.97,2.6,0.62
0.41,4.2,2.497,0.34
0.38,7.11,2.525,0.9212500000000001
0.3,9.51,2.451,0.6992857142857144
0.26,11.52,2.346,0.6963636363636363
0.35,8.41,2.197,0.7033333333333335
0.31,7.28,2.398181818181818,0.16
0.27,10.07,2.5620000000000003,1.0092857142857141
0.27,7.77,2.162727272727273,0.7423529411764707
0.22,9.31,2.1636363636363636,0.9888235294117647
0.22,3.85,2.2545454545454544,1.1221052631578947
0.33,6.83,2.100909090909091,1.479047619047619
0.62,6.52,2.180909090909091,0.23
0.82,10.96,2.221,0.88
1.16,5.92,2.32,1.5
1.5,6.23,2.3240000000000003,2.61
1.4,6.89,2.288888888888889,3.13
0.97,8.07,2.38,2.27
0.63,7.4,2.5970000000000004,0.41
0.36,7.11,2.7119999999999997,0.24
0.3,6.87,2.7399999999999998,1.5519047619047617
0.26,8.36,2.7350000000000003,1.319
0.23,5.84,2.508181818181818,1.27
0.23,3.74,2.645,0.17
0.3,12.66,2.5300000000000002,0.76
0.32,11.42,2.464,0.75
0.33,12.98,2.392,0.16
0.3,7.19,2.3779999999999997,0.8583333333333333
0.28,11.02,2.298,0.766875
0.23,4.52,2.446,0.01
0.26,9.12,2.3963636363636365,0.12
0.24,4.94,2.541111111111111,0.633157894736842
0.28,6.64,2.153,0.18
0.22,9.49,2.138181818181818,0.65
0.26,9.38,2.204545454545454,0.34
0.26,5.32,2.3445454545454543,0.59
0.46,5.44,3.2981818181818183,0.01
0.85,6.54,3.3950000000000005,0.53
1.98,7.09,3.0169999999999995,3.73
2.32,9.05,2.877,3.05
2.77,14.86,2.688,2.76
2.62,7.67,2.755,5.2
2.34,9.34,2.734,3.43
1.37,7.32,2.832,3.36
1.99,7.6,2.859,2.58
1.93,6.58,2.744,3.29
1.59,4.05,2.5845454545454545,3.72
1.34,5.56,2.818,3.17
1.23,7.12,2.749,1.94
0.6,15.27,2.6220000000000003,1.81
1.23,9.38,2.585,1.76
1.43,8.24,2.607,1.65
1.39,7.51,2.4139999999999997,2.02
1.24,5.19,2.3329999999999997,1.76
1.1879166666666665,5.05,2.088181818181818,0.4
1.02125,6.55,2.128,0.2
0.9773913043478261,8.7,1.8154545454545454,0.5968421052631578
0.62,6.84,1.800909090909091,0.8694736842105263
0.42,7.13,1.9572727272727273,0.16
0.86,6.13,1.8727272727272728,1.22
0.78,8.34,2.016363636363636,1.24
1.29,5.78,3.343,1.75
3.22,7.65,4.07,2.43
1.9,9.23,3.557,1.74
2.87,14.95,3.162,1.99
2.48,9.04,3.042,1.33
1.64,11.34,3.003,1.54
1.13,3.67,3.1369999999999996,1.24
0.59,7.74,2.93,1.17
0.6,7.27,2.7589999999999995,1.05
0.56,6.67,2.601818181818182,0.18
0.56,5.92,2.691,0.15
0.5,7.29,2.692,0.17
0.69,9.8,2.675,0.34
0.76,5.64,2.5409999999999995,0.16
0.68,5.97,2.423,0.18
0.59,6.88,2.1439999999999997,0.40285714285714286
0.75,9.35,2.1900000000000004,0.4513333333333334
0.6,3.93,1.9145454545454548,0.13
0.45,11.37,1.9700000000000002,0.39
0.62,7.38,1.9225,0.3
0.68,5.97,1.9325,0.51
0.45,6.25,2.09,0.21
0.51,7.5,1.8966666666666667,0.68
1.13,6.63,1.92,1.36
1.56,3.73,1.9154545454545455,1.77
1.91,10.16,1.9263636363636365,1.51
1.14,3.95,2.067272727272727,2.89
2.29,2.99,2.1645454545454546,6.11
3.56,6.2,2.266363636363636,11.11
1.38,2.47,2.4063636363636363,4.58
0.94,4.43,2.5090909090909093,2.59
0.61,6.29,2.4481818181818187,2.43
0.59,7.55,2.3781818181818184,2.97
0.68,5.35,2.2191666666666667,2.61
1.24,5.59,2.2590909090909093,2.42
1.1,3.94,2.2836363636363632,2.53
1.11,8.67,2.1854545454545455,2.95
1.21,9.37,2.130909090909091,3.01
1.41,10.07,2.020909090909091,2.16
1.03,6.48,1.910909090909091,0.92
1.76,2.94,1.9809090909090912,1.02
2.35,3.64,1.746666666666667,0.24
1.88,7.6,1.6170000000000002,0.9
1.86,7.75,1.6716666666666666,1.26
4.65,9.84,1.6833333333333336,1.98
4.3,7.91,1.7691666666666668,1.12
8.89,6.99,1.7190909090909088,1.22
17.38,13.5,1.8508333333333333,2.13
23.27,8.65,1.782,4.85
19.7,7.318947368421052,1.818,5.18
20.52,9.040555555555555,1.9680000000000004,2.45
17.24,9.52705882352941,1.9327272727272726,1.9
12.01,9.050625,1.9963636363636363,0.71
9.17,7.675,2.0118181818181817,0.92
6.77,7.698124999999999,2.170909090909091,1.897894736842105
5.14,7.202500000000001,2.3554545454545455,1.4452941176470588
3.6590909090909096,8.396875000000001,2.029,1.390625
2.9238095238095236,7.354117647058824,2.003636363636364,1.4381249999999999
2.3939999999999997,7.273888888888889,2.018,1.231764705882353
2.3195000000000006,7.101052631578947,2.2199999999999998,1.0652941176470587
2.4844999999999997,8.064999999999998,2.145454545454545,0.15
2.8647619047619046,13.14,2.1027272727272726,0.39
2.6904545454545454,3.07,2.0472727272727274,0.19
0.72,12.34,1.9158333333333335,0.21
2.5,5.12,1.9599999999999997,0.4
1.91,14.29,1.8371428571428574,0.77
1.29,7.85,1.7266666666666666,0.11
1.6,7.745714285714287,2.74,0.22
1.17,8.030999999999999,1.08,0.99
1.39,8.976999999999999,1.07,1.2
2.1,7.829473684210526,1.16,1.09
2.98,13.482941176470588,1.12,1.78
4.32,8.641250000000001,1.04,2.41
5.72,8.179375,1.09,1.71
7.44,7.285625,1.05,2.43
11.53,8.752666666666666,1.07,2.78
8.84,8.697999999999999,1.14,3.5
5.6,7.39,1.04,1.03
4.67,6.992666666666666,1.11,1.71
5.21,6.8020000000000005,1.31,1.79
4.41,7.354666666666665,1.43,0.72
3.03,5.934666666666668,1.55,1.32
2.8,6.542000000000001,1.51,1.2227272727272729
2.94,6.555625,1.43,0.48
3.67,7.573529411764707,1.44,1.08
4.38,7.39842105263158,1.45,0.81
3.74,6.8595000000000015,1.33,0.21
3.2,4.12,1.21,0.8238461538461539
1.99,9.8,1.09,1.032142857142857
2.06,6.42,0.57,0.24
1.8,17.13,1.02,1.21
1.41,4.23,0.96,0.79
1.27,15.86,0.95,0.96
1.39,15.86,0.93,1.4
1.97,15.86,0.94,1.64
3.45,14.105500000000001,0.9,2.06
4.56,9.412777777777777,0.98,2.04
8.02,7.929411764705882,1.07,1.76
9.87,7.9125,1.0,2.21
8.15,8.836428571428572,0.97,2.06
7.21,7.922857142857142,1.01,1.98
4.88,7.938571428571429,1.06,1.24
3.56,6.498571428571429,1.21,0.96
2.5,6.0635714285714295,1.32,0.59
1.96,8.27142857142857,1.29,1.4364999999999999
1.64,5.979285714285716,1.41,1.274
1.59,6.182142857142857,1.28,0.18
1.97,5.647857142857141,1.23,0.44
2.8,8.666428571428572,1.19,0.41
3.89,7.3119999999999985,1.15,1.47
4.72,6.227333333333333,0.79,0.68
3.68,7.66125,0.97,0.7842857142857141
3.37,7.184374999999999,0.95,0.16
2.37,7.9005882352941175,0.99,0.84
2.04,9.39,0.9,0.75
1.57,12.407894736842104,0.89,0.19
1.44,13.435000000000002,0.88,0.58
1.69,15.86,0.85,1.27
1.8,11.9,0.41,1.22
2.74,103.81,0.93,1.67
4.87,8.2,1.26,2.61
7.99,4.9,1.3,1.85
11.04,9.2,1.19,2.4
10.68,10.9,1.17,4.18
9.05,10.52,1.19,4.62
8.27,7.67,0.68,4.24
8.11,7.7,1.84,2.54
7.48,9.86,1.83,1.46
6.27,15.42,1.79,1.48
4.97,5.7,1.73,1.43
3.98,8.56,1.61,2.38
5.1,11.16,1.48,2.24
7.17,8.18,1.02,2.25
7.51,11.54,0.98,1.85
7.04,6.41,1.24,0.83
4.02,4.79,1.16,0.42
2.5,5.2,1.11,1.159230769230769
2.16,13.39,0.81,0.9029411764705881
1.38,7.79,0.97,1.2335294117647058
1.29,5.24,0.94,1.3062500000000001
1.03,9.55,0.45,1.934666666666667
1.27,11.11,0.91,2.4275000000000007
1.43,4.82,0.87,3.37
2.54,11.77,0.91,4.98
4.69,12.46,0.97,3.82
7.5,9.89,1.0,11.89
10.59,6.15,0.98,19.64
11.58,6.24,0.6,22.86
13.8,3.14,1.58,20.92
9.11,5.24,1.62,13.38
8.06,5.04,1.57,6.29
5.13,2.29,1.46,4.49
4.79,11.59,1.43,2.49
4.94,15.0,1.37,3.14
4.62,14.53,0.64,2.94
5.52,2.09,1.24,4.38
6.37,2.71,1.18,5.46
7.71,0.92,1.18,12.29
5.01,4.88,1.21,4.96
3.29,9.54,1.17,2.784615384615385
1.75,3.77,1.15,2.7966666666666664
0.97,4.33,0.79,1.7722222222222221
1.0,12.35,0.7,1.43
0.89,4.92,0.93,0.33
0.8,6.15,0.88,1.6594444444444445
0.92,8.22,0.89,0.66
0.76,6.67,0.88,1.25
2.56,5.73,0.99,4.21
4.79,7.69,1.12,4.83
7.13,6.77,0.52,5.61
8.48,6.6,1.02,8.44
10.74,9.57,1.04,8.68
9.68,12.17,1.02,8.48
7.24,7.81,0.95,4.08
5.03,4.63,0.94,3.37
2.8,1.92,0.95,0.84
2.59,4.8,0.54,3.01
3.31,1.23,1.14,2.89
2.61,6.18,1.2,1.68
1.96,2.74,1.25,1.21
2.1,1.08,1.33,2.36
3.24,3.08,1.4,5.0
4.41,5.95,1.4,1.58
2.26,5.27,0.66,1.1538461538461537
1.37,6.65,1.25,1.4809090909090907
2.1228,4.96,1.12,0.38
1.37,7.76,1.0,0.02
2.04,9.35,0.92,0.7866666666666666
1.15,5.78,0.91,1.2822222222222224
1.23,5.14,0.88,0.35
2.16,8.07,0.62,2.14
3.43,10.62,0.68,1.52
5.24,9.71,0.95,2.75
7.54,2.03,0.96,4.5
6.93,8.18,0.9,3.64
6.52,3.88,0.9,8.16
6.48,8.57,0.92,3.36
7.43,11.77,0.94,0.09
7.53,10.24,0.93,3.9775
7.22,3.09,0.98,2.846875
5.79,4.09,1.05,2.372
4.29,2.37,1.15,2.1586666666666665
3.9,3.14,1.07,1.6707142857142858
3.74,1.21,1.08,1.8699999999999999
4.23,5.01,1.11,1.21
5.5,4.34,1.01,0.63
5.95,3.12,1.02,1.3766666666666667
4.77,7.75,0.99,0.8057142857142857
3.55,5.73,0.95,1.1350000000000002
3.78,10.53,0.82,0.9108333333333333
1.54,7.92,0.75,1.2674999999999998
1.5,5.85,0.86,0.8615384615384618
1.27,2.89,0.9,1.4689999999999999
1.21,8.39,1.02,1.7485714285714287
1.53,7.27,2.2066666666666666,1.9333333333333336
3.26,8.23,2.7895238095238093,2.6599999999999997
5.57,4.03,3.6790476190476187,3.4194736842105264
5.75,4.83,4.0214285714285705,4.118
6.64,6.31,3.7347619047619043,5.003
6.25,7.22,1.93,5.128500000000001
6.64,15.79,1.87,5.61
9.81,9.6,1.82,5.87
7.71,7.68,2.57,2.5929411764705885
4.59,8.96,5.14,1.9289473684210525
4.45,6.21,3.165238095238095,2.487058823529412
3.57,0.92,3.2459999999999996,0.48
2.59,1.23,3.3273684210526313,0.41
2.94,0.69,3.3444444444444446,1.4215384615384616
3.51,9.64,3.157647058823529,1.5435294117647058
5.04,7.82,3.2649999999999997,2.0813333333333333
4.35,6.46,3.144375,1.1590000000000003
1.98,5.95,2.899375,0.654
2.19,7.64,2.8417647058823525,1.09
2.3304347826086955,5.93,2.751111111111111,1.1481818181818182
1.7891304347826087,5.2,2.6331578947368413,1.3846153846153846
1.6347826086956523,5.24,2.447142857142857,0.9064285714285714
1.57,6.31,2.1185714285714288,1.1218750000000002
1.39,7.85,0.82,1.41
1.79,8.35,0.55,1.17
2.46,8.02,0.47,0.03
4.07,6.76,0.53,0.93
6.72,12.65,0.56,0.21
8.67,4.23,0.63,1.99
8.45,8.618947368421054,0.69,2.05
8.13,9.156111111111109,0.73,2.02
5.96,7.942941176470589,0.69,1.99
4.16,6.805,0.65,2.0
3.37,7.028666666666667,0.68,1.98
3.51,8.284666666666665,0.63,2.02
3.17,6.300666666666666,0.65,1.98
2.58,6.8933333333333335,0.6,2.01
2.6,7.754666666666667,0.52,1.97
4.77,7.9300000000000015,0.68,1.98
12.94,8.762666666666666,2.6895454545454545,2.0
10.81,6.891333333333334,2.666363636363636,2.01
7.83,6.75625,2.6799999999999997,1.99
3.91,6.51,0.97,4.08
2.78,7.48875,0.29,3.57
2.5030434782608695,8.819411764705883,1.65,3.93
1.9904347826086957,7.1129411764705885,3.35,3.41
1.36,8.050588235294116,2.42,3.96
1.72,9.393333333333334,2.29,3.89
2.13,8.550555555555555,2.31,5.85
3.15,13.68,2.95,3.72
5.17,9.138823529411765,6.19,4.97
8.08,8.428235294117647,8.92,6.02
9.71,7.271176470588235,7.97,5.07
9.55,8.205625,7.56,4.51
8.38,8.889375,7.31,1.67
4.79,7.46625,5.86,1.58
2.87,6.811875000000001,4.5,1.91
2.6,7.6825,4.35,4.78
2.93,9.467500000000001,4.3,3.02
2.57,6.550625,4.12,0.33
1.92,7.255000000000001,3.94,0.71
1.91,7.4624999999999995,3.81,1.5658823529411763
2.88,7.761875,3.61,0.42
3.84,8.89375,3.75,0.04
3.87,7.4935294117647056,3.69,1.8675
3.74,7.577777777777778,3.82,1.0444444444444445
4.19,7.212631578947369,3.75,1.2200000000000002
2.92,7.398999999999999,5.79,2.06
2.26,9.35,5.76,2.52
2.37,5.25,4.62,0.11
1.67,11.04,3.77,2.08
1.55,2.71,3.74,3.38
2.14,17.79,3.44,2.68
2.86,6.09,3.51,2.92
5.33,14.23,3.22,3.84
7.35,10.57,3.81,2.73
9.07,6.17,4.04,3.81
8.46,11.48,4.11,2.17
8.18,7.38,3.97,2.95
5.91,11.87,4.79,1.95
3.99,11.89,4.61,2.63
3.48,11.96,4.46,0.75
3.9,17.56,4.46,0.04
3.54,12.34,4.47,2.0823529411764703
2.77,8.88,4.46,1.9112500000000001
3.06,9.99,4.17,2.112142857142857
4.37,12.72,3.75,2.679333333333333
4.77,10.04,3.9,2.6271428571428572
3.9,10.41,4.01,1.7727272727272727
3.85,7.37,3.73,1.20875
2.66,5.59,4.92,1.4836363636363634
2.88,6.04,5.65,0.67
2.48,9.98,5.15,1.77
2.0,8.68,4.06,1.57
1.46,12.57,3.93,2.44
1.61,11.95,3.68,3.57
1.95,11.49,6.5,3.6
2.61,4.93,17.58,3.83
3.98,8.52,18.51,4.42
6.69,8.19,12.62,1.93
5.63,10.45,9.8,3.64
4.01,9.44,8.13,3.02
4.73,13.38,7.18,1.95
4.14,12.8,6.62,0.44
2.62,7.26,5.7,2.854
1.83,8.65,5.22,0.42
1.47,5.19,5.15,2.1773684210526314
1.37,7.1,4.96,1.986842105263158
1.74,5.46,5.0,1.8758823529411766
1.89,14.84,4.94,0.28
2.79,12.87,4.99,0.43
3.42,13.69,5.1,0.52
3.41,6.1,5.13,1.575
3.7,7.41,4.97,1.1375000000000002
4.11,5.88,4.4,1.1011111111111112
2.2,8.08,4.35,1.0458333333333332
1.64,6.8,4.81,1.4858333333333336
1.63,8.02,4.09,1.5215384615384617
1.39,5.61,4.01,0.2
1.7,15.4,4.04,1.91
1.87,9.69,3.99,3.23
2.56,9.98,4.17,5.13
5.52,9.51,17.56,5.78
5.75,9.7,24.44,5.39
8.32,10.99,17.32,10.09
9.73,9.61,13.65,10.35
10.37,9.3,11.54,8.33
5.96,1.99,10.39,7.95
3.42,2.85,10.97,5.39
2.5,10.2,9.73,3.6
2.24,13.29,9.04,2.97
2.5,0.58,9.37,3.47
2.54,6.43,9.96,1.35
3.17,7.68,9.51,2.14
4.71,9.12,9.91,4.24
5.53,13.52,8.85,1.43
4.79,14.19,8.21,0.58
3.31,5.97,7.2,1.3108333333333333
2.99,10.18,6.89,1.15
2.15,5.17,6.12,0.35
1.74,10.26,7.27,1.0726666666666667
1.64,12.22,7.41,0.3
1.81,9.75,7.08,1.0505
2.08,15.28,6.98,1.5785714285714285
2.75,4.44,6.78,1.1
3.23,7.09,5.53,0.79
4.46,8.69,4.86,0.35
6.58,16.57,5.53,1.21
6.29,5.65,5.81,3.13
6.04,7.27,6.36,0.59
5.08,9.2,5.76,1.49
3.94,3.36,5.47,2.13
2.64,3.44,5.23,3.066190476190476
1.85,11.6,4.88,0.84
1.76,13.67,5.1,1.82
1.8,7.29,4.86,2.17
1.76,10.99,4.89,0.04
1.87,10.56,4.69,2.086
2.38,5.5,4.59,0.33
3.93,12.62,4.62,1.7766666666666668
4.18,7.2,4.03,1.5518181818181818
4.23,4.6,4.05,0.26
3.61,6.49,3.93,0.65
2.57,8.21,4.03,1.1515384615384614
1.69,5.12,3.96,1.4420000000000002
1.21,2.73,3.96,1.223157894736842
1.21,5.91,4.06,0.91
0.99,4.95,3.94,2.76
2.06,4.05,3.73,1.58
3.4,9.75,3.72,4.61
5.94,7.84,3.55,3.5
7.37,5.15,3.63,6.67
6.79,5.39,4.19,6.54
7.57,10.73,4.52,2.35
7.85,9.89,4.56,0.53
7.64,5.88,4.41,1.35
3.76,9.31,4.04,1.39
3.74,6.81,3.81,0.55
3.04,9.23,3.8,1.81
2.25,12.63,3.65,0.97
2.71,8.34,3.69,2.85
4.57,10.66,4.12,0.1
2.8,6.79,3.99,2.8893750000000002
1.36,14.68,3.72,2.7130769230769234
1.5,6.47,3.46,1.873
1.31,6.2,3.57,1.33
1.68,10.49,3.13,1.246
1.38,9.48,3.65,1.16
1.34,9.37,3.41,1.2969230769230768
1.19,9.83,3.44,1.0873333333333333
1.14,6.02,3.32,0.38
1.17,10.38,3.06,2.0247368421052627
1.41,6.65,2.87,1.46
2.28,5.04,2.84,2.27
3.77,9.44,3.35,3.8412000000000006
5.88,10.6,3.61,1.04
6.26,6.88,4.03,3.21
6.02,9.38,4.76,3.25
7.25,11.3,5.73,4.74
6.62,9.09,6.41,4.65
2.63,9.51,6.5,2.89
2.45,7.45,6.21,2.98
2.38,4.82,5.83,1.8
1.56,6.05,5.26,0.09
0.73,4.94,5.07,3.5126666666666666
0.6,16.53,4.06,2.9153333333333338
0.83,8.21,3.65,3.308571428571429
1.24,12.84,3.64,2.6458333333333335
1.08,8.43,3.5,1.6122222222222224
1.5,13.65,3.24,1.4224999999999999
1.56,5.6,3.53,1.1460000000000001
1.62,9.54,3.35,0.9838461538461539
1.48,11.74,3.73,1.342142857142857
0.79,13.47,3.03,0.53
0.6,8.96,2.94,0.33
0.72,16.71,2.82,0.36
0.79,14.04,2.65,2.7212
1.08,15.91,3.15,0.38
3.0,8.79,3.04,1.67
5.08,6.46,3.0,6.93
8.8,8.32,3.54,6.4
10.14,10.01,4.0,5.52
9.23,4.45,4.27,3.81
5.88,8.19,4.18,2.5
2.27,8.69,4.48,0.75
1.1,4.83,4.58,3.3047619047619046
1.66,17.75,4.02,3.2694117647058825
1.15,5.81,4.0,3.4135714285714287
1.02,11.54,4.04,2.8842857142857143
0.82,8.82,3.33,2.602307692307692
0.46,10.09,2.7,3.2616666666666667
3.8008333333333333,6.69,2.75,3.9560000000000004
3.959166666666667,5.33,2.98,3.4562500000000003
3.83375,14.7,3.11,2.587142857142857
2.7,14.43,3.22,1.8033333333333335
2.71,5.4,3.43,1.4642857142857142
2.1,3.04,3.45,1.5906666666666667
2.88,9.66,2.84,0.46
1.37,7.1,2.65,1.38
1.42,3.11,2.58,0.85
1.57,18.45,2.91,1.89
2.82,7.17,2.85,4.42
4.89,15.18,2.58,6.97
8.24,12.02,2.79,9.74
7.95,10.46269230769231,2.58,7.218799999999999
10.153076923076924,14.35,4.5760000000000005,6.3596
14.83,9.82,2.9,10.12
16.62,14.11,3.73,7.04
4.51,9.09,4.47,3.11
5.54,10.91,4.76,0.88
3.69,9.02,4.97,3.604
2.37,13.79,4.84,3.516111111111111
1.81,11.92,4.54,3.3005263157894738
1.74,7.5,4.12,4.14
1.98,7.38,4.03,4.2
2.45,6.38,4.05,2.49
3.5,7.4,3.87,3.18
4.71,5.67,4.23,2.59
4.72,16.78,4.04,0.62
2.68,9.66,3.94,0.96
1.85,10.66,3.7854166666666664,1.43
1.87,20.55,3.5583333333333336,1.66
1.41,3.44,2.98,0.7
1.6,11.77,2.4,2.41
2.0,8.03,3.47,3.0
3.52,6.7,2.84,4.1
6.43,16.59,2.88,5.38
12.61,12.79,3.01,9.3
12.46,8.91,3.57,15.36
13.74,15.04,4.03,17.18
14.81,17.59,4.34,15.76
14.68,10.93,4.8,12.44
12.45,8.07,5.66,9.56
9.64,18.84,6.77,10.39
9.69,9.5,6.96,10.18
9.08,10.94,7.22,8.51
8.42,15.83,7.74,9.26
8.83,7.58,7.37,7.12
10.56,6.12,6.87,6.59
9.14,12.85,6.5,5.3
6.76,5.44,6.67,0.84
4.22,7.72,6.06,2.9941666666666666
4.6692,8.16,4.93,1.8912499999999999
3.84,7.59,4.54,0.5
3.6,7.27,4.42,0.46
3.37,5.35,4.3,1.9137499999999998
2.476363636363637,11.32,4.14,2.78
3.0837499999999998,9.25,4.02,5.87
4.041818181818182,9.68,4.32,6.15
8.43,7.52,4.62,7.52
10.44,19.89,4.78,8.24
15.68,13.01,5.08,9.25
15.86,15.27,6.22,5.04
13.34,6.08,6.43,3.87
13.97,12.23,6.34,4.78
10.11,9.86,6.43,4.87
6.98,10.39,6.47,4.282500000000001
5.27,10.23,5.63,3.5400000000000005
3.0,9.21,5.15,3.5270588235294116
1.39,4.83,4.96,3.594666666666667
1.5,7.42,4.63,3.3142857142857136
1.65,7.54,4.67,3.0971428571428574
1.8,5.02,4.41,3.9941666666666666
1.93,7.14,4.33,3.7836363636363632
2.33,5.71,4.2,1.831818181818182
1.5,2.71,3.75,0.7471428571428571
2.42,11.4,3.39,0.818
2.47,4.25,3.38,0.7230769230769231
1.55,1.63,3.24,0.78
1.49,10.97,3.29,0.2
1.35,5.91,3.5,1.4045
1.12,11.68,3.58,1.12
2.8204347826086953,10.16,3.0,2.84
4.57,8.79,3.08,1.74
7.604583333333333,13.45,3.32,2.83
6.8,16.61,3.12,4.91
14.65,10.15,3.57,10.52
14.88,9.2,3.93,13.63
15.33,6.96,4.81,22.38
12.52,13.54,6.49,22.55
13.77,14.79,6.96,17.48
14.66,14.03,6.73,9.97
17.45,11.37,6.42,9.68
14.29,10.17,5.78,9.44
9.78,13.84,6.18,6.29
9.62,13.48,6.26,4.93
9.36,10.98,5.87,4.05
7.62,5.54,5.54,3.82
7.43,3.26,5.05,1.48
6.65,17.82,4.88,1.682142857142857
5.18,9.25,4.53,1.13
2.65,4.49,4.03,1.1905882352941175
2.1,4.47,4.05,0.5
1.73,6.42,4.34,1.63
1.68,11.09,4.17,0.59
1.63,11.57,3.46,1.41
2.19,11.58,3.73,1.86
2.85,9.25,3.6,1.83
5.55,13.26,3.82,4.3
8.88,4.82,4.03,4.09
8.52,21.66,4.19,2.79
8.3,7.45,3.92,5.13
7.07,11.53,3.73,1.46
5.64,4.77,4.06,0.84
4.82,10.16,4.13,0.91
2.64,7.53,3.96,0.11
2.28,12.34,4.13,0.62
2.71,11.72,4.69,1.39
2.62,11.17,4.54,1.62
3.02,3.41,4.79,1.17
3.9,10.48,4.38,3.95
5.55,13.94,4.72,3.33
5.51,7.21,4.54,0.14
4.3,7.6,3.01,0.39
4.3,5.76,3.98,1.03
2.87,13.48,3.91,1.42
2.15,10.07,3.61,2.44
2.23,11.23,3.34,0.36
1.95,6.5,3.21,0.77
1.8,14.04,3.03,1.36
2.2,6.1,3.0,3.19
3.33,6.92,3.11,3.62
5.73,13.5,3.01,3.93
7.63,4.37,2.91,4.12
9.89,8.97,2.98,4.21
8.43,7.05,3.51,1.98
7.88,3.24,3.01,1.02
6.3,3.24,3.25,0.67
3.59,3.24,2.95,0.36
1.89,3.24,3.24,1.03
2.07,3.24,3.06,0.5
2.88,3.24,3.17,0.53
2.73,1.95,3.42,1.09
3.14,0.65,3.52,0.1
2.75,0.65,3.42,5.56
3.44,0.65,3.69,5.721764705882354
3.84,0.65,3.55,5.373333333333334
4.29,0.65,3.34,0.33
4.02,0.65,3.13,1.72
2.56,0.65,3.04,2.001875
1.91,0.65,2.9,1.7026315789473685
2.17,0.65,2.71,1.7905263157894735
1.87,0.65,2.61,6.71
2.07,0.65,2.64,1.06
2.8,0.65,2.88,4.46
3.44,0.81,4.36,4.22
5.88,1.29,4.01,5.31
10.94,1.29,4.23,6.85
12.86,1.29,4.38,6.15
10.66,1.29,4.47,3.97
7.6,1.29,3.97,4.67
5.06,1.29,3.96,1.23
5.06,1.29,4.34,1.07
3.07,1.29,4.32,0.15
2.71,1.29,4.82,0.39
2.99,1.29,4.7,5.374
3.26,1.29,4.86,0.52
4.76,1.29,4.78,0.95
4.66,10.79,4.34,6.186111111111112
3.7,7.1,4.06,5.531176470588235
4.15,2.7,4.11,4.2425
4.64,1.96,4.18,3.12
3.94,1.71,3.9,0.4
3.08,1.71,3.52,1.8
2.1,1.71,3.58,0.67
2.07,1.71,3.05,0.93
1.71,1.71,3.11,2.14
1.85,2.13,3.08,3.68
1.98,3.31,3.18,6.25
3.65,3.31,3.07,4.49
8.21,2.25,3.46,4.79
14.48,2.28,3.51,11.06
17.67,2.28,3.3,15.82
15.13,2.28,3.75,14.71
14.34,2.28,4.03,9.03
12.39,2.28,4.14,10.04
12.66,2.28,4.26,6.75
9.46,2.28,4.46,4.79
6.41,2.28,4.22,3.89
5.12,2.28,4.29,3.66
4.64,1.96,4.69,1.65
4.78,1.65,4.56,1.05
6.37,1.65,4.46,4.1
9.3,1.65,5.0,1.73
7.31,1.65,4.63,1.04
5.07,1.65,4.58,3.3146153846153847
3.61,11.69,4.21,1.9886666666666666
2.16,41.82,3.82,1.5479999999999998
1.9,41.82,3.34,1.4758823529411762
1.65,41.82,3.2,1.2853846153846153
1.27,41.82,3.19,1.8568749999999998
1.34,41.82,3.06,2.537058823529412
1.86,21.93,2.91,4.192500000000001
3.94,13.300999999999998,2.78,5.068181818181819
6.87,15.73,2.8,2.22
9.16,13.389444444444443,2.91,6.66
9.89,11.668823529411766,3.05,5.72
5.82,7.986875,3.64,3.86
4.88,8.739375,3.86,2.43
5.51,9.11625,3.76,0.91
4.59,7.195625,3.77,2.54
3.98,9.296249999999999,4.14,2.01
2.99,8.60625,4.58,2.23
2.75,7.740625,4.52,2.06
2.73,8.95125,4.13,0.21
3.0,7.535,4.2,1.91
3.38,9.170625,4.62,3.57
4.88,8.986249999999998,5.19,1.14
4.05,7.22,5.17,3.4473684210526314
4.24,6.8306249999999995,4.67,2.2764285714285712
5.25,7.014705882352941,4.08,0.5
3.78,8.272352941176472,3.57,1.03
2.25,8.941176470588234,3.22,0.73
1.94,9.65764705882353,3.11,0.94
2.16,9.649411764705881,2.33,0.43
1.74,10.719999999999999,3.08,1.03
3.1,8.617058823529412,2.84,3.17
3.5,7.514374999999999,2.82,3.5
6.13,11.397499999999999,2.75,4.43
13.38,10.6775,3.84,8.71
15.77,13.518125000000001,4.14,8.67
15.39,9.478125,4.04,4.42
14.61,10.1975,3.9,4.19
10.98,10.51625,3.96,6.01
6.92,8.166875000000001,3.13,4.99
5.36,9.200624999999999,2.9,3.91
4.57,9.109375,3.26,1.81
3.13,5.585625,3.69,2.32
2.74,7.9193750000000005,4.59,6.49
3.8,7.52125,4.53,8.49
4.38,8.369375000000002,4.64,6.46
6.89,7.945625,4.92,3.01
