IHBAS-CPCB,Dwarka-S8-DPCC,Sri-Aurobindo-Marg-DPCC,DTU-CPCB,Okhla-Phase-2-DPCC,Alipur-DPCC,Aya-Nagar-IMD,Sonia-Vihar-DPCC,Ashok-Vihar-DPCC,ITO-CPCB,Lodhi-Road-IMD,JNS-DPCC,Mundka-DPCC,Pusa-DPCC,Shadipur-CPCB,Vivek-Vihar-DPCC,Mandir-Marg-DPCC,Nehru-Nagar-DPCC,Wazirpur-DPCC,CRRI-Mathura-Road,RK-Puram-DPCC,Punjabi-Bagh-DPCC,KSSR-DPCC,Jahangirpuri-DPCC,Bawana-DPCC,Narela-CPCB,Patparganj-DPCC,Rohini-DPCC,Anand-Vihar-DPCC,NSIT-Dwarka-CPCB,MDCNS-DPCC
167.59,192.23,49.8,112.50874999999999,259.2,71.58,47.82,177.48,185.15,108.25,5.04,305.5,104.6,302.78,413.64,152.1877777777778,265.5,85.485,192.53,200.17,28.7,254.0,134.43,153.82,69.43,156.95,312.0,274.45,288.65,110.81,245.45
116.53,202.68,49.92,103.89625000000001,311.12,71.3,50.93,145.32,149.35,107.03,5.08,357.6,205.1,255.5,275.13,141.35944444444448,211.4,79.01153846153846,174.5,196.63,33.6,242.62,164.2,135.5,57.15,145.45,317.02,229.65,308.95,111.95,228.4
84.3,222.7,68.5,96.765625,228.85,87.0,66.19,159.2,143.65,91.75,5.06,226.5,216.45,247.35,352.62,122.2441176470588,123.4,71.62307692307692,140.6,204.78,184.55,228.5,134.48,127.7,98.9,137.7,291.9,167.1,222.0,103.18,193.1
61.38,227.1,76.22,102.86,173.62,68.07,61.66,96.2,124.33,79.03,5.08,209.38,135.8,254.1,304.7,116.4235294117647,104.28,77.10357142857143,136.35,176.26,51.38,217.52,167.53,128.75,107.33,125.2,248.45,150.3,178.95,106.27,183.35
43.09,184.28,65.03,97.77812499999999,237.55,103.0,128.42,68.17,87.97,73.67,5.06,180.08,100.53,216.6,211.24,110.55166666666668,92.18,67.25785714285715,128.8,151.75,23.62,186.9,153.78,101.9,125.43,132.22,203.25,147.1,169.05,100.87,163.6
34.77,177.68,46.88,91.1525,292.45,160.1,109.31,84.8,77.98,67.1,5.1,126.0,219.45,209.57,310.56,104.58157894736841,93.15,61.49285714285714,145.07,144.14,21.9,159.43,128.0,101.03,77.18,113.55,167.38,169.92,311.48,91.36,156.12
34.6,163.78,55.75,96.028125,235.8,140.93,81.67,170.2,109.23,64.27,5.07,147.8,143.93,333.23,448.57,97.00500000000001,122.7,58.58642857142856,175.52,170.85,25.62,131.2,110.22,99.6,80.9,174.55,125.12,195.48,230.49260869565217,60.85,159.68
39.26,146.8,66.55,112.61812499999999,231.78,134.72,89.2,147.12,149.07,65.4,5.08,207.48,155.97,263.43,439.81,92.86904761904763,159.8,72.50733333333332,205.32,175.25,28.18,147.12,140.12,164.53,136.45,104.65,172.38,147.07,227.62391304347824,57.89,164.25
60.56,135.97,72.1,118.8475,181.8,110.05,95.12,176.05,183.45,66.3,5.08,221.3,157.78,243.32,455.88,125.65,181.82,82.60125,220.1,112.51,25.17,112.53,154.48,161.2,88.6,83.38,256.3,137.95,406.62,60.59,170.78
98.19,124.47,72.42,107.03125,142.9,120.57,83.56,256.43,142.15,57.35,5.1,165.0,96.85,245.23,331.55,121.83,184.45,82.81833333333333,183.22,86.34,20.4,115.45,140.12,206.9,83.93,105.22,200.15,191.27,297.6,56.43,130.03
129.13,92.38,39.48,106.62882352941178,108.72,72.43,69.14,137.23,109.42,41.35,5.06,84.38,64.17,323.5,299.24,87.88,116.88,72.80555555555556,136.6,50.02,13.22,108.53,92.95,139.68,59.48,65.12,154.93,113.5,225.28,54.05,95.4
135.38,65.28,41.6,84.6470588235294,80.9,50.65,55.95,55.17,77.8,37.03,5.06,55.33,49.8,203.65,132.5,74.97,85.23,182.05,114.15,43.38,7.78,75.53,87.28,126.07,38.83,45.23,102.22,55.78,160.65,28.07,63.746399999999994
71.41,41.65,26.18,74.02411764705883,69.4,42.15,29.19,45.75,62.6,34.83,5.08,36.75,40.7,177.57,89.66,69.3,73.45,142.1,90.12,28.9,5.35,53.33,62.25,77.85,23.43,28.68,114.35,33.7,128.28,19.91,42.25
63.45,41.42,13.85,62.970588235294116,53.3,21.2,19.72,38.4,47.65,30.95,5.07,32.79086956521739,31.38,121.90600000000002,62.02,61.05,62.45,107.83,73.7,19.05,3.58,41.15,54.2,51.7,12.7,21.92,66.6,25.52,133.35,16.93,42.42
39.96,33.3,14.18,62.870588235294115,45.08,17.35,16.46,36.15,37.45,27.08,5.06,36.98652173913043,23.7,116.18476190476187,43.09,53.85,49.2,80.93,60.9,36.32,3.07,40.25,52.23,44.0,12.02,16.45,54.65,18.68,130.12,17.52,30.02
38.62,29.57,15.85,54.92,43.33,15.9,15.63,22.27,36.08,25.12,5.07,23.38,23.48,127.80999999999997,41.83,52.05,44.67,62.32,63.4,39.17,3.58,33.12,48.45,40.8,10.47,15.8,43.42,19.4,166.4,17.04,25.48
43.61,72.12,24.73,60.82,90.22,15.7,17.78,21.45,43.7,24.5,5.12,70.54636363636364,33.27,180.70684210526318,47.03,53.92,44.6,49.9,83.47,70.51,4.2,45.2,73.12,61.73,13.32,40.7,50.05,23.93,214.3,29.96,35.77
44.59,288.95,17.35,86.204375,235.08,34.62,24.21,31.17,100.75,38.17,5.09,111.35260869565217,87.15,238.44058823529414,120.59,60.85,51.2,48.88,172.58,129.99,11.47,69.3,141.48,143.1,38.67,130.15,94.45,124.4,339.77,123.93,109.65
57.72,393.3,23.6,101.81625,246.32,58.85,43.74,38.65,201.75,69.95,5.13,308.7,209.8,186.35352941176473,199.55,79.48,96.4,62.28,224.8,200.88,37.95,213.47,153.3,327.85,83.15,172.9,210.88,162.25,235.5636363636364,180.39,265.12
86.11,434.65,45.5,121.415625,345.6,44.72,40.89,81.7,253.85,83.53,5.06,324.3,347.05,145.72647058823532,339.92,144.38,147.57,120.25,287.17,213.3,52.1,246.35,186.45,388.07,110.2,201.6,284.02,437.8,230.52941176470588,251.25,374.9
144.13,442.1,59.5,128.161875,254.9,112.95,48.05,209.23,308.58,106.8,5.1,429.23,292.05,158.52117647058824,205.06909090909096,221.4,249.4,175.4,298.2,236.35,60.15,361.65,169.3,424.1,182.85,156.55,440.1,178.72210526315789,248.128125,325.01,452.68
193.77,423.1,61.3,124.00687500000001,295.52,141.68,25.08,192.2,328.0,125.1,5.05,417.98,231.75,163.6935294117647,200.5235,296.25,263.92,103.03,330.5,274.88,60.38,468.7,212.32,455.3,230.35,353.4,488.15,223.50318181818176,232.30928571428572,250.88,473.0
246.49,397.45,78.45,114.47749999999999,474.25,130.95,56.45,159.7,452.75,154.97,5.04,472.15,148.25,158.75733333333332,453.22,389.15,301.0,84.55599999999998,364.75,266.28,61.47,203.70454545454547,245.7,401.95,282.12,378.5,489.1,235.53521739130431,249.45250000000001,196.25,263.4352631578948
306.39,354.7,88.5,123.56750000000001,450.93,98.95,53.25,244.12,400.35,171.78,5.04,497.2,121.3,162.51285714285717,197.4461111111111,449.77,268.25,84.65785714285713,418.62,288.84,59.8,199.85363636363638,268.52,332.8,210.25,366.65,224.53636363636363,208.87608695652168,244.75941176470587,180.48,290.05954545454546
273.14,372.32,63.75,145.56687499999998,419.62,111.8,103.38,266.62,363.55,159.4,5.07,434.27,198.62,154.14642857142857,172.91,469.93,177.25,81.17461538461541,445.5,268.36,51.0,205.53347826086954,251.08,274.7,257.92,319.25,236.03125,481.5,472.8,245.8,284.6113043478261
215.22,367.12,79.1,125.43312500000002,400.05,190.12,60.93,217.07,361.73,142.45,5.08,407.98,189.3,127.75625,168.02941176470588,427.07,154.7,72.22416666666668,427.82,261.32,42.7,194.88434782608692,165.75,270.07,225.43,190.57,219.22333333333336,327.55,478.15,182.03,485.5
184.38,263.3,57.65,111.6925,303.35,200.55,56.07,154.445,370.05,125.62,5.07,368.3,246.93,138.125,146.474375,396.15,197.1,65.75,406.55,217.6,178.45,498.8,203.28500000000003,291.02,73.7,141.4,472.8,272.2,493.1,130.67,412.65
205.22,252.03,47.75,115.33,272.57,222.88,115.56,355.33,392.5,119.67,5.03,310.18,266.57,135.62722222222226,180.8222222222222,406.58,232.0,70.57538461538462,430.1,201.85,35.73,444.08,154.62,268.02,72.3,104.33,406.8,257.7,225.77478260869563,98.7,376.35
159.7,212.95,66.9,103.114375,415.9,193.45,73.53,297.93,430.07,132.4,5.05,244.9,238.9,133.01777777777775,154.43944444444443,394.72,304.0,63.88461538461539,472.73,203.6,28.88,362.68,171.0,241.6,103.65,118.9,337.1,225.78,486.85,70.99,340.73
124.38,231.33,79.1,94.89375,406.05,166.32,89.55,290.73,438.68,133.68,5.03,253.57,215.4,132.74055555555557,170.5484210526316,350.5,333.02,60.37384615384615,452.07,231.54,29.48,345.77,187.38,277.45,85.95,161.75,373.12,257.25,468.6,61.47,329.32
104.49,296.98,78.35,100.61625000000001,288.65,152.65,50.48,346.08,371.95,149.75,5.05,283.62,179.8,151.20055555555555,169.3655,296.68,349.68,55.895384615384614,420.52,242.15,30.97,408.43,182.23,406.7,106.1,153.6,425.52,224.3,269.93863636363636,66.7,348.8
106.77,374.7,86.85,117.7225,293.68,153.65,40.77,354.0,364.98,195.85,5.05,370.23,184.38,161.26277777777776,173.40952380952382,260.45,307.18,59.20384615384616,410.98,255.39,37.92,385.05,191.23,367.05,145.68,284.2,411.8,270.1,246.34500000000006,118.65,388.58
105.05,447.85,80.22,117.796875,239.57,169.38,42.58,291.77,231.23,193.43,5.1,388.75,147.35,158.65117647058824,164.44227272727275,234.72,249.18,78.11866666666667,320.23,238.43,52.45,371.67,238.78,207.3,191.4,167.62,443.45,309.95,378.42,142.07,483.6
216.34,339.4,112.0,118.90562500000001,164.5,88.4,48.03,129.6,158.02,125.35,5.07,216.25,145.95,187.2605882352941,412.44,195.65,252.93,83.21470588235293,224.7,100.88,46.02,183.47,176.78,182.32,140.97,126.15,248.35,54.27,221.93,123.84,410.88
105.41,212.18,92.35,111.6435294117647,98.68,37.0,44.79,54.7,97.03,42.5,5.08,87.32,69.95,156.05263157894734,241.84,156.98,113.8,79.44,172.65,44.85,14.97,74.15,120.42,60.65,66.17,67.7,120.05,27.15,139.32,101.96,244.45
64.17,119.33,58.9,94.93058823529412,93.28,34.9,78.94,24.25,86.9,34.07,5.16,97.7,46.1,120.25449999999998,129.36,125.85,60.15,77.05636363636364,140.18,43.69,9.52,68.05,98.72,48.8,20.95,28.58,74.45,28.17,98.58,63.72,166.57
40.51,62.95,32.25,81.72529411764705,69.82,25.97863636363637,44.39,22.48,65.65,31.65,10.39,54.9,40.5,133.09333333333336,85.44,87.42,63.55,186.5,111.97,46.55,8.78,55.92,95.32,45.3,11.78,18.07,55.95,29.9,97.57,40.05,123.1
36.49,39.23,26.25,74.98058823529412,83.58,18.245454545454546,28.87,31.8,57.17,27.18,13.23,36.75,37.62,163.0,57.74,53.12,55.85,146.82,91.08,43.26,5.9,34.27,81.3,40.6,11.52,14.88,46.7,20.88,98.35,24.48,83.75
31.66,30.38,22.7,73.06823529411766,65.2,15.626363636363637,20.46,25.88,46.15,25.05,11.45,27.2,28.52,116.67,54.05,51.1,49.2,112.28,75.72,45.68,4.53,34.55,68.38,35.9,11.7,13.95,41.83,17.3,124.9,28.7912,57.62
29.19,38.95,19.75,68.51125,62.28,17.887272727272723,18.59,17.4,37.85,24.05,9.56,23.18,25.77,186.38,48.38,51.6,45.08,82.77,74.8,57.4,4.22,33.85,65.95,32.6,9.35,14.05,35.52,15.05,136.72,21.95,38.38
32.45,59.12,20.6,74.58250000000001,92.78,22.99809523809524,20.44,17.25,41.38,23.32,10.82,30.8,48.8,351.12,51.62,49.8,48.75,65.85,82.0,70.68,5.7,43.1,80.0,41.85,12.55,37.42,35.85,20.25,202.9,26.68,42.05
44.38,262.73,19.27,97.37312500000002,160.32,20.3,23.0,22.92,85.9,27.15,21.77,101.45,41.47,305.65,62.45,55.35,56.52,56.28,143.52,132.63,11.43,59.83,149.28,72.85,42.15,75.88,79.25,95.85,322.12,36.7,117.4
56.97,344.25,23.57,109.03375,234.38,47.45,34.0,35.85,237.6,65.22,39.38,262.25,84.03,92.35,164.1,64.92,83.58,58.88,182.0,173.84,36.9,149.15,222.55,177.93,69.43,158.88,169.55,392.25,448.18,145.09,250.2
89.89,369.55,28.85,123.42749999999998,279.97,102.68,54.58,81.82,170.05,76.9,44.77,272.8,100.95,156.45,217.39,87.65,136.05,83.5,202.23,207.28,46.93,264.68,177.0,262.45,172.95,228.55,227.68,428.4,468.15,225.19,350.33
118.95,428.27,45.6,118.82375,398.43,112.9,52.57,213.95,214.85,97.62,53.09,332.45,83.1,218.62,201.94,157.05,165.82,117.83,242.28,206.23,52.83,359.35,152.82,212.82,161.55,181.55,301.48,219.05130434782606,259.81,264.19,453.9
151.47,415.4,52.27,117.5275,430.97,137.55,37.83,286.7,252.28,120.42,67.98,343.77,76.9,206.65,180.31,227.9,206.07,163.15,261.83,218.87,60.3,369.38,163.3,231.5,159.28,121.88,425.9,469.8,270.725,307.79,491.9
152.88,353.23,78.5,108.823125,430.1,190.78,54.16,284.25,263.02,145.38,69.27,433.68,101.12,207.12,281.16,254.05,228.78,84.59999999999998,277.7,233.98,58.33,387.58,198.38,224.25,141.85,146.97,481.7,490.2,269.0694736842105,232.69,280.52500000000003
137.08,316.65,58.88,104.344375,443.52,195.95,68.77,288.02,274.65,133.93,70.47,404.1,298.8,208.3,494.54,267.6,209.43,86.24214285714285,347.8,260.84,53.42,355.67,188.12,235.82,179.42,84.33,208.3516,411.2,253.08523809523808,216.2,278.3726086956522
138.92,348.43,40.62,117.4925,339.88,184.43,82.97,252.53,277.18,121.45,64.16,356.3,183.23,219.55,192.9991304347826,267.27,238.32,90.09785714285717,278.8,259.87,40.22,375.17,190.97,335.15,131.1,96.03,446.95,322.12,497.5,207.97,481.1
130.07,269.77,40.35,109.65187499999999,384.7,168.38,85.56,319.32,234.73,124.27,52.17,294.73,186.43,232.0,204.9704347826087,246.75,288.1,92.27785714285713,256.1,242.85,35.0,431.65,234.97,280.25,89.48,50.12,296.15,294.12,416.68,159.68,442.68
102.5,234.5,62.5,108.128125,351.7,140.65,99.05,179.4,117.26666666666665,132.75,49.58,233.9,106.97,241.7,207.74136363636364,207.65,247.9,77.96153846153845,221.1,199.16,189.05,346.3,180.13625000000002,221.12,44.5,56.2,304.5,182.5,325.8,140.95,401.25
70.89,201.03,69.88,113.69624999999999,352.05,110.85,104.3,144.9,146.1,124.42,55.92,230.15,163.57,313.12,461.66,185.07,218.23,74.98076923076925,181.27,186.28,33.45,236.03,193.6,146.55,50.9,50.4,231.3,135.3,312.2,126.44,369.9
45.33,137.5,86.2,110.7025,430.38,93.15,87.67,116.95,112.9,119.67,53.95,222.83,173.4,343.28,463.78,158.55,194.27,63.23153846153846,169.12,191.84,31.22,211.5,171.68,134.4,71.2,52.3,159.6,115.6,243.22,85.03,338.3
36.12,123.1,84.47,92.595,367.33,105.68,70.81,242.22,111.1,112.22,51.44,207.95,149.48,347.65,485.97,126.57,196.07,60.104615384615386,158.27,187.11,26.77,208.62,149.02,125.85,73.92,52.08,191.88,108.42,249.0666666666667,64.93,342.25
29.84,141.43,73.28,101.0370588235294,336.38,71.17,66.55,383.6,114.62,92.53,41.88,204.6,140.42,335.25,463.37,102.38,217.65,60.26538461538462,178.75,170.95,24.92,155.1,114.35,111.95,69.5,55.95,209.73,151.95,258.1740909090909,64.1,334.05
38.81,143.38,56.3,118.04722222222222,306.35,65.32,61.11,126.25653846153848,157.07,83.17,47.65,249.83,141.3,280.48,481.6,95.25,205.5,52.808461538461536,181.07,176.88,23.03,91.22,102.92,119.55,93.1,90.32,210.82,123.25,251.34318181818182,70.44,321.92
89.94,120.95,47.12,122.64789473684208,195.6,52.6,77.55,241.9,156.25,71.95,46.14,218.4,131.6,216.05,407.32,108.72,178.03,74.085625,199.65,123.32,20.25,90.43,108.15,116.38,70.8,64.97,219.6,131.93,436.25,62.73,271.62
245.28,122.97,57.0,118.76700000000001,147.95,46.0,80.01,148.38,166.75,54.33,23.87,130.05,103.38,290.85,166.14,117.95,167.43,76.6661111111111,157.95,94.32,14.0,84.0,108.12,202.1,66.22,60.42,279.55,106.42,331.9,62.48,200.0
102.99,106.4,34.88,189.75,111.65,24.35,52.1,85.1,95.45,43.53,17.76,63.2,76.72,212.95,219.88,109.83,125.67,71.19722222222224,123.82,63.84,10.95,71.5,104.88,111.9,73.45,46.3,160.6,83.55,189.1,69.33,162.25
48.96,61.75,30.05,123.43,88.33,21.569615384615386,30.38,39.03,66.95,32.8,4.69,54.1,57.62,142.98,107.81153846153846,89.55,89.55,110.18,89.58,41.65,7.5,59.65,65.35,77.3,34.2,25.8,58.62,37.7,137.32,41.3,106.6
39.92,44.58,28.0,117.4,66.17,11.72,23.87,31.73,54.457142857142856,31.6,4.67,32.25,37.35,141.7,70.98,74.15,69.33,68.38,75.05,37.02,5.52,48.2,65.75,62.58,14.47,20.93,43.7,20.18,116.88,25.79,72.28
30.0,37.6,20.57,106.75,52.45,13.3,22.22,16.77,44.31249999999999,27.48,6.23,31.62,28.25,121.67,50.36,63.77,55.25,61.1,62.23,37.96,3.62,30.05,51.3,50.4,12.7,15.48,31.35,15.53,114.7,20.25,48.33
24.8,29.2,19.9,103.6,48.58,11.6,19.48,16.12,34.99444444444445,26.85,4.67,21.62,25.95,124.28,40.44,57.35,45.62,46.2,56.42,36.14,3.88,36.9,35.58,45.77,13.0,14.62,27.2,13.45,113.98,17.96,32.75
24.87,31.15,14.5,70.08,42.98,10.97,19.81,14.55,31.650000000000006,26.77,4.68,17.88,24.8,119.9,50.32,54.08,43.08,37.83,56.9,35.29,3.67,32.9,41.27,38.65,18.824615384615388,16.05,24.15,12.45,114.67,16.92,28.3
30.21,51.1,19.27,43.2,58.75,12.063333333333334,20.54,16.35,50.43588235294118,24.65,4.66,28.73,27.0,131.38,47.12,56.9,46.9,44.62,71.15,29.51,4.75,43.38,50.17,48.33,13.7,26.35,26.1,17.32,136.1,19.51,24.93
44.06,197.1,24.0,79.5,99.7,18.107142857142854,24.81,30.27,82.06263157894738,25.83,4.7,90.2,35.5,282.45,93.62,62.3,52.88,49.98,115.38,33.44,9.38,68.85,101.8,73.35,20.0,54.72,40.92,77.22,130.35,38.87,46.77
52.2,434.32,24.9,113.9,176.4,37.69285714285714,40.33,46.3,127.333,38.03,4.66,212.08,41.55,77.6,208.27,73.2,80.75,51.25,209.27,134.04,26.03,134.5,159.73,116.9,37.08,186.97,69.8,358.4,202.25,103.53,121.97
67.56,494.45,33.75,189.8,212.93,56.954285714285724,75.56,73.3,144.34714285714284,50.4,4.69,298.97,56.22,142.5,252.98,99.85,124.22,69.6,286.65,198.07,52.2,271.73,181.38,173.6,162.8,274.67,235.72,455.3,370.1,171.12,292.1
95.71,464.35,46.55,187.43,375.85,66.69666666666666,67.12,103.0,308.8,67.55,4.69,349.88,78.6,178.32,330.0,159.72,168.75,121.9,281.95,198.07,52.85,358.38,205.62,229.95,144.78,183.45,354.77,215.81304347826085,273.3980952380953,350.79,408.02
118.95,457.75,38.75,191.47,419.25,65.93954545454545,77.57,198.77,308.5,94.18,11.28,375.5,66.5,194.38,327.11,202.55,212.18,181.5,249.85,210.21,56.3,400.25,192.58,242.85,136.57,111.9,331.62,478.52,458.6,304.83,473.32
132.39,448.58,36.12,150.53,350.18,137.5,87.36,168.98,251.62,102.3,68.5,453.3,59.8,216.27,332.45,212.6,270.92,110.99687500000002,236.33,204.36,56.1,357.12,178.28,215.8,151.25,80.6,345.57,384.25,403.65,260.21,267.01521739130436
120.64,375.12,37.65,129.65,366.5,135.22,97.54,143.95,212.88,106.95,69.91,447.35,51.52,251.9,481.29,205.45,237.2,100.93999999999998,216.67,244.27,50.5,293.0,154.77,186.25,126.9,62.02,377.07,327.35,456.4,179.69,493.08
111.69,367.2,60.42,265.62,312.12,108.83,83.99,121.88,120.7,105.1,63.84,399.55,110.8,264.57,433.99,193.72,221.88,102.9253846153846,169.35,236.35,42.6,220.15,130.05,175.9,117.1,48.03,321.57,239.5,393.45,150.45,449.2
89.03,334.45,95.32,263.43,237.7,68.7,84.55,79.28,103.55,97.75,61.42,455.8,99.57,270.02,463.25,168.93,219.38,100.94500000000001,150.07,190.74,37.12,141.53,105.35,155.62,60.08,62.15,271.35,184.02,341.43,91.1,399.6
64.9,195.3,69.0,155.97,186.4,64.05,91.92,62.3,108.16583333333334,83.32,60.6,253.9,96.45,302.3,228.1075,140.15,192.1,75.07000000000001,147.6,180.82,120.35,104.7,114.345,148.68,25.1,42.75,241.1,88.2,300.7,53.86,314.75
40.52,138.95,64.3,143.98,167.18,62.1,79.94,76.75,103.62,71.03,52.78,225.05,101.8,278.27,456.15,126.83,181.85,79.38000000000001,140.43,119.15,23.72,88.92,87.12,130.45,29.8,51.75,204.22,88.05,267.98,38.17,274.6
61.96,109.72,68.25,167.93,189.38,55.0,93.78,106.3,88.8,57.18,42.05,183.57,96.95,262.97,272.19,120.75,143.1,81.80083333333333,128.2,98.11,20.25,67.8,80.62,109.1,35.08,50.73,140.05,79.75,287.98,30.37,198.62
83.39,103.2,56.98,189.7,160.08,48.08,82.92,140.38,83.33,45.88,30.04,133.6,90.73,207.38,234.05,127.23,114.53,81.84307692307692,124.47,93.77,14.47,54.88,86.47,117.3,41.6,78.28,89.12,98.9,310.55,27.85,144.22
96.31,105.7,35.4,166.8,129.05,44.23,58.14,137.27,69.03,42.02,26.1,107.1,79.88,205.07,219.33,137.4,89.25,82.0292857142857,132.62,114.23,12.03,49.45,92.1,132.3,60.55,110.55,72.68,151.72,408.95,29.02,118.15
86.11,186.45,33.7,191.32,110.68,48.1,54.64,131.5,79.12,41.52,20.34,111.83,78.95,278.12,259.89,146.55,77.28,73.30071428571429,137.82,108.98,13.68,60.45,92.83,134.5,145.68,87.18,95.42,146.3,359.6,36.62,116.58
122.86,150.1,75.8,235.03,98.95,66.5,54.42,117.67,84.38,41.5,21.83,102.47,86.55,137.8,193.75,140.03,84.8,189.55,122.38,70.83,13.77,80.88,88.83,146.35,94.18,63.95,136.53,84.8,317.1,43.73,109.58
83.73,93.25,35.45,249.68,75.4,37.75,38.54,68.17,53.8,36.88,17.28,53.45,50.1,187.28,159.37,122.6,90.92,159.18,86.0,46.45,9.55,67.18,87.62,90.55,41.65,41.75,115.55,46.85,203.18,48.53,84.82
47.72,64.25,24.77,185.77,59.35,21.93,25.6,31.25,46.12,31.12,13.5,34.85,33.75,153.2,129.99,102.03,66.73,123.28,73.03,36.58,5.62,48.1,66.9,73.38,22.3,28.6,57.67,40.95,127.25,34.35,63.05
32.2,54.92,17.25,133.62,43.67,15.23,24.48,24.85,32.65,26.12,11.94,24.32,27.6,96.88,62.48,86.5,53.25,95.62,63.48,23.1,3.52,33.15,51.8,55.05,14.28,17.85,31.9,25.0,109.72,28.73,38.7
27.21,38.05,10.95,88.8,32.27,9.75,22.74,17.6,47.72904761904762,24.17,7.96,15.6,23.32,121.1,52.43,70.4,43.75,72.47,53.4,22.73,2.92,28.52,40.9,38.77,10.25,12.4,22.07,12.53,91.05,18.4,25.42
17.0,26.3,8.85,74.33,29.2,8.85,15.84,11.47,40.067368421052635,24.2,7.26,11.32,20.18,68.85,32.84,58.97,38.17,55.05,44.8,30.15,2.12,24.62,34.55,37.95,6.88,11.48,15.77,9.3,79.45,17.32,17.83
15.78,26.05,8.32,68.97,27.85,9.15,14.34,10.07,35.82833333333333,23.88,7.25,10.28,18.27,76.4,39.1,50.83,33.5,41.68,41.77,28.82,1.62,23.52,33.67,32.73,6.32,13.38,13.95,8.93,100.35,14.48,15.47
17.52,23.0,7.67,69.75,30.48,9.8,13.94,11.03,34.923529411764704,24.9,7.48,11.23,19.15,99.6,44.73,50.42,33.28,34.58,41.45,25.99,1.82,25.4,35.55,35.7,7.22,11.2,13.52,10.82,110.02,15.26,17.9
27.45,28.4,8.62,79.08,34.7,10.93,14.52,14.0,40.011875,24.62,8.12,13.9,24.05,155.82,40.86,51.42,35.25,30.32,52.98,38.92,1.88,30.9,37.5,44.83,11.25,18.98,19.85,18.38,139.43,16.42,23.07
40.13,59.53,11.28,121.05,68.03,14.6,18.79,19.5,62.313750000000006,25.35,9.99,33.7,35.38,300.27,56.72,54.05,39.38,28.25,75.85,76.27,2.98,48.7,76.58,62.77,22.25,43.2,41.6,31.07,173.3,33.28,37.5
52.57,134.05,15.2,110.83,158.85,21.02,27.77,33.67,102.33764705882353,25.6,19.7,86.22,68.42,168.68,97.48,59.2,47.0,36.98,100.12,136.74,12.93,77.05,180.9,76.25,39.9,84.47,69.28,181.48,204.97,61.57,104.65
70.7,221.68,21.32,128.75,190.38,32.42,43.41,61.48,128.1161111111111,27.75,28.27,132.05,53.9,138.78,132.6,65.93,65.45,61.52,124.75,146.16,31.77,132.38,196.75,89.58,65.05,70.95,111.65,265.82,309.0,73.27,203.5
86.96,285.62,26.15,124.1,205.88,46.58,43.58,125.8,157.30900000000003,30.75,35.59,156.77,90.1,146.07,132.69,73.18,90.73,87.9,139.3,145.66,39.3,167.35,175.8,83.03,83.65,72.5,138.25,427.85,337.42,88.59,293.77
91.91,292.82,29.05,152.27,200.18,63.95,55.6,198.25,147.43809523809526,41.67,41.46,195.72,98.72,162.78,211.57,76.58,94.02,105.92,158.43,161.09,40.0,195.52,252.22,79.2,158.7,50.02,173.32,404.95,351.35,118.08,349.08
86.55,322.6,31.97,164.62,181.32,51.27,68.58,167.05,118.4,44.2,43.38,223.75,71.22,171.35,189.0,79.22,98.03,118.38,179.52,147.59,42.3,185.53,202.0,78.85,84.82,59.65,153.43,428.77,292.95,121.19,372.2
73.2,259.2,44.42,249.15,191.97,76.47,54.12,225.83,111.32,47.55,45.11,221.2,167.32,181.78,211.2,78.47,95.8,125.03,156.93,168.05,31.43,142.15,138.45,109.3,108.28,46.12,140.23,200.57,297.15,144.27,344.23
73.81,162.18,38.05,205.12,131.97,56.08,45.83,181.18,84.92,53.27,41.88,136.2,178.82,198.25,219.81,79.88,98.08,137.28,133.73,150.81,21.6,118.62,86.8,113.28,121.45,47.62,197.8,93.2,208.82,115.97,285.88
86.14,155.12,43.2,159.53,105.62,48.4,42.77,239.65,81.72,57.32,33.5,123.05,175.12,241.12,246.03,82.78,113.05,155.65,118.55,113.74,17.68,96.57,87.5,97.72,116.7,46.6,207.0,53.35,162.85,87.86,242.35
92.41,124.1,34.65,133.25,120.15,42.6,47.47,216.6,87.68869565217392,63.6,26.43,91.8,152.05,213.25,210.66,88.45,120.75,132.2,105.6,125.5,93.15,87.4,95.34,92.32,43.1,35.1,148.8,51.3,167.75,73.06,191.8
67.96,90.7,28.5,176.03,88.38,30.67,62.5,258.23,64.67,67.05,26.1,87.32,95.65,200.05,217.74,85.53,109.72,126.23,91.38,79.47,15.35,80.53,64.2,69.88,59.23,39.2,152.0,44.28,153.1,39.11,167.55
74.72,79.08,25.05,159.97,80.75,28.78,43.88,192.82,60.65,51.83,21.49,74.43,84.45,142.22,112.83,86.08,101.45,112.28,83.08,51.24,10.3,54.03,66.3,72.68,142.3,37.85,94.05,53.22,187.25,29.17,125.33
73.09,82.2,22.55,125.07,57.2,27.7,34.67,97.83,58.53,44.02,13.78,46.7,87.72,109.88,51.31,79.0,89.9,91.88,88.28,44.65,8.5,41.8,65.55,75.42,90.92,48.85,70.9,60.58,299.62,22.19,95.32
59.48,74.75,24.52,126.85,66.58,22.32,29.27,100.67,61.98,42.47,11.57,49.58,69.85,102.92,68.18,72.12,73.95,80.65,90.0,52.26,8.05,45.5,51.92,72.07,46.83,48.92,66.8,59.0,323.9,27.63,89.1
