IHBAS-CPCB,East-Arjun-Nagar-CPCB,Shadipur-CPCB,Punjabi-Bagh-DPCC
25.55,26.2,11.85,39.35
24.28,24.87,16.59,43.85
23.31,23.98,16.77,43.98
22.74,23.44,16.54,44.1
22.25,23.0,18.15,45.78
21.55,22.44,19.8,47.3
21.13,22.11,20.62,48.28
20.52,21.58,21.73,48.98
19.98,21.13,20.47,47.52
19.46,20.34,22.55,49.6
19.28,19.8,23.88,51.45
18.61,19.61,24.37,53.5
18.11,18.94,28.32,56.22
17.71,18.52,31.09,58.7
18.16,18.86,31.63,58.75
19.9,20.32,28.45,55.2
22.21,22.39,23.33,50.28
24.91,24.85,19.16,44.73
26.57,26.56,16.83,39.3
27.94,27.75,10.09,33.45
28.81,28.88,14.485454545454546,31.07
29.38,29.53,12.829166666666666,30.77
29.28,29.57,12.780833333333334,31.35
28.98,29.31,14.85090909090909,33.12
28.09,28.68,8.49,35.25
25.59,27.35,12.68,42.62
21.2,26.45,18.15,48.52
19.68,25.23,22.76,52.62
19.1,24.4,29.27,57.1
18.04,23.87,34.87,61.1
18.43,23.07,37.84,64.83
17.5,22.16,34.71,64.42
16.7,21.88,38.07,66.0
16.24,21.38,39.72,67.78
16.38,20.89,43.63,70.38
15.65,20.63,47.38,72.65
15.62,20.6,48.63,73.4
15.23,19.97,51.19,74.95
16.58,20.4,50.46,73.95
21.55,22.28,34.54,60.4
24.13,24.11,25.83,51.23
26.12,26.44,18.12,42.42
27.84,27.83,12.27,35.42
29.12,29.28,9.67,32.83
30.11,30.62,15.412,30.9
31.28,31.5,13.287272727272727,29.23
31.84,31.95,13.133636363636366,28.9
30.97,31.72,15.41,29.68
29.54,30.61,16.999166666666667,32.5
27.45,28.8,12.03,39.52
24.15,27.17,22.12,49.12
22.86,25.81,24.76,54.82
22.1,24.82,28.12,54.0
20.77,24.13,32.1,56.95
19.48,23.42,37.8,61.33
18.07,22.98,40.42,64.53
18.44,22.63,43.57,68.1
19.72,22.44,43.34,68.03
20.34,21.93,42.47,66.83
20.03,21.35,40.86,66.2
19.64,20.48,42.2,66.22
19.32,20.04,42.02,66.93
19.7,20.16,39.4,63.88
20.73,21.12,32.91,58.48
22.77,22.9,27.93,53.85
24.65,25.16,21.48,45.75
26.51,26.72,16.07,39.08
27.82,27.98,12.24,36.9
28.53,28.69,11.62,36.25
28.86,29.1,10.51,35.92
28.79,28.87,12.12,37.72
28.36,28.61,14.19,39.65
27.54,27.92,16.45,43.17
26.19,26.72,21.62,47.3
25.16,25.83,24.63,50.33
24.49,25.24,27.36,52.38
23.77,24.69,30.87,55.05
22.95,23.98,30.96,54.85
22.69,23.37,32.2,56.52
21.9,22.79,31.27,56.4
20.89,22.11,32.61,58.05
19.87,21.34,38.9,63.73
19.84,20.54,43.36,66.17
19.3,20.2,44.0,67.08
18.9,19.44,44.7,67.42
18.38,19.05,44.27,67.7
18.93,19.44,44.11,67.3
20.88,20.92,36.89,60.73
22.63,23.14,30.38,54.9
24.71,24.99,25.21,48.9
26.98,27.11,19.21,40.2
28.46,28.46,11.18,35.62
29.17,29.39,17.60642857142857,33.65
29.41,29.72,8.15,34.48
29.38,30.13,8.02,32.67
29.11,29.95,9.45,35.67
28.49,29.23,12.46,40.17
26.74,27.81,17.2,45.25
23.38,26.87,22.69,52.3
21.0,26.35,28.02,57.03
20.41,25.57,30.66,58.77
20.56,24.48,30.76,60.25
19.29,23.96,31.41,61.05
22.0,23.48,30.0,59.55
19.9,23.0,23.79,58.62
19.98,22.23,27.01,58.92
18.27,20.67,34.23,59.8
17.43,20.96,35.51,62.47
17.6,21.49,35.89,66.05
18.15,21.06,32.96,66.48
19.42,20.98,27.08,59.95
22.52,22.88,22.79,49.65
24.91,24.61,20.92,45.03
26.79,26.34,18.13,41.38
28.63,27.98,13.89,35.8
29.86,29.55,10.8,33.92
30.65,30.64,9.7,33.07
31.21,30.8,9.22,33.38
31.12,30.96,9.18,34.0
30.23,30.57,11.78,36.28
29.16,29.5,16.02,41.25
27.73,28.49,22.66,46.6
26.54,27.67,24.27,48.67
25.76,27.03,24.56,48.78
24.92,26.03,27.7,52.12
24.68,25.73,28.96,52.72
24.63,25.5,28.26,52.25
25.01,25.53,27.86,52.27
24.57,24.97,27.4,51.85
23.7,24.36,29.08,52.85
23.14,23.85,30.9,54.67
21.7,22.79,33.31,56.62
19.43,21.17,34.32,57.92
19.62,20.48,38.68,61.27
20.19,20.69,38.81,61.4
20.87,21.28,38.81,59.58
22.72,22.8,37.93,56.9
24.21,24.04,33.9,51.95
25.86,25.46,29.78,46.0
27.37,26.93,26.16,43.5
28.27,28.04,23.16,41.58
29.05,28.66,22.12,42.08
29.2,29.17,20.8,42.58
28.99,29.08,21.23,43.5
28.02,28.5,25.25,47.45
26.75,27.52,29.68,52.47
25.72,26.76,34.26,56.27
24.76,26.21,36.01,58.22
23.98,25.69,38.76,61.0
23.14,25.2,42.04,63.88
22.59,24.62,46.43,66.6
21.95,23.72,47.51,67.72
20.84,22.97,51.31,69.55
20.85,22.37,51.38,70.33
20.67,22.17,55.05,72.6
20.12,22.25,56.2,73.85
20.6,22.32,56.23,72.47
20.83,22.42,55.53,72.1
21.04,22.39,53.16,69.55
22.86,23.51,50.13,66.78
24.87,24.79,44.49,60.33
26.62,26.43,37.4,53.35
28.47,28.04,31.75,45.9
29.85,29.65,27.77,42.62
31.12,30.79,23.86,41.33
31.6,31.66,16.72,39.33
31.81,32.34,16.44,39.67
29.96,30.86,19.72,44.22
29.02,30.02,24.35,52.2
27.93,29.23,26.0,54.33
26.97,28.57,31.17,56.5
26.04,28.41,32.85,55.73
25.29,25.97,27.12,49.05
23.22,23.33,32.98,54.48
24.14,24.28,29.17,52.52
24.08,24.58,25.23,48.85
23.63,24.4,26.12,50.0
22.03,23.88,30.58,53.28
22.34,23.52,32.6,57.05
21.91,23.19,35.55,60.23
20.65,22.27,38.52,62.95
19.26,21.65,39.93,64.3
19.66,21.82,39.36,64.12
23.28,23.71,34.67,58.77
25.48,25.97,27.82,52.35
27.29,27.59,21.8,44.88
29.0,29.62,15.95,38.78
30.82,30.7,14.98,36.17
30.72,31.33,14.08,36.65
30.89,30.98,14.45,37.8
30.99,31.32,14.17,39.18
30.64,31.07,16.18,41.75
29.94,30.82,20.87,45.62
28.55,29.45,20.83,46.55
27.5,28.51,25.27,51.7
25.8,27.79,27.0,54.25
25.2,27.41,28.94,55.68
25.18,26.61,32.86,58.35
24.85,25.97,39.64,63.4
24.16,25.39,45.12,66.97
23.48,24.83,48.18,70.0
22.1,24.11,51.8,72.12
21.39,23.6,54.33,74.1
19.97,23.2,51.08,74.5
19.51,22.81,47.72,73.4
19.05,22.57,50.44,74.95
20.68,23.42,52.11,75.65
25.08,25.73,43.47,65.25
27.72,27.49,33.05,54.15
28.94,28.6,23.97,46.25
30.61,30.18,15.76,36.92
31.62,31.19,10.69,33.12
31.98,32.09,10.56,31.9
32.64,32.43,15.552000000000001,29.83
32.3,32.23,14.85066666666667,30.55
31.34,31.67,8.71,33.7
30.38,30.94,9.34,35.3
28.25,30.2,12.86,38.8
26.57,29.4,14.71,42.35
27.19727272727273,28.81,19.28,47.95
26.157,28.05,23.55,52.83
25.15888888888889,27.36,25.3,55.83
24.35875,26.47,22.79,52.75
23.138571428571428,26.08,21.72,48.88
22.083333333333332,24.91,24.2,48.77
21.378333333333334,24.43,25.57,52.4
20.98857142857143,24.26,25.3,51.67
20.905,23.87,26.86,53.58
21.028888888888886,23.74,25.65,52.18
21.461999999999996,23.62,27.45,53.15
22.7,21.91,31.48,53.15
21.53,22.69,19.28,45.92
23.94,24.58,20.37,46.85
24.91,24.99,19.62,42.95
27.57,27.22,14.31,38.0
28.98,28.47,12.09,36.48
28.44,28.52,12.05,36.85
27.48,27.74,15.37,40.1
26.46,26.52,20.99,44.43
26.25,26.5,21.49,44.77
25.44,25.7,21.06,45.12
24.59,25.33,18.79,44.92
24.03,25.35,21.14,44.55
23.81,24.46,17.08,43.38
23.47,24.69,16.97,42.17
22.95,24.12,18.44,46.42
22.03,22.98,22.84,51.35
21.03,22.8,26.93,53.88
20.58,22.54,34.0,57.42
19.73,21.8,39.29,62.5
18.21,21.12,42.56,66.5
18.08,21.09,46.34,69.7
17.3,21.33,46.55,71.42
16.99,21.39,45.39,72.33
19.41,21.69,43.99,69.38
20.44,22.38,39.04,63.33
22.86,23.51,35.34,56.58
26.03,25.97,22.21,45.95
27.51,27.66,20.06,43.18
28.23,28.54,15.32,38.58
28.75,28.65,13.16,37.7
29.25,29.13,12.62,37.6
29.52,29.58,12.68,37.3
28.94,29.22,11.92,37.88
28.2,28.68,15.28,41.97
26.91,27.64,19.95,46.25
25.91,26.73,23.49,50.15
25.04,25.95,26.97,52.95
24.3,25.16,29.37,56.12
23.56,24.59,32.05,58.95
23.3,24.04,34.36,60.45
22.62,23.51,34.81,60.95
22.03,22.92,37.05,62.55
21.64,22.46,38.79,63.25
21.06,21.84,38.58,64.0
20.41,21.6,38.38,65.3
19.89,21.16,40.63,67.43
19.76,20.76,44.16,68.67
20.61,21.29,42.28,66.42
22.41,22.77,36.18,60.55
24.06,24.39,31.91,55.72
25.81,26.17,26.67,50.08
27.25,27.5,22.96,43.77
27.96,28.39,17.04,39.33
29.22,29.36,13.15,37.15
29.52,29.84,12.35,37.35
29.59,30.07,11.8,38.0
29.34,29.85,12.51,38.88
27.50375,29.08,15.43,41.85
26.57,27.77,19.3,46.23
25.71,26.84,22.3,50.38
24.88,26.13,26.8,53.92
22.79,25.28,33.8,57.58
23.18,24.76,36.93,61.4
23.14,24.33,38.92,64.1
21.56,23.85,38.71,65.38
21.94,23.55,38.43,65.45
21.92,23.14,38.87,63.2
21.72,22.94,41.43,65.95
21.28,22.31,45.16,67.2
20.93,21.87,47.49,67.9
20.78,21.59,47.59,68.6
21.37,21.94,46.09,67.33
23.05,23.44,40.45,62.57
24.94,25.23,30.74,54.68
26.73,26.95,23.05,47.8
28.49,28.59,19.15,41.55
29.68,29.74,13.38,36.85
29.77,30.12,13.18,38.17
30.05,30.41,13.6,38.62
29.66,30.2,15.77,40.7
29.31,29.95,15.79,41.45
27.79,28.68,18.32,44.42
26.78,27.46,25.09,49.75
26.08,26.8,27.37,52.45
25.43,26.21,28.71,54.73
25.05,25.78,31.29,57.28
24.28,25.08,36.02,59.78
23.6,24.38,38.76,63.23
23.3,23.99,39.36,64.35
22.71,23.55,39.04,64.97
22.2,23.07,40.27,65.03
21.68,22.66,41.88,65.83
21.19,22.43,44.14,67.78
21.22,22.12,46.73,68.3
21.03,21.88,49.86,70.52
21.22,21.86,50.99,71.38
22.33,22.95,46.2,66.1
24.11,24.77,33.84,55.4
25.88,26.34,26.16,49.0
27.68,27.95,19.61,41.55
28.89,29.16,15.34,38.9
29.74,30.37,13.07,37.7
30.36,30.95,12.13,37.28
30.52,31.12,10.36,36.92
30.0,30.75,11.76,38.62
28.87,29.83,17.02,42.98
27.62,28.63,21.73,47.6
26.83,27.58,27.96,53.08
25.98,26.87,28.36,54.8
25.18,26.23,28.36,54.8
24.57,25.48,32.05,58.1
24.16,24.98,34.35,59.9
23.43,24.65,38.31,63.1
23.12,24.21,39.14,65.47
22.92,23.89,39.99,66.38
21.84,23.54,42.51,67.8
21.46,23.11,44.65,65.1
21.83,22.36,44.4,66.38
21.61,22.14,44.67,66.05
22.02,22.7,42.59,64.8
23.61,23.75,37.4,59.55
25.72,26.0,28.06,51.97
28.22,28.65,20.1,44.62
30.17,30.18,11.9,37.83
31.48,31.34,9.29,34.45
31.98,32.28,15.361538461538458,32.33
32.5,32.99,13.388571428571428,32.42
32.44,32.48,13.856666666666667,33.45
31.63,31.93,8.75,34.9
30.62,31.21,10.6,37.17
29.16,29.83,15.07,41.52
28.13,28.9,18.49,44.55
26.87,28.23,22.75,47.95
26.21,27.48,23.23,50.52
25.73,26.82,26.73,53.12
24.94,26.17,28.04,57.23
24.01,25.5,31.46,58.7
23.03,25.08,34.75,59.88
22.04,24.79,37.0,62.97
19.98,24.38,37.72,65.55
20.12,24.12,39.23,67.18
20.88,23.99,42.07,68.72
22.32,23.44,43.21,66.42
22.28,23.25,40.52,62.17
23.56,24.47,34.03,56.6
26.09,26.24,25.84,50.73
28.33,28.75,19.51,43.38
30.93,31.19,13.02,36.8
32.33,32.72,9.28,32.3
32.47,33.61,14.806153846153846,32.3
32.59,32.99,8.0,32.68
32.64,33.29,14.18,33.3
31.72,32.5,10.29,35.73
30.95,31.38,11.41,37.85
29.61,30.42,15.72,43.02
27.12,29.38,20.78,47.73
27.16,28.46,24.62,50.83
24.48,27.71,27.2,53.7
25.41,27.0,27.47,55.1
24.65,26.43,27.44,54.75
25.04,26.07,30.3,55.4
24.86,25.4,32.82,56.7
24.43,25.23,34.29,58.0
24.16,25.0,35.0,59.38
23.65,24.56,34.49,58.38
23.38,24.12,33.88,58.92
22.89,23.88,34.53,59.48
23.25,24.25,32.96,58.48
24.65,25.19,29.32,51.8
27.62,27.05,25.98,48.12
29.32,29.43,17.09,40.75
31.17,31.52,11.59,35.0
31.8,32.24,8.61,33.48
32.59,32.84,8.26,32.67
32.28,33.06,8.36,33.62
32.05,32.54,12.139999999999999,34.38
31.74,31.85,11.19,37.62
30.82,31.5,11.02,37.65
29.33,30.24,10.91,39.15
27.99,29.1,14.5,43.47
27.18,28.33,17.86,48.1
26.51,27.64,21.61,49.7
25.74,26.78,27.01,53.23
24.63,25.92,31.17,56.62
24.25,25.22,32.39,57.9
23.87,24.54,31.5,58.65
23.6,24.24,33.61,59.48
23.26,24.01,34.37,59.7
22.63,23.5,36.27,59.78
22.37,23.12,38.03,61.35
21.96,22.63,38.84,63.53
22.74,22.93,37.98,62.0
24.44,24.56,32.55,57.6
26.65,26.57,25.67,50.78
28.45,28.07,21.87,46.02
29.61,29.58,18.57,40.62
30.38,30.69,12.84,37.0
31.37,31.66,10.87,35.27
31.65,31.9,10.74,35.6
31.25,31.95,11.4,37.45
30.83,31.13,13.23,38.55
29.94,30.36,13.8,39.42
28.68,29.33,18.27,43.12
27.54,28.56,22.19,47.25
25.27,28.05,26.2,52.48
24.18,27.69,28.46,54.62
22.27,27.05,30.05,58.18
21.66,26.63,33.93,60.05
24.075454545454544,26.15,37.64,61.58
23.565,25.72,38.85,64.22
23.144444444444442,25.2,38.89,64.72
22.585,24.6,40.02,63.7
22.175714285714285,24.09,39.21,65.9
21.901666666666667,23.87,41.91,64.17
22.006666666666664,23.34,43.52,66.0
22.293333333333333,23.69,40.23,61.62
23.24833333333333,25.42,31.92,54.3
25.366666666666664,27.79,22.81,45.8
28.10571428571428,29.53,12.03,37.17
29.9375,31.26,8.34,32.92
30.711111111111116,33.05,8.47,33.28
30.719,33.68,15.263846153846153,31.73
30.25818181818182,34.54,13.990714285714287,32.0
32.85,33.75,14.435000000000002,32.58
31.52,32.83,10.25,36.1
30.48,31.26,13.62,39.38
29.11,29.94,18.37,43.85
27.55,28.48,19.62,45.52
26.59,27.57,23.65,47.2
25.45,26.73,24.37,48.27
24.77,26.34,24.91,49.45
23.87,26.4,25.19,50.8
23.81,26.29,24.23,50.55
24.12,26.01,24.34,49.83
24.63,25.76,25.87,50.78
23.18,24.22,32.19,56.02
21.69,22.66,32.69,56.25
20.7,21.7,37.06,58.85
20.54,21.67,36.88,59.7
21.61,22.43,30.41,54.02
22.2,22.88,30.9,54.3
23.37,23.68,31.27,53.55
26.73,26.5,23.02,45.15
29.39,28.98,16.01,37.6
30.47,29.79,13.67,35.8
30.58,30.48,17.33,41.25
28.84,29.15,18.72,43.38
29.07,29.56,16.67,41.1
29.99,30.23,14.95,40.05
29.18,29.9,16.11,42.2
27.88,29.01,16.61,43.23
26.65,28.32,18.92,45.08
26.57,28.06,21.52,46.83
25.62,27.69,22.95,48.5
25.36,27.48,26.51,49.694545454545455
25.21,26.73,28.74,51.68300000000001
24.74,26.39,28.72,52.77444444444444
24.52,25.86,30.08,54.287499999999994
24.01,25.21,30.46,56.07857142857142
24.85,25.86,29.09,58.95166666666666
24.26,25.02,30.89,60.781666666666666
23.73,24.43,26.25,62.10166666666666
23.63,24.05,26.19,63.666666666666664
23.12,23.84,28.71,61.166666666666664
23.16,23.75,29.92,56.833333333333336
23.93,24.11,27.83,50.385714285714286
24.51,24.54,27.49,44.71
25.49,25.64,24.88,40.86666666666667
26.66,26.77,22.62,39.46
25.49,25.61,24.98,39.476363636363644
25.23,25.63,26.63,47.43
25.02,25.34,22.66,47.2
24.72,24.73,18.78,43.67
25.85,25.79,9.38,36.17
24.6,25.84,12.76,39.65
22.78,24.98,17.15,43.45
24.01,24.52,19.03,44.15
22.67,23.72,22.22,47.45
21.73,22.86,24.74,49.48
20.51,22.53,27.63,51.62
22.06,23.09,26.36,49.17
21.87,23.06,23.34,47.35
21.48,22.7,23.76,49.17
21.32,22.11,26.42,51.97
21.22,21.81,28.44,54.85
20.35,21.67,31.08,57.32
20.7,21.7,34.0,58.6
20.76,22.09,32.53,58.23
21.48,22.87,28.89,53.62
24.54,24.09,24.31,48.47
26.55,26.61,18.02,42.73
28.54,28.45,13.76,37.08
29.91,29.91,11.45,36.15
30.73,30.79,11.18,36.1
30.74,31.06,9.91,34.35
30.92,31.07,8.14,33.27
30.46,30.99,8.57,34.55
29.47,30.02,10.94,37.25
27.8,28.62,13.29,40.17
26.39,27.25,17.28,44.38
25.76,26.44,18.94,45.67
25.19,25.81,22.33,48.05
23.86,24.72,27.56,52.23
23.03,23.83,29.61,54.75
22.42,23.36,32.17,57.28
21.74,22.61,35.84,60.67
21.1,21.88,38.12,61.4
20.19,21.47,38.08,61.92
19.56,20.48,40.66,65.23
19.18,19.82,45.01,67.47
18.71,19.58,47.33,68.47
19.75,20.12,44.41,66.03
21.51,21.81,37.9,61.18
23.43,23.58,27.84,51.65
25.29,25.14,19.73,43.78
26.67,26.67,16.38,39.45
27.24,27.57,14.07,38.23
27.69,28.02,13.18,37.85
27.73,27.91,14.29,39.6
27.67,27.84,15.36,41.17
27.18,27.51,15.88,41.57
26.29,26.88,18.47,44.28
25.31,26.04,22.09,47.33
24.39,25.02,26.17,51.02
23.61,24.26,28.59,53.5
22.95,23.63,32.52,56.5
22.23,22.95,34.3,58.23
21.46,22.28,35.55,59.35
21.01,21.81,32.85,58.08
20.51,21.48,32.38,58.25
20.14,21.09,33.2,58.5
19.84,20.63,35.22,60.4
19.71,20.35,38.65,62.68
19.54,20.2,39.75,63.45
19.27,20.19,43.47,65.7
20.09,20.83,43.37,65.1
22.13,22.43,37.26,60.0
23.85,24.0,32.66,55.02
25.32,25.26,25.2,48.2
26.58,26.69,20.33,41.83
27.79,28.01,17.47,39.67
29.19,29.15,14.46,37.92
29.84,30.07,11.79,36.45
30.02,30.43,11.17,36.85
29.79,30.12,11.34,36.93
28.97,29.51,13.34,39.27
27.57,28.2,16.06,42.65
26.54,27.37,18.99,46.25
25.63,26.75,24.16,50.93
24.69,26.16,27.16,53.15
24.6,25.61,28.7,55.23
23.86,25.0,30.91,56.9
22.49,24.53,34.67,59.47
21.0,24.04,37.14,62.88
19.89,23.64,38.6,64.47
19.92,23.26,38.8,65.97
20.78,22.78,40.42,64.95
19.3,22.8,41.52,63.42
19.99,22.42,42.66,63.55
22.36,22.6,40.56,62.38
24.27,23.98,33.73,55.2
26.4,26.05,24.34,48.35
27.99,28.1,16.87,41.02
29.9,29.94,14.16,37.3
31.25,31.31,13.85,37.17
31.79,31.99,12.06,35.38
32.82,33.17,9.98,34.45
33.08,33.51,9.59,35.7
32.31,32.83,9.05,34.83
31.56,32.1,11.09,37.33
30.08,30.82,15.39,41.12
28.49,29.79,21.23,46.07
26.45,29.06,24.39,49.28
24.5,28.48,27.92,52.8
25.3,27.78,31.31,55.83
24.71,26.59,31.79,56.72
23.3,26.0,34.79,59.4
21.46,25.34,36.43,61.35
20.9,25.32,38.85,63.38
20.43,24.99,39.93,64.6
22.3,24.74,38.87,63.12
22.28,24.08,38.77,62.95
19.97,23.82,38.99,65.95
22.83,24.81,39.49,63.5
26.9,27.03,30.35,53.95
28.48,28.37,24.57,46.85
29.9,29.59,17.69,41.77
31.69,31.47,11.71,35.4
33.23,33.0,8.67,32.6
34.38,34.48,15.910000000000004,30.68
35.27,35.62,13.536666666666667,30.18
35.63,36.12,11.799000000000001,30.95
35.71,36.2,12.221,30.2
34.92,35.39,14.219999999999999,31.75
31.71,34.24,10.5,35.71181818181818
27.35,32.72,12.63,37.92700000000001
28.3,30.61,12.53,40.26666666666667
27.77,29.88,16.09,42.598749999999995
27.08,29.29,19.07,45.84142857142857
26.89,28.78,20.99,49.666666666666664
25.71,28.12,22.72,50.96166666666667
25.66,27.4,24.35,52.91499999999999
24.79,26.82,26.52,53.70000000000001
24.69,26.36,27.79,55.29166666666666
24.77,26.0,28.19,55.62166666666667
23.62,25.74,28.64,55.435
23.22,25.36,28.22,56.215
25.46,25.89,27.25,54.33833333333333
27.77,27.51,24.18,45.10714285714287
29.87,29.53,17.74,37.875
32.14,31.74,9.89,33.44444444444445
34.94,34.44,18.13111111111111,30.028
35.56,35.48,16.09375,29.12181818181818
36.39,36.5,14.67,26.8
37.46,37.25,11.405000000000001,26.98
37.23,37.78,10.192857142857141,25.65
35.87,36.75,12.040000000000001,27.12
34.46,35.22,14.23375,31.4
32.36,34.25,15.920000000000002,34.3
29.02,33.53,9.35,37.05
27.5,32.59,13.53,41.07
26.65,31.84,17.52,44.6
25.12,31.06,19.53,48.23
24.94,30.4,22.2,51.55
24.14,29.89,21.04,53.52
23.66,29.29,23.47,55.0
24.17,27.72,27.87,54.95
22.09,26.44,31.05,56.23
22.02,26.53,27.12,54.58
21.95,26.43,25.45,52.1
21.44,26.37,26.01,54.22
25.24,26.74,22.28,50.73
29.03,28.67,14.66,40.08
31.13,31.04,20.887000000000004,33.23
32.65,32.53,16.166,30.42
34.25,34.29,14.465555555555559,27.2
35.11,35.27,13.403333333333332,25.0
36.05,36.09,14.15875,24.55
36.08,36.53,15.385,26.2
35.52,35.81,8.14,33.2
34.37,34.84,13.81,35.85
32.46,33.04,19.81,41.02
31.43,31.91,25.41,45.5
30.58,31.09,26.57,46.82
30.18,30.56,25.54,46.27
29.52,29.86,21.31,43.52
28.73,29.1,19.9,42.62
27.8,28.16,21.6,44.45
26.67,27.23,21.97,44.7
25.45,26.27,24.85,46.93
24.46,25.04,25.85,47.6
23.55,24.14,27.59,48.97
22.9,23.49,28.53,50.12
23.35,23.53,26.34,50.52
23.17,23.81,22.13,48.7
24.34,24.56,23.58,47.55
25.88,26.03,20.58,45.1
28.12,27.68,14.74,37.5
29.39,29.22,10.91,33.73
31.49,31.35,14.753333333333334,27.1
32.75,32.74,13.448749999999999,24.7
33.19,32.97,12.549999999999999,25.05
33.34,33.34,10.937999999999999,33.42
33.06,33.23,9.612,26.05
32.76,32.97,10.7125,25.98
31.89,32.36,12.2275,26.52
30.3,30.85,13.008,28.17
29.11,29.68,12.953333333333333,28.98
27.99,28.59,12.76142857142857,28.45
27.16,27.77,12.778749999999999,28.27
26.54,27.23,13.258888888888887,29.0
26.01,26.71,14.193999999999999,29.03
25.1,25.82,14.695454545454545,30.6
24.09,24.93,8.54,33.08
23.48,24.49,9.23,33.3
23.35,24.13,12.27,35.58
23.07,23.55,14.99,38.28
23.12,23.19,16.49,40.17
23.697692307692307,22.37,17.02,39.17
25.353076923076927,23.38,13.98,36.77
27.12076923076923,24.78,10.66,34.62
28.739230769230765,26.71,12.857857142857144,28.27
28.88,28.6,11.317142857142857,26.43
30.75,30.42,9.7,24.9
32.02,31.73,9.7,23.25
32.59,32.37,9.69,23.38
32.59,32.55,9.68,23.83
32.79,32.66,9.68,23.95
32.19,32.45,9.68,24.23
31.25,31.69,9.7,25.0
29.78,30.39,9.71,26.4
28.57,29.27,9.72,27.3
27.68,28.57,9.73,27.7
26.46,27.58,9.73,28.95
25.17,26.46,10.23,30.62
24.5,25.45,10.74,31.88
23.93,24.78,12.56,33.45
23.39,24.59,14.59,34.95
22.87,23.98,14.8,34.98
22.41,23.23,15.58,35.23
22.0,22.86,16.49,35.73
21.22,22.13,17.93,37.07
21.0,21.79,19.12,37.53
22.16,21.82,18.35,38.23
24.15,24.14,15.3,34.6
26.12,26.17,11.96,30.25
28.15,27.7,9.76,27.02
29.74,29.49,9.72,25.4
31.21,31.08,9.71,24.43
31.93,31.95,9.69,23.52
32.28,32.48,9.68,23.3
32.27,32.57,9.67,24.42
32.11,32.24,9.68,24.43
31.16,31.68,9.7,25.0
29.59,30.36,9.71,26.6
28.29,29.31,9.73,28.7
27.72,28.63,9.73,29.07
27.26,28.07,9.74,29.6
25.85,27.06,9.74,29.45
24.94,26.0,9.74,29.58
23.66,25.04,10.04,31.3
21.54,24.11,10.69,32.05
21.87,23.74,11.0,31.98
21.08,23.35,11.84,33.17
19.68,22.75,13.26,35.27
18.7,22.4,14.67,36.77
19.99,22.37,14.88,37.08
23.11,23.73,15.02,35.83
25.27,26.06,11.17,29.35
26.53,26.95,9.74,26.48
28.37,28.73,9.73,25.55
30.22,30.41,9.71,23.8
31.55,31.67,9.7,23.7
32.45,33.18,9.69,22.62
33.06,33.02,9.68,22.88
33.56,33.81,9.66,23.55
33.52,34.26,9.68,23.38
33.0,33.54,9.7,23.9
31.2,32.1,9.71,25.92
29.63,30.89,9.72,28.1
28.91,29.95,9.73,29.73
27.97,29.35,10.07,30.7
27.04,28.47,10.82,31.03
26.48,27.57,11.64,33.95
25.58,26.76,11.8,33.03
24.94,26.09,12.63,33.15
24.05,25.27,14.11,34.17
23.3,24.5,14.23,34.88
22.8,24.07,15.29,36.17
22.65,23.87,16.69,38.3
22.51,23.94,17.52,39.85
24.61,24.85,18.69,38.9
26.69,26.81,15.19,34.67
28.82,28.82,13.92,31.55
30.69,30.72,11.55,29.17
32.24,32.11,9.75,26.47
33.57,33.38,9.69,25.45
34.52,34.39,9.68,24.53
35.32,35.06,9.67,24.58
35.4,35.41,9.66,24.83
34.83,35.26,9.66,24.62
34.55,35.19,9.68,25.18
32.6,33.86,9.71,28.12
30.93,32.54,9.91,31.43
30.02,31.73,10.17,33.48
27.11,31.02,11.26,34.5
25.79,30.4,11.41,34.12
28.31,29.37,12.07,31.88
26.7,28.05,13.78,33.55
25.53,27.41,14.37,34.53
25.09,26.45,15.8,34.67
24.76,25.68,16.66,34.98
24.45,25.82,18.19,36.52
24.08,25.68,19.84,37.75
23.01,25.6,22.51,40.52
24.05,26.58,23.88,42.65
28.3,27.85,19.23,35.55
30.67,30.12,15.32,31.58
33.47,32.86,11.38,29.35
35.14,34.83,9.83,24.68
36.36,36.05,9.68,24.55
36.79,36.76,9.67,24.88
37.14,37.55,9.66,25.38
37.16,37.59,9.66,25.85
36.34,37.0,9.67,25.82
35.05,35.89,9.68,26.77
32.36,34.63,10.49,29.1
31.61,33.47,12.62,31.48
30.73,32.39,15.26,33.6
29.13,31.6,17.23,35.23
27.58,31.02,17.71,36.77
28.33,30.78,15.94,34.95
28.88,30.52,16.76,34.95
28.56,29.81,17.75,35.42
27.72,29.05,19.05,38.0
26.74,28.14,21.84,40.77
25.07,26.72,22.75,42.58
24.96,26.0,24.6,43.48
24.5,25.16,26.18,43.22
24.9,25.39,25.6,42.17
25.78,26.1,24.16,39.7
27.52,27.35,23.02,37.53
29.52,29.3,20.19,35.1
32.14,32.23,16.98,31.98
33.81,33.84,15.22,30.48
34.87,34.81,15.32,30.48
35.35,35.63,13.46,29.9
35.94,35.79,13.46,30.83
35.55,35.75,13.74,31.23
34.58,35.34,14.96,32.17
33.2,34.42,16.82,34.38
32.37,33.48,18.0,34.98
31.52,32.75,18.89,35.88
31.1,32.01,19.15,36.62
30.62,31.24,20.78,37.62
29.81,30.62,21.99,38.6
