IHBAS-CPCB,East-Arjun-Nagar-CPCB,Shadipur-CPCB,Punjabi-Bagh-DPCC
9.68,10.35,85.38,86.75
9.48,10.31,86.32,85.22
9.5,10.18,85.22,83.55
9.28,9.82,82.67,81.42
9.51,9.8,80.31,79.88
9.72,10.1,78.98,80.7
11.15,11.55,75.51,76.85
12.54,12.85,66.04,70.17
13.8,13.96,58.91,60.52
14.71,15.17,51.81,54.93
15.49,16.11,49.31,54.17
16.09,16.72,46.61,53.77
16.58,16.72,45.29,51.88
16.54,16.85,44.98,51.42
15.9,16.5,49.0,58.85
14.67,15.42,55.39,63.53
13.84,14.49,60.54,67.53
12.96,13.76,65.17,70.85
11.95,12.78,68.85,73.77
11.17,11.96,72.65,77.33
10.73,11.56,75.55,80.65
10.45,11.38,77.88,82.85
10.25,11.17,78.92,84.75
9.96,10.89,79.66,85.0
9.63,10.52,81.11,85.85
9.24,10.22,82.58,88.83
9.06,10.0,84.73,90.55
9.04,9.82,85.98,90.6
8.83,9.62,86.25,90.57
8.6,9.43,86.4,90.5
9.18,9.94,85.42,85.4
9.5,10.86,79.5,77.0
10.76,11.62,69.35,68.7
12.79,12.88,60.23,60.55
14.55,14.36,51.43,56.0
15.67,15.37,44.25,52.3
16.46,16.64,43.72,50.32
16.43,16.89,42.12,49.38
15.84,16.34,45.34,57.02
14.62,15.33,53.01,63.77
13.86,14.72,59.44,70.23
13.42,14.31,63.58,73.12
12.87,13.7,65.75,75.38
12.24,13.07,69.87,78.62
11.69,12.49,72.44,80.6
11.29,12.26,74.29,83.07
11.06,12.02,76.06,84.65
10.79,11.49,77.99,85.65
10.47,11.15,79.34,86.62
10.14,10.68,81.28,88.97
9.86,10.43,84.09,90.57
9.35,10.06,85.44,90.6
8.96,9.72,86.57,90.47
8.03,9.42,87.73,89.98
8.0,8.78,89.73,89.88
9.31,10.07,88.83,83.05
11.43,12.01,77.31,70.32
13.24,13.73,62.09,62.42
14.81,14.81,53.89,57.75
16.24,15.88,44.87,53.0
17.51,17.05,39.25,49.55
17.9,17.84,35.35,43.95
17.06,17.28,32.08,45.23
15.23,15.93,36.05,54.17
14.06,15.06,45.51,63.3
13.58,14.31,52.49,68.08
12.53,13.27,65.13,73.93
11.46,12.23,70.09,76.9
10.41,11.4,72.91,79.58
9.45,10.41,76.47,83.62
8.38,9.46,78.78,84.2
7.14,8.23,79.61,86.05
6.3,7.22,81.97,86.25
6.09,6.81,82.56,85.38
5.45,6.15,81.24,84.0
5.01,5.68,81.07,84.4
4.97,5.4,80.9,84.38
4.89,5.35,80.9,84.5
5.55,5.79,80.14,82.38
7.01,7.26,75.86,77.43
8.39,8.88,66.92,68.35
10.02,10.44,59.85,63.2
11.68,11.65,54.57,59.5
12.7,12.94,51.25,57.07
13.74,14.05,46.12,53.07
13.96,14.42,44.32,52.5
13.25,13.79,46.0,57.43
12.48,12.96,49.95,61.45
11.91,12.46,53.61,66.85
11.53,12.15,56.93,70.3
11.13,11.67,58.34,72.12
10.62,11.38,61.52,73.6
10.2,11.08,64.19,74.58
10.12,10.72,66.1,75.15
9.64,10.25,62.23,70.95
9.09,9.88,61.38,71.05
8.79,9.62,63.47,73.28
8.6,9.1,65.13,73.8
8.34,8.96,64.75,73.0
8.16,8.69,63.92,72.78
7.96,8.65,63.61,72.78
8.04,8.69,61.6,71.93
9.83,9.63,55.85,67.4
11.56,11.5,45.99,58.92
13.3,13.48,38.02,48.12
15.47,15.12,31.54,43.12
17.09,16.74,28.03,40.83
17.97,17.74,21.16,37.08
18.53,18.42,18.04,34.72
18.68,18.52,18.95,35.4
17.98,18.27,20.49,46.58785714285715
16.14,16.92,25.49,50.86071428571428
14.62,15.78,31.18,55.72642857142858
13.2,15.03,37.93,57.95
12.31,14.45,39.89,59.05
12.53,13.85,41.59,59.77
12.27,13.35,40.21,61.52
11.84,12.84,41.81,62.6
11.5,12.62,38.85,61.5
10.59,12.07,45.05,64.2
10.15,11.66,48.57,66.58
9.87,11.27,50.59,65.82
9.8,10.7,54.1,66.7
9.28,10.12,55.41,68.43
8.83,9.66,58.0,69.45
9.06,9.63,58.98,71.65
10.72,10.82,52.77,65.35
13.4,13.25,41.81,56.9
15.66,15.4,34.13,46.62
17.82,17.32,30.11,43.05
19.28,18.82,21.85,37.58
20.08,19.9,19.58,36.88
20.7,20.49,17.92,35.27
20.8,20.78,18.01,35.23
20.23,20.39,21.06,39.73
18.03,18.89,28.04,45.67
15.7,17.56,34.32,54.1
11.96,16.67,39.75,59.67
11.98,15.89,45.33,62.55
10.07,15.28,47.29,65.35
10.1,14.73,49.37,67.47
9.71,14.18,48.8,70.62
10.92,13.58,51.09,71.53
9.53,13.05,52.41,70.62
9.73,12.59,56.8,72.35
10.66,12.31,56.38,74.68
10.57,12.0,54.77,73.67
10.34,11.57,56.39,73.25
9.9,11.07,59.94,74.8
10.25,10.98,63.23,76.65
12.02,12.06,56.25,67.9
14.28,13.81,45.7,59.95
15.97,15.8,39.93,51.47
17.42,17.5,33.36,45.35
19.37,19.18,26.77,41.4
19.55,19.48,26.6,42.52
20.59,20.58,22.11,37.88
20.71,20.93,22.17,37.98
20.54,20.74,23.08,41.7
17.84,19.56,29.88,49.75
13.53,18.39,37.34,58.2
12.05,17.55,40.39,63.0
11.57,16.8,43.42,65.0
14.14,16.36,39.92,62.33
13.88,15.88,39.5,59.77
11.33,15.38,42.98,64.0
9.59,14.69,46.1,68.2
9.02,14.19,49.5,68.12
9.04,13.88,53.54,71.12
9.39,13.5,56.18,72.62
11.11,13.14,57.11,73.15
11.16,12.87,62.2,74.25
10.16,12.52,63.5,72.88
11.19,12.27,64.69,71.8
12.14,12.63,60.73,69.58
14.25,14.25,49.23,61.9
16.36,16.09,42.75,52.17
18.62,18.22,36.78,47.42
20.06,20.03,30.9,44.23
21.22,21.33,26.52,41.7
21.74,21.75,21.5,37.98
22.07,22.11,18.8,37.55
21.02,21.58,24.71,43.2
18.73,20.09,32.05,50.92
14.33,19.01,37.42,59.4
12.82,18.08,43.9,64.97
12.3,17.48,51.04,68.6
11.72,16.76,55.04,72.15
11.28,16.15,59.8,75.18
12.17,15.5,63.79,77.6
10.77,14.87,66.15,79.4
10.41,14.12,67.91,81.47
9.76,13.92,72.51,83.62
10.84,13.7,75.8,85.17
9.57,13.24,78.41,86.75
8.77,12.62,80.16,88.78
8.62,12.45,80.95,90.65
8.68,12.42,80.28,90.68
10.55,12.67,80.01,84.08
13.05,13.7,75.74,77.72
16.36,16.83,60.78,61.57
18.72,18.53,48.4,53.73
20.01,19.91,39.92,48.65
20.57,20.8,29.07,42.8
21.7,21.29,24.29,39.55
21.69,22.16,25.91,40.75
20.48,21.11,26.93,44.65
15.61,19.85,34.76,54.92
12.81,18.47,43.1,64.1
11.59,17.37,52.64,69.68
10.93,16.52,57.99,74.3
10.45,16.11,61.22,77.53
10.09,15.36,65.51,80.25
9.5,14.62,69.5,82.9
9.2,14.26,73.24,85.08
8.61,13.92,75.67,86.97
8.47,13.18,75.62,89.05
8.25,12.88,77.76,90.58
7.92,12.74,79.04,90.65
7.7,12.72,80.9,90.57
7.46,12.34,82.4,90.23
7.61,12.01,84.1,89.57
10.21,13.16,84.39,88.77
14.24,15.68,71.98,72.98
16.82,17.33,51.31,55.05
18.76,19.16,40.45,48.2
20.43,20.29,31.79,43.47
21.62,21.86,23.97,38.25
21.71,21.6,23.82,38.35
21.4,21.57,30.75,44.62
20.49,21.19,32.69,47.75
16.85,19.74,39.82,58.0
13.39,18.62,50.27,67.85
12.39,17.77,57.67,73.15
11.36,17.08,60.58,77.5
10.9,16.52,64.06,80.55
10.38,15.87,68.54,83.42
9.91,15.39,72.62,85.25
9.62,14.79,75.72,87.33
9.27,14.25,77.89,90.2
8.96,13.98,80.67,90.7
9.97,13.58,81.74,90.53
9.79,13.19,82.47,89.97
9.23,12.96,83.13,89.35
8.92,12.57,83.44,91.5
8.57,12.56,84.18,92.65
11.43,13.36,84.32,88.08
14.86,15.14,77.17,78.03
17.45,17.32,60.94,62.6
18.85,18.54,46.54,51.62
20.0,19.75,37.58,48.4
20.5,20.54,32.63,44.48
20.9,20.74,30.13,44.48
20.71,20.67,35.29,46.52
19.87,20.18,35.7,50.07
17.64,19.1,42.66,59.6
13.82,18.2,51.82,68.35
12.19,17.62,57.43,74.3
11.2,17.05,61.17,78.67
11.04,16.39,59.33,81.0
11.32,16.0,55.19,80.38
10.95,15.33,63.89,81.2
12.69,14.6,68.16,81.4
12.03,13.8,70.43,80.78
12.17,13.54,74.15,81.15
11.08,13.24,76.92,81.15
10.86,12.44,77.76,79.88
10.41,12.01,78.02,78.25
9.02,11.7,78.17,81.67
10.26,11.92,78.67,84.3
12.58,13.05,74.62,76.07
14.55,14.7,58.3,65.6
16.41,16.53,45.74,53.52
18.17,17.94,36.37,46.12
19.76,19.94,28.16,42.15
20.69,20.38,23.11,40.33
20.82,20.84,23.09,39.7
20.47,20.54,25.66,40.83
19.6,20.29,27.83,44.02
18.2,18.96,31.94,50.73
16.52,18.04,37.57,59.17
15.13,17.29,42.88,64.85
14.16,16.61,45.48,69.1
14.0,15.95,51.39,73.23
13.11,15.49,53.02,76.4
13.01,14.79,59.54,76.67
11.05,14.15,62.82,78.25
11.3,13.66,67.03,81.07
10.21,13.1,70.66,83.55
10.79,12.77,72.86,82.53
11.18,11.94,73.63,78.12
10.88,11.75,73.09,79.67
10.64,11.38,73.94,81.72
10.2,11.3,74.8,84.0
11.41,11.87,72.21,78.25
12.88,13.32,61.78,69.33
15.25,15.53,50.49,56.95
17.26,17.21,42.62,49.67
18.18,18.59,36.0,47.23
19.25,19.66,31.17,44.67
19.76,19.95,28.98,42.83
19.59,19.98,30.3,43.85
18.86,19.39,31.21,47.8
16.78,18.27,38.61,57.33
12.89,17.33,47.58,66.97
11.47,16.78,55.23,72.05
10.81,16.16,60.97,76.05
10.58,15.17,63.82,78.55
10.2,14.31,58.39,78.98
10.58,13.77,56.45,74.43
10.39,12.95,57.84,77.28
8.9,12.72,63.24,80.0
8.96,12.95,67.32,80.8
9.0,13.08,68.5,81.08
9.25,12.91,70.33,81.05
8.61,12.53,71.81,83.0
8.24,12.13,73.3,84.42
8.04,11.56,74.77,85.97
10.55,11.77,72.12,83.75
13.25,13.41,60.57,70.15
15.38,15.24,49.86,55.33
17.0,16.74,44.85,50.5
18.52,17.95,37.25,45.75
19.73,19.2,32.59,44.88
20.16,19.94,32.64,45.1
20.11,19.93,34.15,45.7
19.0,19.16,39.3,51.03
17.74,18.32,47.45,57.48
17.06,17.75,52.09,61.75
16.94,17.42,52.99,62.4
16.98,17.28,53.2,62.62
16.81,17.32,40.68,48.3
15.45,15.93,23.66,42.25
14.73,15.12,29.26,48.3
13.72,14.23,33.98,52.65
12.89,13.59,39.26,57.7
12.27,13.04,42.29,61.28
11.59,12.44,46.7,64.0
11.05,11.91,46.91,66.35
10.74,11.55,48.41,69.02
10.47,11.19,50.95,71.1
10.31,11.12,52.86,71.5
11.41,11.78,43.4,62.58
13.21,13.32,24.55,47.12
14.66,14.41,18.34,37.08
16.05,15.65,15.77,35.3
17.1,16.52,14.6,34.58
18.01,17.39,13.29,33.88
18.09,17.83,12.95,33.08
17.82,17.87,14.26,33.9
17.13,17.43,16.84,37.7
15.81,16.45,21.07,42.52
14.74,15.46,25.84,49.25
14.21,14.89,28.16,50.85
13.55,14.25,30.45,53.6
12.75,13.71,35.31,57.58
12.18,13.02,39.27,60.27
11.59,12.48,41.57,63.15
11.09,11.9,44.63,63.65
10.57,11.39,47.12,65.55
10.35,11.14,50.04,68.5
9.78,10.81,53.47,71.62
9.33,10.27,58.41,73.42
9.08,10.13,60.86,74.95
8.5,9.8,64.07,77.1
8.31,9.11,66.4,78.47
9.2,9.86,62.26,74.5
10.76,11.49,50.42,64.18
12.58,12.96,37.0,50.88
13.53,14.09,35.52,48.2
15.06,15.04,34.67,47.72
15.77,15.94,33.36,47.15
16.4,16.42,32.14,45.7
16.18,16.45,30.41,44.38
15.66,16.24,30.3,47.3
14.38,15.03,36.72,53.8
13.51,14.08,44.19,60.65
12.77,13.38,48.34,64.25
12.07,12.78,52.37,68.38
11.5,12.18,56.68,70.7
10.63,11.47,59.27,71.62
9.98,10.73,63.08,75.97
9.48,10.13,66.98,79.75
9.07,9.65,70.55,82.35
8.61,9.03,72.91,82.88
8.2,8.7,74.69,84.08
7.88,8.33,77.53,86.3
7.6,7.85,80.51,90.18
6.78,7.5,82.33,90.3
6.48,7.01,84.2,89.9
6.96,7.24,85.31,89.35
8.32,8.55,83.02,79.85
8.54,9.89,72.8,75.67
10.06,10.76,64.4,63.8
12.09,12.13,55.82,59.97
13.27,13.37,50.2,58.23
14.07,14.32,46.41,55.38
14.56,15.22,47.19,55.67
13.83,14.53,51.09,62.4
12.37,13.15,57.81,69.6
11.34,12.2,65.12,76.5
10.72,11.43,70.24,79.32
10.17,10.89,73.28,82.55
9.73,10.5,75.76,85.07
9.61,10.19,78.53,88.33
9.56,10.11,80.62,90.53
9.55,10.16,82.52,90.3
9.07,9.81,84.23,89.72
8.54,9.21,85.44,88.97
8.07,8.88,86.51,93.8
6.76,7.87,87.79,94.0
6.39,7.69,89.16,94.0
6.29,7.32,90.34,94.0
6.0,7.15,90.67,94.0
6.19,7.28,90.72,93.93
7.46,8.22,90.78,90.72
9.39,10.38,88.0,79.22
12.0,12.69,73.27,69.8
14.35,14.92,57.5,61.83
15.28,16.08,49.84,58.15
15.18,16.31,50.18,59.4
15.81,15.97,49.8,59.7
14.98,15.13,52.73,63.72
13.75,14.21,59.16,71.3
12.43,13.28,67.06,78.68
11.52,12.43,72.55,83.7
9.86,12.15,74.55,87.15
9.72,12.09,75.83,88.7
9.2,11.77,77.06,88.55
7.89,11.5,77.29,90.47
7.42,11.12,79.05,90.3
6.58,10.76,81.61,89.25
6.25,10.07,83.26,94.0
5.97,9.88,84.88,94.0
6.14,9.17,79.655,93.95
5.79,8.67,80.86214285714287,93.9
5.26,8.06,81.77857142857142,93.93
5.36,6.39,88.44,93.93
5.75,6.15,88.47,94.0
6.36,6.88,89.11,93.65
7.92,8.08,87.88,79.25
10.87,11.78,76.77,66.98
12.68,14.21,64.91,64.3
13.68,14.95,60.92,65.5
15.27,15.88,58.43,63.6
15.96,16.08,56.77,62.65
15.25,15.6,45.09,61.38
13.38,14.58,41.66,57.97
11.37,13.79,47.99,64.35
9.83,13.33,56.94,71.5
10.02,12.72,61.55,73.35
9.64,12.64,65.09,76.68
9.73,12.17,65.44,78.12
10.16,11.55,68.33,78.8
9.78,11.34,71.46,82.5
9.28,11.36,69.19,81.47
8.96,11.36,69.43,81.58
9.78,11.42,68.45,78.5
9.91,11.28,68.75,78.3
10.13,11.22,67.91,75.78
10.46,11.3,69.28,79.9
10.21,11.04,68.67,77.25
11.14,11.86,66.52,78.1
11.65,11.97,67.31,81.62
12.09,12.7,66.22,77.2
13.39,13.68,61.66,75.95
15.27,15.23,54.33,64.03
17.35,17.2,46.05,56.17
18.2,17.86,37.76,50.42
18.1,18.23,34.22,48.52
17.79,17.89,37.93,51.85
16.58,17.27,44.77,56.4
15.98,16.64,47.76,66.615
15.37,16.21,50.42,62.33
14.83,15.75,52.19,63.15
14.4,15.3,49.58,61.98
13.54,15.04,49.86,64.12
13.6,14.75,50.39,66.15
12.69,14.47,48.88,62.9
12.82,14.26,48.31,63.48
12.62,14.21,50.26,64.75
12.51,13.74,52.6,64.77
12.39,13.23,55.78,66.17
11.96,12.87,55.77,68.03
11.53,12.2,63.13,80.55
11.29,11.56,76.65,90.57
12.27,12.53,84.58,94.2
13.6,14.1,87.19,94.2
13.74,14.2,86.72,90.8
13.92,14.4,87.76,90.6
14.42,14.83,88.97,90.55
14.59,14.85,88.97,87.68
15.47,15.84,88.62,86.03
15.82,16.32,87.73,84.78
15.94,16.44,85.15,83.85
15.72,16.3,83.58,84.67
15.32,16.07,83.9,86.6
15.01,15.65,85.78,90.07
14.81,15.31,88.44,90.55
14.65,15.08,90.19,93.53
14.4,15.03,91.4,94.2
14.39,14.92,92.56,94.2
14.15,14.75,93.46,94.2
13.89,14.5,94.0,94.2
13.47,14.3,94.44,94.22
13.07,13.86,94.62,94.28
12.92,13.58,94.8,94.22
12.16,13.25,95.16,94.2
11.84,12.87,95.33,94.2
11.8,13.01,95.39,94.2
12.8,13.63,96.2,94.2
14.24,14.71,96.65,94.25
17.3,17.44,96.74,87.8
19.47,19.54,94.34,68.62
21.02,20.8,74.87,65.42
21.57,21.22,68.42,70.97
21.77,21.72,65.67,68.53
21.35,21.54,65.31,68.68
19.21,19.9,70.82,75.38
18.44,19.04,80.34,86.35
18.18,18.63,85.82,90.15
16.94,17.46,89.35,91.2
16.64,17.17,89.88,90.65
16.22,16.75,91.68,90.6
16.65,17.14,91.6,91.2
16.19,16.68,91.1,90.88
15.98,16.5,91.91,91.6
15.7,16.29,92.5,94.3
15.06,16.06,92.72,94.3
14.56,15.95,93.04,94.3
14.71,15.96,92.23,94.3
15.62,16.76,84.56,91.32
15.99,16.77,78.7,88.15
15.76,16.53,75.39,85.4
16.09,16.61,78.46,88.4
15.96,16.58,86.83,94.3
16.74,17.04,89.36,94.05
18.6,18.29,85.84,87.53
19.91,19.94,77.38,79.85
19.63,20.0,74.85,76.53
19.28,19.31,78.12,82.15
19.59,19.86,78.28,79.45
18.55,19.06,79.61,81.5
17.57,18.15,82.29,84.93
16.9,17.68,83.88,88.47
16.04,17.4,83.84,90.8
16.3,17.19,81.17,89.45
15.77,17.24,82.91,90.2
15.63,17.14,84.04,91.1
15.19,16.84,85.32,90.57
14.76,16.72,86.78,92.17
14.99,16.8,87.49,94.3
15.28,16.97,90.09,94.3
14.89,16.27,91.65,94.3
14.71,15.93,92.53,94.3
14.57,15.7,93.43,94.3
14.44,15.46,94.97,94.3
14.84,15.52,95.29,94.3
15.04,15.63,95.47,94.3
15.58,16.2,95.91,94.32
17.06,17.47,95.6,91.5
19.32,19.34,94.85,87.4
19.7,19.47,93.78,86.78
20.1,19.95,87.46,81.35
20.52,20.29,73.42,74.28
20.64,20.59,71.52,77.52
20.3,20.41,81.46,84.65
18.42,18.99,87.49,90.15
16.73,17.4,91.46,90.53
16.63,16.93,92.99,90.08
16.5,16.85,93.5,90.85
16.43,16.94,93.35,91.2
16.18,16.72,93.24,91.22
16.0,16.41,93.22,91.12
15.6,16.15,93.22,90.93
15.48,15.89,93.33,90.6
15.29,15.81,93.53,90.12
15.14,15.69,94.04,90.05
15.36,15.83,94.01,90.67
15.4,15.91,93.76,91.15
15.33,15.88,93.18,91.15
15.16,15.66,92.64,90.45
15.2,15.68,91.81,87.53
15.62,15.86,88.94,84.18
15.88,16.15,81.82,80.35
16.51,16.8,75.22,74.3
17.11,17.36,68.74,71.7
17.05,17.54,65.81,66.8
17.3,17.77,67.44,66.65
17.07,17.49,67.47,65.55
16.52,16.95,63.08,69.35
15.82,16.38,70.93,76.32
15.17,15.82,77.17,84.62
14.81,15.38,82.6,90.45
14.5,15.05,86.58,90.27
14.09,14.78,89.08,93.53
13.69,14.56,90.7,94.2
13.12,14.19,91.86,94.2
12.73,13.73,92.55,94.2
12.53,13.29,93.86,94.2
11.98,12.83,94.31,94.18
11.87,12.59,94.82,94.1
11.71,12.52,95.26,94.15
11.23,12.05,95.23,94.2
10.95,11.68,94.95,91.23
11.14,11.53,94.47,90.83
11.52,11.91,94.16,89.97
12.14,12.5,92.95,85.47
12.44,13.04,89.72,82.88
12.83,13.7,83.22,79.77
13.7,14.07,75.36,74.03
14.71,15.12,71.19,71.3
15.13,15.58,67.83,70.62
15.12,15.41,67.35,72.93
15.28,15.59,67.52,73.52
15.08,15.55,69.44,75.02
14.97,15.51,71.8,78.1
13.94,15.34,75.5,84.38
14.06,15.14,79.61,88.12
14.0,14.74,82.58,90.52
13.72,14.23,84.81,90.83
13.43,13.78,86.3,90.93
13.49,13.74,86.61,88.03
13.46,13.92,85.77,87.15
13.34,13.83,85.2,87.95
13.12,13.69,85.56,90.65
12.84,13.49,86.27,90.88
12.51,13.18,87.27,90.22
12.34,13.02,88.47,94.2
12.35,13.12,89.4,94.2
12.93,13.31,89.84,92.03
14.21,14.43,87.56,85.12
15.56,15.89,77.87,73.88
16.34,16.6,70.65,73.5
17.19,17.49,67.14,69.53
18.56,18.34,62.35,66.58
19.13,19.23,59.79,64.3
19.35,19.46,59.3,63.33
18.46,18.82,59.17,67.05
17.34,17.74,68.45,75.4
16.75,17.2,74.81,80.4
16.37,16.79,77.6,83.0
15.56,16.09,81.11,85.88
14.83,15.43,83.55,86.92
14.06,14.74,84.62,87.3
13.21,13.74,85.0,86.6
12.18,12.74,84.41,85.7
11.67,12.18,83.69,85.3
10.93,11.66,83.34,85.97
10.66,10.95,83.47,86.3
10.22,10.59,83.4,85.65
9.53,10.4,83.09,85.88
9.2,9.6,83.14,86.33
8.56,9.02,83.58,86.23
8.58,8.91,82.6,84.73
9.07,9.49,78.84,80.97
10.13,10.75,71.68,71.22
11.28,11.45,63.77,64.8
12.43,12.76,57.85,60.7
13.75,14.02,53.28,59.43
14.05,14.65,50.55,57.77
14.48,14.99,49.59,56.12
14.02,14.65,51.24,61.95
12.91,13.55,58.12,68.9
12.22,12.65,65.34,74.45
11.93,12.33,69.54,77.88
11.68,12.07,71.84,80.17
11.44,11.86,73.75,82.45
11.08,11.56,76.51,85.88
10.76,11.32,79.1,87.6
10.35,10.95,82.88,90.6
9.98,10.54,84.61,90.5
9.79,10.21,86.22,90.38
9.47,9.92,88.0,94.05
8.93,9.55,89.6,94.03
8.9,9.25,91.3,94.0
9.04,9.39,92.46,91.53
8.96,9.41,91.88,89.35
8.64,9.01,89.64,85.38
8.92,9.25,83.19,81.7
9.84,10.24,72.94,72.5
11.25,11.47,62.35,62.55
12.92,12.98,56.01,60.1
14.17,14.07,50.45,58.35
15.28,15.29,48.59,56.05
15.76,16.13,47.45,65.112
15.51,15.88,51.68,67.32400000000001
14.43,15.02,58.84,70.2
13.53,14.06,65.12,74.8
12.99,13.49,70.31,79.08
12.53,13.09,73.26,81.58
11.96,12.64,76.97,84.6
11.46,12.23,79.35,87.03
11.27,11.84,80.86,90.7
10.7,11.42,80.43,90.53
10.31,10.95,79.95,90.6
9.93,10.63,80.67,90.03
9.5,10.16,83.06,90.07
8.91,9.63,84.63,90.95
8.23,9.02,86.43,94.0
7.94,8.84,88.43,94.0
8.0,8.78,90.02,94.0
8.37,8.77,91.12,94.0
8.86,9.3,91.38,91.45
9.71,10.09,90.41,89.3
11.06,11.45,85.92,81.45
13.22,13.34,72.54,70.62
14.32,14.56,62.09,64.75
14.88,15.59,55.67,59.25
15.56,16.44,49.83,55.88
15.46,16.09,48.98,60.83
14.22,14.89,57.61,71.12
12.75,13.8,67.62,80.78
11.02,13.28,72.36,86.12
11.53,12.91,74.78,90.68
11.19,12.46,77.38,89.75
10.16,11.75,81.15,94.07
8.7,10.87,84.11,94.07
9.04,10.2,85.2,94.03
8.1,9.69,86.11,94.0
7.13,9.16,87.32,94.0
6.53,8.75,88.46,94.0
5.89,8.69,89.15,94.0
6.53,8.9,90.24,94.0
6.19,9.15,91.32,94.0
7.29,9.32,91.92,94.03
8.68,9.46,91.75,92.05
9.46,9.92,90.97,88.53
10.55,10.83,86.66,81.3
12.2,12.51,73.32,67.88
13.96,14.2,59.36,61.38
15.58,15.79,49.17,57.12
16.34,16.94,41.0,51.78
16.73,17.48,39.59,50.18
16.3,16.86,40.62,54.85
14.68,15.62,46.5,62.2
12.64,14.19,59.95,75.83
11.13,13.38,68.86,84.55
9.69,12.7,73.99,88.35
8.17,12.05,76.5,90.65
7.67,11.66,78.56,90.68
8.14,11.13,77.98,90.38
6.92,10.21,79.17,90.5
6.53,10.11,82.1,94.0
6.29,9.77,84.22,94.0
6.51,9.52,85.34,94.0
6.62,9.22,86.18,94.0
5.89,8.88,86.89,94.0
5.98,8.59,88.53,94.0
5.88,7.83,89.5,94.0
5.33,6.3,90.6,94.03
6.67,7.23,88.54,89.0
7.68,9.53,78.1,71.83
10.18,13.17,69.84,64.45
12.48,15.4,63.46,63.67
15.35,16.37,60.95,63.62
16.58,17.32,63.14,65.2
16.33,16.53,61.2,63.03
15.63,16.13,58.73,64.35
14.38,15.33,58.87,65.45
11.49,14.36,67.53,75.05
10.44,13.84,72.74,80.88
9.86,13.39,76.56,85.75
9.41,12.81,79.75,90.28
9.21,12.49,82.72,90.1
9.28,12.28,84.8,90.6
9.36,12.32,86.37,94.1
9.59,11.93,87.94,94.1
9.44,11.58,88.77,94.1
9.33,11.24,88.88,94.1
9.08,10.87,89.09,94.1
8.71,10.62,89.69,94.1
8.63,10.51,89.86,94.1
8.6,10.59,90.35,94.1
9.23,11.0,90.83,94.1
10.23,11.49,90.57,90.4
12.61,13.46,83.53,76.53
15.35,15.71,66.79,62.72
17.13,16.93,55.0,55.62
18.56,18.51,46.82,50.0
19.53,19.28,39.82,58.5
18.93,18.78,50.96,62.05
17.99,18.49,56.84,66.1
15.02,17.6,65.54,75.0
12.37,16.39,71.32,84.17
11.24,15.65,74.46,89.72
10.52,15.09,78.09,90.57
10.29,14.44,82.73,92.03
9.93,13.86,85.56,94.1
9.29,13.28,87.45,94.1
9.01,12.64,89.49,94.1
9.34,11.58,90.9,94.1
9.05,10.31,91.98,94.1
8.88,9.88,93.41,94.1
8.84,9.7,93.87,94.1
8.75,9.4,94.13,94.1
8.68,9.1,94.33,94.1
8.68,9.22,94.51,94.07
8.7,9.48,94.52,94.03
9.0,9.99,95.35,94.1
9.2,10.31,95.74,94.1
9.6,11.02,95.71,88.25
11.79,13.2,91.75,63.3
14.38,15.18,54.77,56.55
16.03,16.58,45.94,53.35
16.68,16.91,44.26,52.77
16.11,16.64,46.1,56.5
14.47,15.7,51.4,65.65
13.09,14.28,67.28,79.75
11.66,12.8,74.96,86.33
10.67,11.77,79.1,90.2
9.54,11.0,82.14,89.7
8.78,9.97,84.54,93.97
8.41,9.52,87.74,94.03
8.37,9.07,90.55,94.0
8.06,8.82,92.43,94.0
7.19,8.2,92.97,94.07
6.63,7.5,92.81,94.0
6.07,6.74,92.79,94.0
6.0,6.47,92.79,94.0
6.09,6.46,92.73,94.0
6.56,6.72,92.64,94.0
7.21,7.51,92.28,90.45
8.5,8.8,89.22,82.83
9.14,9.03,77.48,70.67
10.12,9.61,67.77,64.0
11.82,11.38,62.23,60.83
13.4,12.92,65.12,64.43
14.08,13.69,65.24,64.4
14.6,14.28,65.67,66.73
13.73,14.06,67.3,71.0
12.23,12.72,72.26,78.17
11.42,11.84,77.16,83.55
11.4,11.73,79.29,84.98
11.34,11.71,80.72,85.58
11.15,11.38,81.41,85.75
10.94,11.18,81.39,85.75
10.59,11.01,81.29,86.12
10.52,10.85,81.54,86.25
10.01,10.58,81.87,86.85
9.95,10.45,83.26,88.9
10.25,10.6,84.01,87.65
10.53,10.94,84.86,90.0
10.58,10.97,86.11,90.8
10.55,11.04,87.49,90.72
10.72,11.07,88.86,89.95
11.25,11.47,89.57,89.97
12.36,12.35,89.09,87.35
13.62,13.37,83.78,79.5
15.2,14.85,74.15,71.03
16.73,16.21,63.96,64.53
18.38,17.82,53.81,55.88
18.66,18.48,45.99,53.15
18.91,18.84,43.77,53.92
18.34,18.71,42.54,54.05
16.55,18.03,48.11,62.0
14.06,17.01,58.67,70.68
12.69,16.7,68.09,78.4
12.07,16.31,73.19,83.95
11.73,15.66,77.93,88.6
11.65,15.01,81.03,90.88
11.31,14.55,83.07,90.0
10.99,13.98,85.47,93.05
10.54,13.56,87.07,94.1
10.08,13.29,88.87,94.1
9.87,12.89,90.31,91.20727272727272
9.68,12.55,91.02,91.557
9.84,12.39,91.53,92.08555555555556
10.32,12.33,92.54,92.20124999999999
