IHBAS-CPCB,Dwarka-S8-DPCC,Sri-Aurobindo-Marg-DPCC,East-Arjun-Nagar-CPCB,DTU-CPCB,Okhla-Phase-2-DPCC,Alipur-DPCC,Aya-Nagar-IMD,Sonia-Vihar-DPCC,Ashok-Vihar-DPCC,JNS-DPCC,Mundka-DPCC,Pusa-DPCC,Shadipur-CPCB,Vivek-Vihar-DPCC,Mandir-Marg-DPCC,Nehru-Nagar-DPCC,Wazirpur-DPCC,CRRI-Mathura-Road,RK-Puram-DPCC,Punjabi-Bagh-DPCC,KSSR-DPCC,Jahangirpuri-DPCC,Bawana-DPCC,Narela-CPCB,Patparganj-DPCC,Rohini-DPCC,Anand-Vihar-DPCC,NSIT-Dwarka-CPCB,MDCNS-DPCC,Najafgarh-DPCC
19.22,35.77,19.7,36.08,119.85,39.29625,12.55,12.03,25.22,29.1,20.77,22.791333333333334,30.74791666666667,32.7,46.3,46.58,21.4,42.92,12.054285714285713,27.099444444444444,40.62,62.35,41.67,19.58,23.45,13.5,15.08,32.95,22.62,21.3,40.48
15.88,37.9,26.23,38.22,114.67,43.08,12.1,11.86,27.05,29.9,23.38,23.373333333333335,33.26541666666666,33.05,47.0,46.57,22.6,38.0,12.995714285714284,27.765,35.88,59.22,38.05,19.12,22.77,10.35,14.78,38.0,22.71,21.4,32.6
12.85,39.97,24.12,40.45,111.83,45.11277777777778,10.77,11.58,26.65,24.6,20.57,25.495999999999995,26.05,27.6,45.17,44.38,21.98,36.83,26.11,29.952105263157897,33.15,55.35,33.7,18.18,22.12,10.9,13.77,34.77,22.85,25.92,28.68
18.04,44.58,22.3,56.02,120.67,49.565789473684205,14.7,11.21,27.55,29.35,26.1,30.914375,25.43,33.9,46.62,45.55,23.85,45.35,4.81,32.11684210526315,36.38,51.17,35.75,19.77,24.57,14.77,16.05,56.9,22.38,20.93,28.1
34.09,44.95,26.5,63.64,146.25,53.76,24.0,11.33,45.05,60.8,40.48,35.03,31.0,39.48,51.47,46.77,24.07,68.5,6.09,36.538,56.25,51.1,72.28,42.9,58.45,24.5,29.75,77.53,22.18,28.23,25.98
120.84,55.42,35.92,89.41,244.4,85.1,23.07,8.05,104.05,84.28,84.05,37.236111111111114,40.7,41.18,56.0,70.32,28.43,89.4,8.22,38.20142857142858,72.6,78.52,91.9,39.15,47.22,37.4,46.8,95.4,21.04,36.23,29.95
80.07,67.22,41.3,76.53,217.35,59.08,17.8,30.12,84.85,87.25,57.77,36.724000000000004,56.52,137.34,65.35,85.1,26.72,93.47,5.67,13.53,106.25,64.47,80.6,28.88,21.95,48.2,37.8,107.65,37.92807692307693,40.33,31.57
38.54,77.85,36.7,51.14,164.15,54.3,14.7,14.37,40.65,50.9,49.38,73.82,59.62,128.42,70.83,91.1,22.43,79.05,5.31,9.03,112.72,53.55,34.42,18.1,19.12,48.38,17.5,106.17,130.32,46.43,32.33
32.25,94.78,36.25,68.64,157.32,56.595000000000006,13.25,6.86,31.15,51.85,69.15,69.7,69.2,124.16,63.07,101.15,61.7,75.4,5.24,6.65,106.88,66.75,34.28,16.73,29.95,47.55,19.27,99.6,98.72,38.32,31.93
39.99,99.08,36.98,99.11,201.82,58.08347826086956,21.48,11.07,38.35,51.6,56.2,56.77,75.43,100.27,69.65,91.07,32.6,82.5,4.32,6.43,84.3,57.4,53.52,18.88,40.25,44.83,24.07,97.38,66.87,44.58,31.83
46.4,105.35,52.88,135.37,193.62,58.76913043478261,27.73,14.67,30.95,59.7,76.0,37.020909090909086,54.17,112.52,82.38,92.43,24.25,94.05,9.4,8.93,89.78,77.1,53.67,38.6,52.45,43.3,28.05,138.2,129.02,50.05,38.95
79.16,106.97,53.12,151.1,222.98,104.1,36.98,18.32,69.92,73.83,101.2,96.95,87.4,123.59,61.58,96.83,26.27,98.88,15.92,37.25,110.17,86.92,63.5,44.7,76.45,59.58,52.48,140.38,136.47,62.42,44.73
100.88,115.67,63.93,124.39,227.93,102.12,46.28,22.04,82.9,79.42,103.92,54.45,87.85,127.02,55.4,101.03,25.93,98.45,16.98,94.03,105.22,117.0,67.33,49.75,58.52,62.8,47.53,128.6,108.96,60.68,43.85
62.46,70.2,59.12,70.18,165.77,82.8,20.52,26.05,48.95,52.1,87.38,49.044499999999985,48.67,94.81,46.55,87.88,26.5,62.0,18.15,89.85,66.8,114.45,56.58,22.18,35.67,55.08,23.8,82.7,91.52,49.08,27.25
35.51,43.15,33.83,56.58,127.3,66.33,22.38,13.84,25.15,46.0,40.43,50.22105263157895,55.35,66.32,42.53,65.6,20.38,57.73,11.63,49.0,51.6,93.53,46.0,20.5,26.98,28.85,14.22,72.17,88.24,39.0,23.25
36.86,40.05,26.95,47.26,118.05,51.3,20.1,11.85,27.23,36.83,37.75,47.72631578947369,38.5,53.46,42.3,62.45,16.02,46.77,12.52,45.57,52.12,78.8,42.38,15.55,29.2,29.95,11.7,65.08,85.68,34.27,19.2
29.18,37.9,24.55,25.1,117.05,45.7,16.32,8.93,23.02,34.08,24.88,43.41157894736841,33.47,53.93,43.05,59.67,17.15,59.75,6.37,33.15,41.67,73.47,32.23,11.57,28.02,23.4,10.77,55.95,97.88,27.32,29.303846153846152
19.8,34.17,23.08,51.28,109.4,48.5,14.4,9.51,14.25,33.55,34.88,38.86235294117647,36.75,46.38,41.75,59.03,16.0,47.95,10.14,41.05,38.08,63.3,29.55,7.85,19.88,17.75,9.22,50.7,149.81,27.52,14.88
24.57,37.7,19.67,58.7,107.3,49.65,14.42,10.45,31.0,34.53,42.83,36.182352941176475,47.9,41.84,40.9,53.9,14.7,60.28,11.22,40.02,51.85,64.58,44.23,9.45,35.4,26.85,17.48,74.52,119.08,30.75,15.82
26.31,33.1,28.88,34.46,114.75,51.62,10.82,9.04,23.3,51.33,25.82,32.44777777777778,50.98,71.55,39.08,59.5,13.68,59.85,12.55,49.35,53.55,60.7,48.23,13.8,26.8,26.62,13.45,44.67,106.91,27.23,18.85
23.03,40.62,34.5,26.15,131.9,37.35,11.85,9.78,13.8,20.82,38.33,32.86941176470588,24.6,50.82,35.12,60.5,19.65,42.55,7.3,42.3,52.8,57.25,25.62,15.88,38.65,13.7,16.93,44.8,102.44,29.05,21.88
17.28,46.1,23.5,28.66,112.28,40.4,13.35,11.74,25.9,21.15,36.6,27.645625,33.7,24.11,36.3,46.7,17.4,42.35,6.35,33.6,39.5,64.7375,32.2,22.5,34.85,17.0,20.3,49.35,101.77,24.35,23.2
14.68,47.27,28.08,30.03,121.4,37.9,24.65,11.06,50.08,28.47,37.42,27.5425,18.2,42.32,32.77,48.38,13.62,47.38,8.47,35.85,45.02,64.5,43.73,19.9,24.6,21.9,15.72,55.35,94.72,24.27,33.22
22.45,38.25,23.88,34.89,130.43,39.73,7.4,9.33,31.38,30.38,41.65,26.135333333333328,23.0,38.82,35.15,51.08,12.07,45.83,4.83,44.3,44.77,76.33,47.4,13.22,29.35,26.38,22.47,55.88,92.0,28.88,30.82
19.3,34.95,24.65,48.01,103.85,34.05,8.88,8.85,21.08,24.88,38.52,23.59466666666667,21.68,41.83,37.03,50.3,15.67,51.57,4.3,35.92,40.5,70.47,53.38863636363636,9.2,30.33,23.12,11.18,54.25,88.23,27.93,30.92
21.59,48.35,25.45,37.28,100.28,35.78,10.05,8.58,22.5,28.9,37.67,23.442666666666675,26.15,42.29,39.5,52.75,19.93,54.65,2.9,32.15,46.67,60.77,53.62304347826089,9.88,22.95,17.38,14.48,45.5,84.9,31.55,39.27
26.18,51.27,30.5,45.65,111.5,38.75,12.07,14.8,26.5,35.7,41.9,25.70375,34.65,48.93,41.12,55.92,18.05,49.88,3.56,35.3,45.08,54.85,52.77708333333334,13.02,26.95,18.68,14.27,49.65,76.27,28.4,38.25
39.22,46.4,34.38,50.29,112.3,42.0,21.65,11.88,30.4,38.1,38.35,29.79235294117647,36.85,47.5,36.52,57.08,17.6,44.12,7.18,45.6,39.5,59.55,37.12,22.3,32.05,23.75,18.05,60.1,64.71,28.3,26.02
43.27,46.33,38.3,49.74,125.33,41.9,14.62,13.4,33.88,36.38,37.97,32.72941176470588,32.8,49.09,38.72,55.73,14.35,48.05,5.12,42.88,44.25,68.0,34.1,24.35,29.58,23.05,20.17,52.0,48.64,26.7,24.55
44.79,50.15,44.27,41.67,120.5,51.8,11.9,17.21,37.35,37.08,40.23,33.489444444444445,33.7,50.98,40.62,57.15,16.5,49.9,5.3,50.27,49.82,74.55,31.5,20.62,16.43,23.83,18.85,64.4,37.93,28.9,23.78
26.15,54.15,56.05,44.37,116.33,57.0,10.88,18.23,33.9,34.62,53.12,39.02,40.67,81.31,43.58,67.9,17.75,56.97,6.44,64.6,56.62,65.88,28.45,14.32,16.83,25.92,15.55,56.95,36.17,41.38,32.17
32.81,68.67,44.23,66.3,124.9,45.83,11.17,13.2,31.75,43.05,56.42,39.73,49.95,79.92,43.55,69.28,20.77,62.83,4.94,76.92,72.43,57.08,29.72,19.5,18.8,30.27,19.12,68.98,36.44,37.9,43.27
51.67,74.97,45.78,72.16,120.62,50.88,12.53,10.41,31.5,47.23,62.62,40.1,69.35,74.82,47.52,73.25,23.18,64.8,5.04,92.45,71.32,50.6,32.05,23.27,38.38,39.62,16.67,73.08,37.77,47.3,42.95
45.36,76.62,52.22,44.69,137.25,73.15,12.8,21.13,24.3,44.07,66.17,27.57,44.38,76.71,42.9,56.67,17.35,67.67,7.91,76.42,65.25,77.22,35.4,31.2,33.47,34.33,24.18,54.42,34.17,42.52,34.05
30.07,59.08,37.38,33.95,117.03,50.43,9.75,15.96,20.5,28.48,33.83,19.88,28.45,60.48,43.22,56.6,16.68,44.22,4.3,57.15,51.75,71.4,27.6,26.55,26.12,20.9,13.05,66.25,33.57,33.17,31.4
21.24,42.2,36.38,37.2,101.38,39.25,9.45,13.51,17.0,53.280833333333334,32.4,17.35,22.12,50.16,42.25,50.52,13.4,50.05,3.25,49.02,43.15,68.1,24.32,23.25,17.08,14.32,13.1,47.98,32.88,31.73,27.6
26.16,46.05,41.67,45.72,115.33,40.73,8.97,13.98,22.05,61.46639999999999,33.33,21.65,30.43,52.29,40.75,53.45,13.28,54.47,3.2,49.17,48.65,65.93,28.05,23.7,28.7,15.7,17.2,48.27,33.99,29.42,30.25
34.9,53.42,33.5,56.07,120.6,42.68,11.35,15.43,31.18,56.0,38.9,25.48,36.92,60.67,32.85,53.38,10.23,61.1,7.43,48.58,55.97,74.72,36.08,28.45,41.7,23.88,24.8,44.9,33.11,28.67,30.77
36.14,58.25,31.38,71.16,143.75,44.4,14.12,17.31,56.02,52.18,46.58,36.38,49.67,69.81,32.05,52.58,13.4,65.9,5.6,55.25,58.15,74.5,43.83,28.68,41.9,30.35,33.07,58.2,33.88,31.18,34.28
46.3,59.62,30.3,76.86,132.05,48.48,13.8,17.7,58.2,53.23,52.53,32.65,56.42,80.75,35.67,60.75,13.45,64.03,6.67,59.12,63.42,80.03,46.2,31.18,37.62,34.55,29.85,71.35,35.14,32.35,44.75
39.37,59.5,19.67,70.19,132.27,51.5,14.5,17.64,55.12,42.88,45.77,35.75,42.65,59.17,36.72,56.88,14.4,57.17,6.36,43.73,53.65,78.85,41.6,28.3,36.65,32.98,28.02,63.05,33.26,32.72,46.95
35.01,53.85,19.82,64.68,155.6,44.35,15.5,14.81,52.8,42.9,44.4,35.12,38.12,57.44,36.45,47.45,13.35,55.28,5.94,39.25,53.27,73.97,39.25,29.02,38.68,29.62,30.4,61.52,29.42,30.5,38.0
34.39,46.93,13.78,61.58,149.07,41.73,16.88,12.7,50.2,33.15,33.23,34.1,35.8,45.58,31.07,34.12,11.55,51.35,5.06,26.75,46.45,64.1,32.65,30.32,42.08,24.3,27.65,57.73,27.83,26.48,37.15
24.35,47.35,7.82,54.33,153.32,36.93,18.8,13.08,45.07,33.2,31.65,23.85,33.22,43.39,32.38,35.78,8.95,53.25,5.15,29.12,47.67,60.6,31.82,30.05,37.42,23.1,28.48,55.0,27.76,26.1,34.85
19.98,47.35,7.3,51.34,140.35,35.05,17.6,9.11,35.33,33.2,28.7,28.45,30.6,44.01,30.92,36.0,13.5,48.0,6.05,25.12,47.17,56.78,22.3,29.03,34.9,19.23,22.12,48.12,25.65,28.23,30.5
22.5,43.3,20.5,44.66,131.57,34.8,17.5,8.39,31.7,35.4,22.4,22.88,27.6,52.04,27.55,38.55,6.9,40.85,7.38,22.65,41.1,60.70125,20.4,23.6,31.4,20.8,22.4,42.1,25.84,24.4,29.2
15.18,41.75,14.45,30.97,126.45,36.38,16.4,9.83,26.17,30.55,23.55,18.12,22.93,44.04,29.48,36.42,4.8,44.1,8.07,20.18,42.83,60.38,22.32,22.45,27.72,19.08,20.5,37.48,24.2,22.57,26.27
9.28,38.05,13.38,22.64,118.28,37.55,16.75,8.44,26.4,27.48,18.35,14.47,21.58,33.15,30.25,35.6,9.43,39.5,8.57,15.9,37.08,52.55,20.38,23.48,29.27,14.53,17.45,30.23,24.69,22.25,27.08
13.38,31.8,13.0,35.4,116.6,37.12,15.47,6.26,27.83,27.0,18.8,12.8,28.42,34.56,28.4,35.88,9.78,35.8,7.02,17.45,31.2,57.33,22.2,23.73,27.73,13.07,19.48,36.28,24.32,16.88,22.65
14.42,29.77,14.35,40.15,114.3,34.25,13.47,6.22,20.43,23.25,16.32,13.88,22.77,34.36,26.6,34.92,6.47,39.3,10.44,19.9,32.4,59.9,21.62,22.35,27.95,15.4,16.45,43.18,19.58,22.98,24.4
17.78,30.27,24.27,39.79,114.22,26.85,13.75,11.19,25.88,31.45,20.98,20.68,24.95,39.56,26.2,37.3,5.52,43.85,8.46,32.7,37.3,54.55,24.2,24.77,25.0,16.5,17.2,38.25,22.04,28.27,20.45
28.58,38.98,26.72,56.02,114.38,39.6,13.95,11.69,30.57,32.65,29.35,24.55,33.33,44.96,30.4,39.72,8.3,43.7,6.89,32.88,42.92,61.58,23.8,20.85,18.55,18.0,16.93,50.65,19.94,27.92,21.6
32.9,47.45,40.25,51.55,124.4,44.1,14.25,12.48,36.38,43.55,35.97,31.83,40.55,35.74,31.48,50.2,10.4,48.42,6.71,50.58,48.4,65.68,32.25,23.05,22.48,23.92,21.23,51.58,20.0,29.9,32.7
32.97,64.52,59.03,56.51,135.6,44.42,15.68,12.31,39.3,48.03,51.67,41.18,50.2,83.83,33.38,59.78,12.65,58.8,5.5,64.15,61.2,67.62,41.4,21.68,21.75,28.92,24.9,66.3,27.06,31.93,39.47
29.58,63.62,54.88,44.87,144.75,43.15,16.3,17.07,49.0,54.48,62.45,49.2,60.67,111.24,43.38,67.97,13.68,68.1,5.69,74.58,73.95,61.5,42.1,23.92,36.05,28.4,29.4,60.72,29.04,37.38,34.52
27.95,63.52,35.08,47.9,174.77,39.45,16.98,40.65,37.72,73.4,57.67,49.9,74.15,86.85,44.15,65.0,18.85,80.2,6.25,65.95,81.58,34.05,53.88,29.92,40.47,27.23,40.35,61.83,28.32,31.72,29.17
20.94,66.78,35.95,37.55,203.35,37.08,36.6,26.46,30.45,21.8,39.35,44.15,54.6,103.65,35.92,61.78,20.67,53.8,5.8,61.45,103.55,29.05,44.17,40.12,40.92,24.32,45.17,54.3,26.7,35.4,26.88
22.09,58.73,37.97,35.04,209.03,34.42,30.15,21.89,25.27,28.05,33.75,34.15,36.73,75.6,28.88,60.38,17.75,51.75,4.97,61.6,91.97,19.6,29.1,37.65,51.0,18.5,45.72,55.38,24.65,27.77,20.8
15.51,41.95,48.2,39.46,209.33,38.0,10.38,18.24,23.62,33.9,30.15,29.58,66.65,74.79360000000001,26.6,56.9,9.88,49.12,5.07,61.5,71.5,27.02,28.23,29.4,32.12,16.35,35.8,55.2,23.75,30.3,19.82
24.34,36.93,40.92,60.8,167.85,55.5,12.18,15.39,17.1,53.21360000000001,59.17,32.03,57.45,76.48,34.2,64.12,8.48,59.05,3.18,51.47,61.52,67.35,30.35,29.02,34.32,17.88,24.23,75.55,25.14,36.95,17.85
42.15,42.45,37.08,89.06,158.0,55.38,23.97,12.77,50.5,51.1,51.2,31.43,42.58,68.28,28.25,61.9,10.55,57.6,28.69,43.47,54.03,58.85,40.83,34.6,31.27,35.88,26.2,88.47,25.97,37.23,17.12
52.81,53.4,33.0,73.2,153.05,44.38,24.5,11.42,45.15,48.75,45.75,28.98,43.8,61.08,28.73,57.25,10.43,57.3,28.43,41.9,47.23,55.9,43.92,23.0,29.0,33.75,24.02,76.72,27.81,42.77,17.73
52.45,45.18,34.0,69.15,143.62,42.38,20.33,10.54,40.9,48.03,38.27,28.8,50.28,57.31,26.15,54.85,9.6,55.75,23.08,38.57,42.48,48.23,41.35,34.55,23.9,32.25,23.35,71.45,28.16,36.1,17.65
44.12,39.48,31.7,65.96,122.05,41.9,17.55,12.19,45.23,47.58,36.22,17.7,41.7,56.86,24.77,56.33,9.47,52.6,22.96,36.65,46.6,52.5,36.52,38.02,22.27,30.9,18.5,65.1,26.02,31.25,16.88
47.64,33.25,26.6,60.49,122.32,40.42,16.67,12.99,38.88,40.27,37.12,18.6,30.17,52.21,27.62,54.58,8.4,45.95,23.6,32.08,44.38,47.2,26.8,18.65,18.17,30.45,15.5,52.85,24.57,32.92,16.55
39.17,28.17,24.55,50.83,114.4,38.42,16.48,9.66,34.55,33.5,32.97,15.32,29.05,44.9,24.88,54.33,7.45,40.35,19.93,32.2,37.17,55.5,25.75,18.18,17.68,25.38,14.53,58.0,23.89,29.18,17.25
35.14,25.27,22.5,42.57,102.7,36.83,11.97,8.08,27.48,34.62,27.3,12.8,25.6,38.51,25.05,49.27,8.57,38.65,22.17,28.5,33.52,39.9,26.85,15.7,13.45,20.7,16.38,48.9,23.54,27.35,17.4
26.52,27.6,23.7,36.94,105.97,32.5,10.18,9.08,21.85,32.83,24.1,8.03,21.52,35.9,24.8,45.48,7.28,37.82,23.03,30.4,31.43,44.2,24.82,11.85,12.32,17.6,11.2,33.48,23.34,26.5,17.7
19.14,21.65,19.57,28.76,95.72,30.25,9.8,9.17,17.55,25.57,16.55,7.0,15.23,29.49,22.1,40.35,8.25,30.15,20.66,24.35,26.25,45.12,21.25,10.18,11.0,14.07,10.32,28.55,22.7,22.95,16.95
15.46,21.2,18.4,30.28,103.85,23.75,10.6,8.08,17.9,23.4,12.6,8.55,16.85,30.02,19.15,37.6,7.7,34.25,16.98,12.6,27.2,39.65625,20.9,22.944000000000003,13.95,12.5,13.4,27.8,22.31,22.9,17.65
15.85,21.1,14.65,30.85,99.6,21.23,9.35,7.25,16.52,22.43,11.22,8.55,17.77,30.98,22.77,40.02,7.4,36.05,16.16,13.22,29.7,32.5,22.2,10.77,13.43,12.02,10.97,31.55,22.3,22.75,14.9
15.5,25.15,13.65,34.23,98.8,23.52,8.6,7.2,15.6,30.05,11.8,6.88,16.95,29.42,22.4,39.17,6.67,34.72,15.03,14.38,28.1,32.45,21.07,10.4,11.65,12.72,8.65,31.0,22.73,22.05,14.27
16.52,26.48,16.82,32.05,98.8,26.77,7.42,6.18,14.82,25.02,12.47,5.55,25.95,26.14,23.48,40.52,7.1,35.25,15.86,13.05,26.83,31.73,22.55,10.55,12.03,15.03,9.5,47.88,22.65,20.23,14.68
16.75,28.4,18.07,31.73,84.05,30.75,7.3,6.33,15.28,27.12,15.28,6.03,41.5,29.43,23.58,41.08,6.52,40.1,16.29,15.38,28.35,35.85,26.35,12.57,15.85,19.05,10.72,35.98,22.9,21.43,15.4
16.9,30.38,19.88,28.39,97.5,37.23,7.05,6.46,14.27,27.32,21.88,10.7,41.23,35.4,23.55,43.35,6.35,37.45,18.82,17.95,34.62,43.17,29.98,14.12,15.57,15.5,12.25,52.73,23.53,28.73,14.07
22.8,33.42,17.95,28.97,88.92,34.12,7.8,6.85,15.3,28.65,25.93,10.65,31.6,43.95,23.27,46.1,4.95,49.53,21.31,25.35,39.48,47.0,34.4,13.85,16.65,13.05,13.47,69.2,21.71,27.43,13.88
24.67,31.27,19.88,32.61,96.33,38.1,8.23,7.8,17.0,27.73,27.55,10.52,42.02,42.51,24.85,50.83,6.33,50.62,17.72,28.82,43.48,51.15,35.9,15.07,15.67,13.88,12.38,57.85,21.12,26.98,13.45
20.42,32.62,22.88,29.74,88.25,35.5,8.78,8.36,15.22,30.48,28.83,9.25,48.4,36.28,24.12,49.12,52.3,46.98,14.82,27.65,40.08,51.15,30.95,14.62,15.28,15.75,11.2,59.25,28.02,29.82,14.77
19.72,33.67,21.6,27.51,89.12,37.47,8.32,9.14,15.62,32.08,24.8,7.57,40.65,29.31,24.5,34.88,37.9,48.42,15.13,27.73,34.92,51.47,28.02,11.62,13.82,16.35,9.9,64.8,49.16,29.8,17.98
19.55,39.45,22.0,30.32,94.4,39.15,7.05,10.22,16.15,33.43,22.23,8.8,50.08,30.8,29.48,42.35,26.17,49.0,13.53,24.3,38.48,54.78,32.2,11.0,12.43,17.25,11.0,48.52,46.38,28.57,21.68
22.84,31.35,20.33,28.28,88.55,42.92,7.53,11.2,14.62,34.25,21.47,8.65,50.25,32.26,24.1,38.35,39.4,45.65,12.37,22.12,37.65,55.25,27.22,10.18,14.62,18.0,9.35,59.9,29.413200000000003,28.15,26.4
22.36,27.77,18.73,27.85,91.85,41.1,7.28,8.77,13.67,32.1,27.52,8.25,50.3,37.25,29.8,37.05,63.05,47.4,11.86,22.12,37.55,57.28,27.28,10.45,18.1,17.85,10.65,71.6,19.95,28.38,27.18
21.69,32.75,19.55,34.44,87.78,42.7,10.18,8.76,16.48,33.62,29.77,9.47,46.03,51.88,29.7,39.08,29.6,51.47,11.27,28.5,37.62,65.6,31.62,11.47,15.8,14.75,11.1,64.88,16.83,32.45,18.58
23.86,29.43,20.93,36.4,94.95,45.55,11.4,7.79,18.33,36.58,29.43,11.48,68.8,40.72,27.02,48.77,16.5,55.0,12.74,34.02,40.52,60.82,37.23,13.1,18.35,16.02,14.0,64.53,19.16,33.17,15.38
32.82,48.2,25.52,47.52,104.43,50.0,12.18,8.95,25.12,44.75,46.48,19.15,48.3,48.83,26.75,55.15,13.6,60.8,13.73,39.2,48.52,78.78,46.62,20.53,33.77,18.2,26.23,69.83,17.41,35.6,15.43
43.96,64.28,25.73,50.98,110.25,50.15,14.05,8.26,32.08,48.17,54.98,22.38,50.65,45.56,26.95,63.65,15.7,57.95,15.83,60.58,54.88,88.5,47.8,30.32,36.03,22.22,26.08,64.7,21.03,35.8,16.88
48.28,53.17,26.18,61.03,118.15,51.7,19.48,10.68,37.75,50.62,48.83,19.62,50.1,56.63,23.05,59.95,16.1,56.75,21.55,58.55,53.27,84.35,44.0,28.95,35.12,27.55,31.0,63.12,24.01,35.58,17.43
49.11,51.7,21.27,67.42,117.62,67.33857142857144,17.0,11.45,44.2,50.1,44.17,22.43,47.33,57.69,24.28,55.97,14.57,53.52,25.6,49.88,50.75,79.8,42.6,27.2,30.4,27.8,28.57,55.98,18.66,32.83,18.5
43.98,45.77,16.8,58.74,114.05,65.0255,15.22,11.93,41.2,42.15,37.83,21.0,40.0,54.46,22.38,53.9,13.88,50.22,19.76,40.7,50.62,68.03,35.55,24.57,31.02,29.23,25.72,58.27,14.06,26.83,18.85
39.68,39.33,11.65,56.19,109.22,62.06842105263158,11.53,11.22,29.05,37.65,30.18,17.98,33.58,53.34,22.83,43.38,12.55,48.62,20.47,28.62,46.65,60.15,30.45,21.25,28.2,27.0,22.32,53.15,12.56,22.75,18.4
42.72,37.73,16.35,53.99,94.7,61.068333333333335,10.48,11.17,31.45,35.83,27.55,13.9,21.48,55.02,20.65,43.42,13.32,43.73,22.22,25.03,44.12,60.33,27.92,20.77,19.77,24.6,20.43,46.23,12.03,25.88,21.8
39.46,29.18,18.98,48.78,119.35,56.60764705882354,15.9,12.77,30.07,41.15,27.2,13.43,22.0,53.08,18.78,48.58,10.08,46.88,20.18,23.38,40.3,56.83,30.02,18.75,21.2,24.38,16.62,46.42,10.18,22.02,27.27
37.61,29.05,19.58,44.41,104.47,51.023529411764706,16.35,13.79,33.52,40.88,25.23,10.38,23.38,43.02,24.93,43.52,12.32,42.85,13.21,27.25,39.28,57.23,30.48,18.43,21.9,22.35,17.32,41.7,9.98,22.1,23.65
33.17,31.0,32.1,37.64,90.6,48.358823529411765,12.55,13.35,29.3,43.0,28.1,12.0,28.9,42.16,20.8,49.1,14.8,37.4,11.89,37.15,41.6,53.428749999999994,30.2,16.1,21.6,20.7,16.8,38.2,9.8,22.7,21.5
26.7,28.57,29.73,28.87,87.5,45.86235294117647,11.82,13.05,22.1,36.78,29.85,12.75,29.77,41.15,19.98,51.5,10.28,41.88,12.55,34.67,40.93,53.07,28.9,14.25,17.23,16.8,13.95,36.15,8.04,26.25,21.48
30.29,30.75,26.05,38.18,82.3,44.97,8.53,11.0,23.23,31.58,26.88,15.58,28.57,38.88,21.82,47.05,10.85,41.5,9.37,35.5,38.48,51.4,28.12,19.95,20.15,12.5,10.68,33.5,7.05,24.52,22.15
31.04,31.45,22.3,33.26,84.0,44.24941176470588,7.75,8.67,24.78,31.4,20.35,18.02,28.23,36.62,20.6,45.17,10.45,43.88,10.3,25.75,36.67,40.7,24.3,20.57,17.73,14.4,11.32,46.07,6.99,23.08,20.55
21.5,32.17,21.15,26.25,84.75,45.22941176470588,7.38,8.16,23.58,27.88,22.62,15.32,25.62,40.66,19.6,47.08,11.22,45.95,8.82,23.52,35.52,47.72,26.6,16.15,17.68,15.72,11.47,38.38,8.11,26.15,19.77
21.73,34.73,25.18,28.47,89.47,46.528888888888886,7.6,7.28,20.43,24.15,26.77,17.95,21.17,39.43,19.4,49.17,10.12,38.9,9.14,30.6,36.35,52.7,26.88,18.35,24.4,14.48,13.25,37.9,12.03,25.62,19.65
25.85,39.62,32.55,34.17,87.6,51.775263157894734,10.52,8.33,19.68,26.32,29.1,24.32,18.75,44.49,19.92,49.12,10.85,43.35,7.77,29.58,38.58,49.95,26.68,21.5,23.95,17.12,13.07,30.77,16.8,24.77,18.5
28.68,42.33,32.72,45.26,93.65,58.81052631578948,10.57,10.07,20.0,32.15,27.05,21.75,34.55,52.5,19.45,52.15,13.82,46.45,8.61,31.7,40.9,53.62,29.8,19.42,27.3,20.48,11.45,40.77,21.12,26.98,18.85
33.27,44.88,29.4,49.2,104.0,63.11666666666667,12.25,14.3,19.95,34.15,35.3,19.18,40.02,72.05,54.35,52.2,14.53,49.05,12.33,34.9,41.35,51.98,28.98,17.88,27.1,22.4,12.93,56.22,23.29,28.38,19.57
34.51,45.65,42.97,49.39,101.85,46.9,15.43,21.41,23.62,37.75,31.3,12.12,46.65,59.46,52.92,54.7,13.25,49.12,10.92,38.88,47.67,62.47,37.4,13.75,15.95,24.43,17.65,58.58,24.43,37.3,19.82
34.01,50.67,45.0,41.14,95.78,50.52,13.38,20.23,26.3,42.67,38.98,12.35,43.58,61.07,36.95,60.75,16.85,51.62,10.08,46.25,50.12,62.95,35.73,12.68,15.1,26.03,13.82,59.38,20.24,38.3,20.77
38.15,48.7,53.15,43.77,85.62,59.82,12.1,21.42,28.5,47.02,47.25,11.53,41.83,61.48,43.92,67.4,18.3,51.38,10.1,52.73,50.23,70.12,32.2,11.18,17.57,27.02,10.95,71.08,15.56,44.05,21.18
36.29,46.88,50.85,43.61,90.92,65.35,14.1,21.93,26.25,43.65,51.95,12.43,43.05,57.59,42.02,71.7,21.93,52.42,10.0,60.97,47.8,81.45,33.9,11.43,18.88,27.35,11.23,90.47,16.0,44.12,18.65
36.35,52.45,53.5,43.2,95.45,62.97,14.1,21.19,26.68,46.0,52.42,14.12,59.85,59.84,51.95,74.03,20.9,55.73,9.15,63.45,47.52,89.3,40.5,13.45,24.35,26.85,10.1,80.58,16.38,40.88,18.28
